,mean,median,std,skew,kurtosis,min,max,pct_zeros,n_unique,dom_frac,cv,missing_rate,n_deviant,dev_fail_rate,enrichment,verdict,f_skewed,f_heavy_tail,f_outlier_dom,f_zero_infl,f_missing,f_concentrated,transform_candidate,f_skew_outlier_driven,mean_pass,mean_fail,std_pass,std_fail,var_ratio,hedges_g,mw_p,mw_q,abs_g,tail_enrichment,f_var_shift,var_ratio_clip,iqr_ratio,log2_vr,log2_vr_clip,f_var_shift_strict,f_vr_inflated,mi,mi_norm,mi_rank,g_rank,f_nonlinear
66,706.669,706.454,11.623,-0.204,1.952,632.4226,770.6084,0.0,1559,0.0012812299807815502,0.01644770916846029,0.0038289725590299937,1559,0.06670942912123155,1.005131494547787,keep,False,False,False,False,False,False,,False,706.7896903912148,704.9710125,11.5875470887993,12.039447493166616,1.0795185015524666,-0.15646508400524187,0.17956209179280114,0.4856460609208952,0.15646508400524187,,False,1.1254407005243479,1.0468466818643876,0.11038796950146225,0.17049004318633434,False,False,0.0,0.0,214.0,84.0,False
67,16.715,0.978,307.502,20.785,442.509,0.4137,7272.8283,0.0,1306,0.0025624599615631004,18.396298723950185,0.0038289725590299937,1557,0.06679511881824021,1.006422607578677,keep,True,True,True,False,False,False,log,False,13.468253328757722,62.207329807692304,271.32121286803596,623.9214055394201,5.288010049152093,0.1584967638626234,0.17120667454517613,0.4782621234577203,0.1584967638626234,1.8834134615384617,True,1.5139079833992615,1.15464512406232,2.4027249184961557,0.5982775197702304,False,False,0.0,0.0,214.0,83.0,False
68,147.438,147.597,4.24,-2.897,35.025,87.0255,167.8309,0.0,1479,0.0019218449711723255,0.028758578720224297,0.0038289725590299937,1558,0.06675224646983312,1.0057766367137355,keep,True,True,True,False,False,False,log,True,147.49656225120108,146.61122596153845,3.9701565006991637,6.981632752548318,3.0924219507837076,-0.2089172500634582,0.10244117307347339,0.3871673747041568,0.2089172500634582,2.8251201923076925,True,1.111074948695612,1.0344229869411747,1.6287371836775573,0.15195613847718709,False,True,0.0,0.0,214.0,51.0,False
70,619.102,619.033,9.539,0.757,8.564,581.7773,722.6018,0.0,1533,0.0019218449711723255,0.015408115620500273,0.0038289725590299937,1558,0.06675224646983312,1.0057766367137355,keep,False,True,False,False,False,False,,False,619.2342210706933,617.2449288461539,9.508010590671613,9.825744939062348,1.0679518172307594,-0.20865424629914073,0.08052822614975857,0.3435914903864211,0.20865424629914073,,False,1.087725658586249,0.9097891566265088,0.09484655843901961,0.12131473222678953,False,False,0.01334179425210169,0.054866779880251765,22.0,52.0,False
71,104.329,102.604,31.652,1.252,3.358,21.4332,238.4775,0.0,1557,0.0012812299807815502,0.3033853348115556,0.0038289725590299937,1559,0.06670942912123155,1.005131494547787,keep,True,True,False,False,False,False,log,False,104.3462796156486,104.08742115384615,31.196790768795573,37.62758435439513,1.4547649724873577,-0.008171753307669422,0.2892090055809914,0.6458033779635854,0.008171753307669422,,False,1.3650417703671593,1.0245715793188763,0.5407860944288837,0.4489450983828849,False,False,0.0,0.0,214.0,249.0,False
75,-0.007,-0.006,0.022,0.385,10.062,-0.1049,0.2315,0.19,675,0.005184705119896306,3.2293232547604656,0.015315890236119975,1535,0.06644951140065146,1.0012152342771234,keep,False,True,True,False,False,False,,False,-0.007070535093815149,-0.004585576923076922,0.021393207796837045,0.03231446644169607,2.281613930659286,0.11142541419395796,0.7806447831885847,0.9343293261001374,0.11142541419395796,1.8834134615384617,True,1.076167469315006,0.9437148217636023,1.1900546954637383,0.10590260238363261,False,False,0.0,0.0,214.0,122.0,False
76,-0.029,-0.029,0.033,-0.194,0.271,-0.1862,0.0723,0.0,891,0.004536616979909268,1.1297293268343964,0.015315890236119975,1536,0.06770833333333333,1.0201822916666667,keep,False,False,False,False,False,False,,False,-0.02889339819318971,-0.036268269230769236,0.03305060484658637,0.034686698338636225,1.1014558738361753,-0.22227775245112597,0.03283849123845793,0.18696748230921822,0.22227775245112597,,False,0.9587201126887246,0.7392739273927392,0.13941169942110984,-0.060818396402528126,False,False,0.0031745756343897202,0.013055121316822403,112.0,40.0,False
77,-0.007,-0.01,0.031,0.59,0.38,-0.1046,0.1331,0.32,842,0.004536616979909268,4.454820904123021,0.015315890236119975,1536,0.06770833333333333,1.0201822916666667,keep,False,False,False,False,False,False,,False,-0.007087074357192496,-0.006409615384615385,0.03117997868251186,0.03402174781110576,1.1905883103392914,0.02157977889075893,0.6808253987544829,0.8972929614353954,0.02157977889075893,,False,1.1415044332227973,1.0824675324675326,0.25167463460521644,0.1909364625202363,False,False,0.0,0.0,214.0,231.0,False
78,-0.014,-0.012,0.048,0.175,1.69,-0.3482,0.2492,0.0,995,0.0038885288399222295,3.5090359533553164,0.015315890236119975,1537,0.06766428106701367,1.0195185426154847,keep,False,False,False,False,False,False,,False,-0.013082835302293254,-0.0213875,0.04775647096256493,0.04902762583136363,1.0539433624516201,-0.17349896617395727,0.023132468687752213,0.16985841293578052,0.17349896617395727,,False,1.02849649961813,1.1058673469387756,0.07579734049917863,0.04053688380727223,False,False,0.009284598359827756,0.038181971994131855,44.0,73.0,False
79,0.003,0.001,0.023,0.998,1.669,-0.0568,0.1013,0.13,691,0.005832793259883344,6.673643482720262,0.015315890236119975,1534,0.06714471968709257,1.0116901514391736,keep,False,False,False,False,False,False,,False,0.002979082696316887,0.010089423076923076,0.022847846491149723,0.025275794930578667,1.2238243837558793,0.30875153375160475,0.003927570393785748,0.056076977289052074,0.30875153375160475,,False,1.2685693794785953,1.3548387096774195,0.2913965491563918,0.3432024241653903,False,False,0.009608673405431034,0.0395146978521248,41.0,20.0,False
80,-0.019,-0.009,0.049,-0.184,-0.202,-0.1437,0.1186,0.13,922,0.004536616979909268,2.6564455283774,0.015315890236119975,1536,0.06770833333333333,1.0201822916666667,keep,False,False,False,False,False,False,,False,-0.018120708825573314,-0.02420480769230769,0.048555761235403484,0.05767903554767738,1.4110891270524792,-0.12355432960381654,0.4472517217978055,0.7927151207036967,0.12355432960381654,,False,1.4143747523769132,1.9338758901322484,0.4968091141547079,0.5001644269109,False,False,0.0005198853345764753,0.0021379758731240477,159.0,106.0,False
81,-0.021,-0.02,0.017,-0.68,2.278,-0.0982,0.0584,0.13,580,0.010369410239792612,0.8046543160103,0.015315890236119975,1527,0.06679764243614932,1.0064606317062115,keep,False,True,False,False,False,False,,False,-0.021261362056984017,-0.019658653846153847,0.016866198714039042,0.019063290655011816,1.2775011904526028,0.09410983716021012,0.1861364484702711,0.4931656418232956,0.09410983716021012,,False,1.2756920588513723,1.1956521739130437,0.3533246355537117,0.3512801168891443,False,False,0.0,0.0,214.0,139.0,False
82,0.006,0.008,0.036,0.233,1.791,-0.2129,0.1437,0.19,888,0.0038885288399222295,5.9578772078823725,0.015315890236119975,1537,0.06701366297983084,1.0097154797057206,keep,False,False,False,False,False,False,,False,0.006180611535788741,0.004315384615384614,0.03613937716814478,0.03528616926783364,0.9533397444958509,-0.051667547063137004,0.7967829131860763,0.9343293261001374,0.051667547063137004,,False,0.9998858973881467,1.1862967157417894,-0.06893765163224358,-0.00016462466450394453,False,False,0.001032569068508682,0.004246335891748441,149.0,189.0,False
83,7.452,7.467,0.516,-0.08,-0.011,5.8257,8.9904,0.0,1506,0.0019157088122605363,0.06927627093459937,0.0006381620931716656,1563,0.06653870761356366,1.0025591810620602,keep,False,False,False,False,False,False,,False,7.455438235294117,7.40466923076923,0.5143760158577544,0.5422998935810732,1.1115208609037697,-0.09829255036791992,0.22693609746628418,0.5450708135405143,0.09829255036791992,,False,1.070186908645476,0.8502970578818196,0.15253502496409027,0.09786278599755974,False,False,0.0024044406151555453,0.009888018918152249,127.0,137.0,False
84,0.133,0.133,0.005,0.115,0.17,0.1174,0.1505,0.0,180,0.01864951768488746,0.037948919359799584,0.007657945118059987,1526,0.0674967234600262,1.016993900594818,keep,False,False,False,False,False,False,,False,0.13311936595451412,0.13294807692307692,0.005083863980971503,0.00459235288318898,0.8159859107745414,-0.03388381243731405,0.7322259365870484,0.9135051733149098,0.03388381243731405,,False,0.8422405157260953,1.0801526717557248,-0.2933838527778237,-0.24769581730105225,False,False,0.0029149087669047002,0.011987267579065144,114.0,210.0,False
86,2.402,2.404,0.037,-0.335,1.088,2.2425,2.5555,0.0,472,0.008934269304403318,0.01554282176074916,0.0,1553,0.06632324533161622,0.9993127445638714,keep,False,False,False,False,False,False,,False,2.4016230348598766,2.405367307692308,0.03759414260162862,0.03339225665227779,0.7889530701377198,0.10024815929545544,0.3832785216222103,0.7531742546604311,0.10024815929545544,,False,0.8217179402680633,0.8826923076922993,-0.34198860896197225,-0.28328482994447357,False,False,0.0012333252525171812,0.005071925400135479,144.0,130.0,False
87,0.982,0.987,0.013,-6.451,89.228,0.7749,0.9935,0.0,249,0.02488832163369496,0.013077745009482758,0.0,1528,0.06740837696335078,1.0156627567458718,keep,True,True,True,False,False,False,log,False,0.9825244702665756,0.9809548076923077,0.011883662121597237,0.022423556787266933,3.5604788543620005,-0.12213222054231083,0.903422296249579,0.9634005399839909,0.12213222054231083,1.5067307692307694,True,0.992191824862991,1.2417582417582387,1.8320712845498621,-0.011309024653556628,False,True,0.001926543536659775,0.007922715502750503,132.0,110.0,False
88,1807.815,1809.249,53.537,-0.273,0.916,1627.4714,2105.1823,0.0,973,0.003190810465858328,0.029614347472979648,0.0,1562,0.06658130601792574,1.003201024327785,keep,False,False,False,False,False,False,,False,1807.4316734791526,1813.2076903846153,53.50905201889311,53.90249491783915,1.0147597216989235,0.10784056419871595,0.2940038724581303,0.6458033779635854,0.10784056419871595,,False,0.9979904615805226,1.0024675445319207,0.021138161547941063,-0.00290206799841279,False,False,0.004347933760688205,0.017880437973626814,91.0,124.0,False
89,0.189,0.19,0.052,18.342,422.94,0.1113,1.4727,0.0,650,0.005936675461741424,0.2775408977809969,0.03254626675175495,1507,0.0683477106834771,1.0298159869327752,keep,True,True,True,False,False,False,log,True,0.18826999292285915,0.19464660194174757,0.04327830917576684,0.12154731977391502,7.887696709034756,0.12171074779140152,0.026156200250408407,0.1816795530906746,0.12171074779140152,1.8834134615384617,True,1.1297689861410518,1.1935483870967736,2.9796040795069416,0.17602780217942368,False,True,0.012881084061778125,0.052972155804701354,24.0,111.0,True
90,8827.537,8825.435,396.314,0.342,1.215,7397.31,10746.6,0.0,1513,0.0013192612137203166,0.04489515794805078,0.03254626675175495,1514,0.06737120211360634,1.0151026318463572,keep,False,False,False,False,False,False,,False,8833.289516985138,8748.61942038835,401.1143753473386,314.42373639434396,0.6144608185023892,-0.21377719708258672,0.03204922295486527,0.18696748230921822,0.21377719708258672,,True,0.6697176320364727,0.7203872248493299,-0.7026070757532147,-0.5783751436855528,False,False,0.0,0.0,214.0,47.0,False
91,0.002,0.0,0.088,-0.138,1.436,-0.357,0.3627,3.72,1191,0.037155669442664956,35.93790153379938,0.0038289725590299937,1503,0.06520292747837658,0.9824325707559242,keep,False,False,False,True,False,False,,False,0.002220727522306108,0.0055096153846153845,0.0888216674496504,0.07008279087300721,0.6225653313323168,0.03748043718032056,0.3018250375996202,0.6569255184863448,0.03748043718032056,,True,0.6524007740762865,0.802659574468085,-0.683702854905742,-0.6161696010727623,False,False,0.012051632606802754,0.04956112056149789,25.0,205.0,True
92,0.001,0.0,0.003,1.417,9.68,-0.0126,0.0281,1.73,180,0.025559105431309903,6.374074016454972,0.0012763241863433313,1525,0.06491803278688525,0.9781399747793191,keep,True,True,False,True,False,False,yeo-johnson,False,0.0005140314852840521,0.0004067307692307692,0.0032526788069106682,0.0029223034013478987,0.8071760123842427,-0.03318408974493663,0.4629014769308101,0.7955230935458405,0.03318408974493663,,False,0.9556148123136418,0.9758064516129031,-0.30904479374402427,-0.06549887871783855,False,False,0.000406829472547221,0.001673045071545087,164.0,214.0,False
93,-0.001,-0.0,0.003,-1.283,4.876,-0.0171,0.0133,2.24,174,0.027476038338658148,5.568494965810494,0.0012763241863433313,1522,0.06701708278580815,1.0097670069746285,keep,True,True,False,True,False,False,yeo-johnson,False,-0.0005655030800821356,-0.00018942307692307694,0.0030083128384068344,0.0030238186578528136,1.0103352153121519,0.12491106824822215,0.3243064667837837,0.6831701800281346,0.12491106824822215,,False,1.002645290699739,1.0096153846153846,0.014834038750785351,0.0038113089836737902,False,False,0.0,0.0,214.0,105.0,False
95,0.0,0.0,0.0,0.127,10.252,-0.0009,0.0009,43.37,14,0.4336963484945548,1.7393900430549103,0.0038289725590299937,884,0.07692307692307693,1.1590236686390534,keep,False,True,True,True,False,False,,False,5.8339052848318466e-05,8.365384615384616e-05,0.00010384497013026214,0.0001098194254157966,1.1183748773804276,0.24271032411908905,0.005953039589264466,0.06954232611095307,0.24271032411908905,1.5067307692307694,False,1.2031838653851865,2.0,0.1614038582028156,0.26685712581431575,False,False,0.0,0.0,214.0,33.0,False
96,0.017,0.004,0.22,1.263,18.115,-1.4803,2.5093,3.78,1333,0.03779628443305574,12.820846449656164,0.0038289725590299937,1502,0.06524633821571238,0.9830866536925126,keep,True,True,True,True,False,False,yeo-johnson,True,0.017688126286890878,0.009260576923076925,0.22250116956197238,0.17421011441564602,0.6130305751091694,-0.0383516315645698,0.9624645594036612,0.9901511841955059,0.0383516315645698,0.0,True,0.7734740647291707,0.9915876777251184,-0.7059690642692821,-0.37057517724525546,False,False,0.0008772399808270048,0.003607560723896606,151.0,201.0,False
98,-0.018,0.0,0.427,-1.307,20.868,-5.2717,2.5698,3.72,1420,0.037155669442664956,23.541733633213536,0.0038289725590299937,1503,0.06520292747837658,0.9824325707559242,keep,True,True,True,True,False,False,yeo-johnson,True,-0.015781606039807824,-0.0512201923076923,0.433743471723873,0.3198206355266972,0.5436846371210724,-0.08292426968056447,0.3431994571505299,0.71130855232005,0.08292426968056447,0.0,True,0.7442298463390494,1.027915019762846,-0.8791580323617628,-0.426179845915334,False,False,0.004217562249879903,0.01734429831721979,93.0,151.0,False
100,-0.0,0.0,0.0,-0.075,9.246,-0.003,0.0023,18.26,35,0.1825752722613709,16.716649849198713,0.0038289725590299937,1276,0.06583072100313479,0.9918917289606944,keep,False,True,False,True,False,False,,False,-2.7453671928620443e-05,6.538461538461539e-05,0.00034874367645893286,0.0004325964129070476,1.538697133561101,0.2614674957642138,0.04339827597542954,0.22761952909562028,0.2614674957642138,,True,1.2779127699491672,1.0,0.6217092895549278,0.35378936159259283,False,False,0.0,0.0,214.0,28.0,False
101,-0.0,0.0,0.0,-0.276,18.376,-0.0024,0.0017,29.21,29,0.29212043561819345,30.496465933902087,0.0038289725590299937,1105,0.0669683257918552,1.0090323703445876,keep,False,True,True,True,False,False,,False,-5.765271105010297e-06,-2.7884615384615386e-05,0.00022488026686426628,0.00015102030389388095,0.4509911127671045,-0.10014623565724004,0.1995009497836696,0.5231810621877867,0.10014623565724004,0.0,True,0.675200313653268,1.0,-1.1488290908815524,-0.5666125206617114,False,False,0.0030139964113800044,0.01239475549827232,113.0,131.0,False
102,0.001,0.0,0.063,-0.206,6.724,-0.5353,0.2979,3.78,1066,0.03779628443305574,56.49320277248337,0.0038289725590299937,1502,0.06524633821571238,0.9830866536925126,keep,False,True,False,True,False,False,,False,0.0018416609471516821,-0.009071153846153847,0.06219816943472346,0.07247537469044082,1.357768511017733,-0.17333137041985047,0.005245170351186244,0.06740043901274323,0.17333137041985047,,False,1.214979289835319,0.8915574963609897,0.4412375322523102,0.2809317223030487,False,False,0.0,0.0,214.0,74.0,False
103,-0.01,-0.01,0.003,0.831,8.097,-0.0329,0.0203,0.0,153,0.021725239616613417,0.3130581134545194,0.0012763241863433313,1531,0.0659699542782495,0.9939895995578556,keep,False,True,False,False,False,False,,False,-0.009912662559890486,-0.008052884615384615,0.0029946019634699075,0.0034971266077780164,1.3637805773505678,0.6134360737029428,9.550429878231896e-09,1.2272302393527987e-06,0.6134360737029428,,False,1.2814088857415287,1.3999999999999995,0.44761154360478417,0.35773089980615613,False,False,0.007397643747533156,0.03042206194001865,65.0,2.0,False
104,-0.0,0.0,0.001,-3.107,52.038,-0.0119,0.0071,7.22,55,0.07220447284345048,58.13794844674646,0.0012763241863433313,1452,0.06887052341597796,1.0376933672388218,keep,True,True,True,True,False,False,yeo-johnson,True,-5.817932922655711e-06,-0.00013846153846153847,0.000788183514012049,0.0014719584531591701,3.4876782298550366,-0.15591434541547589,0.5395686514286648,0.8353562856455835,0.15591434541547589,2.511217948717949,True,1.1640075153558085,1.125,1.8022669444709527,0.21910037296402649,False,True,0.0,0.0,214.0,85.0,False
107,-0.002,0.0,0.087,-0.28,2.965,-0.5226,0.4856,3.78,1159,0.03779628443305574,49.534979488215775,0.0038289725590299937,1502,0.06524633821571238,0.9830866536925126,keep,False,True,False,True,False,False,,False,-0.0014096774193548378,-0.00675673076923077,0.08688305253038431,0.09569537810756647,1.213142405068735,-0.06108490735887841,0.8723606799888701,0.945977615009028,0.06108490735887841,,False,1.0121784460185432,0.9984631147540985,0.27874891156951714,0.01746365810653195,False,False,0.0,0.0,214.0,173.0,False
108,-0.011,-0.011,0.087,0.412,1.743,-0.3454,0.3938,3.78,1183,0.03779628443305574,8.041616979842843,0.0038289725590299937,1502,0.06524633821571238,0.9830866536925126,keep,False,False,False,True,False,False,,False,-0.010804941660947151,-0.010559615384615388,0.08674267087678324,0.08738964582780323,1.0149727393327872,0.0028254495918903183,0.8360617021229586,0.9343293261001374,0.0028254495918903183,,False,1.0221423517915227,0.9924684159378039,0.021440979274932704,0.03159613162022145,False,False,0.0,0.0,214.0,255.0,False
112,0.458,0.463,0.049,-8.928,80.001,0.0,0.4885,1.06,249,0.014084507042253521,0.10696273318846,0.4562858966177409,840,0.08452380952380953,1.2735462454212456,keep,True,True,True,True,True,False,log,False,0.4569235595390525,0.46429295774647894,0.05103463010424922,0.006693543241569484,0.01720212915093277,0.15049108115124454,0.009170209067836962,0.08728680483089257,0.15049108115124454,0.0,True,0.024538945496706804,1.1159420289855102,-5.861269047789957,-5.348782935857808,True,False,0.004293013823588376,0.017654585285228556,92.0,90.0,False
113,0.945,0.946,0.012,-1.041,6.316,0.8534,0.9763,0.0,468,0.007657945118059987,0.012833257590918424,0.0,1555,0.06688102893890675,1.0077170418006431,keep,True,True,False,False,False,False,log,True,0.94541989063568,0.9454846153846154,0.012188352830521169,0.0113788747309168,0.8715826915229153,0.005330405129788487,0.5916359041170305,0.8702611170287683,0.005330405129788487,,False,0.9351193768534231,0.9635036496350244,-0.19829054816047892,-0.09677754443155409,False,False,0.00850674004438634,0.034983108320707675,55.0,251.0,False
115,747.384,750.861,48.949,-0.272,1.095,544.0254,924.5318,0.0,1567,0.0006381620931716656,0.06549412820531647,0.0,1566,0.06641123882503193,1.000638569604087,keep,False,False,False,False,False,False,,False,747.9533277511962,739.3719509615386,49.06200732790415,46.82952511536789,0.9110639902131955,-0.17533887205229814,0.0755994930729072,0.33432422553265495,0.17533887205229814,,False,0.9016611332882283,0.7286753307312658,-0.13437570702788068,-0.14934276027586152,False,False,0.003914116431211978,0.016096408069188634,100.0,71.0,False
118,0.598,0.599,0.008,-1.555,9.707,0.5274,0.6245,0.0,328,0.009073233959818535,0.01353836817417207,0.015315890236119975,1529,0.06736429038587312,1.0149984907179153,keep,True,True,False,False,False,False,log,True,0.5984615010423906,0.5977221153846155,0.008173590701139585,0.007027131286839568,0.739146223585504,-0.09121497046280257,0.15909174311566776,0.4699606664451335,0.09121497046280257,,False,0.9613040084881546,0.9351351351351189,-0.4360682972631365,-0.056935345283195514,False,False,0.0,0.0,214.0,145.0,False
120,6.311,6.314,0.124,0.352,17.002,5.1259,7.522,0.0,1269,0.0025526483726866626,0.019696892466290576,0.0,1563,0.06589891234804862,0.9929191889364634,keep,False,True,True,False,False,False,,False,6.311534859876965,6.301412499999999,0.12403581794302398,0.128264265042502,1.0693432296850451,-0.08138374755498474,0.21253431958874613,0.5388769311921922,0.08138374755498474,1.8834134615384617,False,1.314325222612775,1.2711433046202048,0.0967249927095867,0.394322306859421,False,False,0.0,0.0,214.0,155.0,False
125,1.185,1.144,0.281,0.956,1.353,0.3122,2.465,0.0,155,0.03080872913992298,0.2367638594106523,0.00574345883854499,1510,0.06688741721854305,1.0078132959755477,keep,False,False,False,False,False,False,,False,1.191248280605227,1.0969807692307691,0.2831529056483139,0.22458876078567958,0.6291207252272263,-0.33692187280103647,0.001538907458109188,0.031676686283347646,0.33692187280103647,,True,0.6472422325083501,0.798087357569181,-0.6685912050095071,-0.627622348302223,False,False,0.01705782397645117,0.07014857639590692,11.0,15.0,False
126,2.751,2.735,0.253,1.717,5.576,2.34,3.991,0.0,273,0.012195121951219513,0.09214679508210306,0.00574345883854499,1539,0.06562703053931124,0.9888226620682761,keep,True,True,False,False,False,False,log,False,2.746995873452545,2.802913461538462,0.2519965560553522,0.2691413571123728,1.1407005867920015,0.2207655576709189,0.03346499683355657,0.18696748230921822,0.2207655576709189,,False,1.1190278179662487,0.8740861088545903,0.18992016004334833,0.16224590078536894,False,False,0.011691720498411051,0.048081018406253354,26.0,42.0,False
127,0.648,0.654,0.135,0.66,0.621,0.3161,1.175,0.0,324,0.011553273427471117,0.208810397689853,0.00574345883854499,1540,0.06688311688311688,1.0077485014985015,keep,False,False,False,False,False,False,,False,0.6511958046767538,0.610475,0.13698751261632197,0.10433063922718674,0.5800451191057215,-0.30133386296481496,0.005885085686092083,0.06954232611095307,0.30133386296481496,,True,0.6119004762697536,0.8016362853451995,-0.7857629695120529,-0.7086310727996009,False,False,0.01501522497000285,0.06174859450795607,16.0,23.0,False
128,3.192,3.195,0.264,-5.364,66.974,0.0,3.895,0.32,268,0.013478818998716302,0.0827567222184067,0.00574345883854499,1537,0.06701366297983084,1.0097154797057206,keep,True,True,True,False,False,False,log,False,3.1899167812929843,3.2238557692307697,0.268900349106975,0.1839629773997243,0.46803478076819965,0.1284347447112011,0.08563560743813177,0.3435914903864211,0.1284347447112011,0.0,True,0.9075771439192284,1.0190677966101682,-1.0953123510245597,-0.13990781770785982,False,False,0.01142700876061431,0.046992418149423225,27.0,102.0,True
129,-0.554,-0.142,1.22,-0.976,0.6,-3.779,2.458,11.36,93,0.11360718870346598,2.202122730724133,0.00574345883854499,1381,0.06154960173787111,0.9273867877235002,keep,False,False,False,True,False,False,,False,-0.5879594222833563,-0.08264134615384615,1.236553696326795,0.8403831126580833,0.4618794856756443,0.4159284093250021,4.831540255418541e-05,0.0020695097427376086,0.4159284093250021,,True,0.44748402961083256,0.7143144755385544,-1.1144116244121576,-1.1600919003593977,False,False,0.0015745341240893662,0.0064751123850337895,141.0,9.0,False
130,0.745,0.759,0.083,-0.701,0.1,0.4199,0.8884,0.0,310,0.010911424903722721,0.1107837225177989,0.00574345883854499,1541,0.06683971447112265,1.0070945440023962,keep,False,False,False,False,False,False,,False,0.7432802613480054,0.7686903846153847,0.08356695385539331,0.0619868973302208,0.5502127553695144,0.3085505269377211,0.008327591922210454,0.08231504323108027,0.3085505269377211,,True,0.5727315284490079,0.8041958041958049,-0.861938509404382,-0.80406906993837,False,False,0.022443642798296137,0.0922972117435503,3.0,21.0,False
132,2.319,2.312,0.053,0.225,-0.506,2.1911,2.4723,0.0,306,0.010262989095574085,0.02293714881474147,0.005105296745373325,1543,0.06740116655865197,1.015554115359689,keep,False,False,False,False,False,False,,False,2.3185394501718215,2.3186173076923073,0.05274891183555385,0.05917332848785497,1.258418192205081,0.0014628405839664568,0.5545521149564234,0.8534125361904241,0.0014628405839664568,,False,1.2676388538392083,1.135625,0.3316114322031272,0.3421437849196331,False,False,0.01634448517111453,0.06721504268425627,12.0,256.0,True
134,39.392,38.903,2.99,1.822,11.042,33.3658,64.1287,0.0,335,0.007055805003207184,0.07591586399623285,0.005105296745373325,1548,0.06589147286821706,0.9928070960047706,keep,True,True,True,False,False,False,log,False,39.41640233676976,39.050279807692306,3.014121029294942,2.6266357430145346,0.7594135214765502,-0.122388407964526,0.22016372675167384,0.5388769311921922,0.122388407964526,0.0,False,0.9273143237618192,0.9710673753771001,-0.39704240829077964,-0.10886965520727135,False,False,0.010932722044007415,0.04495971400443682,30.0,109.0,True
200,17.6,17.235,8.691,13.41,252.393,3.21,199.62,0.0,1008,0.0038461538461538464,0.493785428435219,0.004467134652201659,1554,0.06692406692406692,1.0083655083655083,keep,True,True,True,False,False,False,log,True,17.459471153846152,19.570288461538464,8.145175862019327,14.205914155849342,3.0418475241818284,0.24313390342550054,0.007687641485583488,0.07902895447179825,0.24313390342550054,1.8834134615384617,True,0.9661968593103066,0.837276878372769,1.6049478382629663,-0.04961093168972795,False,True,0.0033402688019388282,0.013736517715222604,110.0,32.0,False
201,7.839,6.76,5.104,9.725,197.646,0.0,126.53,0.06,861,0.0038461538461538464,0.6511367760543915,0.004467134652201659,1554,0.06563706563706563,0.9889738639738639,keep,True,True,True,False,False,False,log,False,7.800068681318682,8.389423076923077,5.033113182855204,6.0169596597803,1.4291598473825127,0.11541322489477494,0.47597707632946484,0.7955230935458405,0.11541322489477494,1.8834134615384617,False,1.1948982340833942,0.974846282839575,0.5151672867129332,0.25688775340683406,False,False,0.0019133550024648116,0.007868478989359192,133.0,116.0,False
210,0.089,0.08,0.042,3.853,25.527,0.0319,0.5164,0.0,798,0.005184705119896306,0.47334912482840513,0.015315890236119975,1535,0.06775244299674267,1.0208469055374594,keep,True,True,True,False,False,False,log,False,0.08770653231410702,0.10490576923076925,0.0390249144644069,0.0703506927214852,3.2497715820672166,0.4107108893976832,0.01257856295864627,0.10428034452813198,0.4107108893976832,3.7668269230769234,True,1.81122023562658,1.6694528875379933,1.7003383184488563,0.8569619816984188,False,False,0.005002460125943742,0.020572111471937563,78.0,11.0,False
270,29.26,28.774,8.402,5.167,54.185,15.5471,158.526,0.0,599,0.006402048655569782,0.28714727306557974,0.003190810465858328,1552,0.06572164948453608,0.9902483148295005,keep,True,True,True,False,False,False,log,False,29.323677023319622,28.371660576923077,8.303769837978884,9.676834250584491,1.358050746608021,-0.11326260144819907,0.04059296395985076,0.21734149453503426,0.11326260144819907,2.008974358974359,False,0.8668134750827963,1.0728202702303171,0.44153739012156507,-0.2062065138092381,False,False,0.001737100515863732,0.0071436502342069495,139.0,119.0,False
273,20.181,19.581,3.83,0.998,5.37,8.6512,43.5737,0.0,518,0.00643915003219575,0.1898030714842928,0.008934269304403318,1543,0.06675307841866494,1.005789171942769,keep,False,True,False,False,False,False,,False,20.155900414078676,20.534380769230772,3.8257216004221073,3.8974630213177397,1.0378564307529756,0.09875854093150385,0.8441395560462887,0.9343293261001374,0.09875854093150385,,False,1.0458918024253325,0.7727401311559732,0.05360688592487283,0.06473361240874857,False,False,0.004188143693327762,0.017223317477893265,94.0,135.0,False
274,136.292,110.601,85.608,2.169,6.082,0.0,659.1696,0.06,518,0.00643915003219575,0.6281184303343585,0.008934269304403318,1543,0.06675307841866494,1.005789171942769,keep,True,True,False,False,False,False,log,False,136.4140935127674,134.59726538461538,85.47345659512621,87.86243720485474,1.0566811423166602,-0.02120589716767972,0.8229397362131874,0.9343293261001374,0.02120589716767972,,False,1.1226287419992846,0.7900981692692058,0.07954010349722891,0.16688090135264289,False,False,0.013417287748090478,0.05517723924939959,21.0,232.0,True
275,8.693,0.078,168.949,19.647,384.493,0.0111,3332.5964,0.0,458,0.0103026400515132,19.434634529494357,0.008934269304403318,1537,0.06636304489264802,0.9999124167959563,keep,True,True,True,False,False,False,log,False,9.30954741200828,0.10601153846153848,174.89523038599629,0.09994297530178528,3.265491944267271e-07,-0.05443625813676481,0.8407745561031099,0.9343293261001374,0.05443625813676481,0.0,True,0.6706140758241887,0.8849601593625499,-21.546196314984318,-0.576445330054749,False,True,0.004143970540869679,0.017041659854732674,95.0,183.0,False
