feature,degenerate,ooc_p1,ewma_p1,miss_p1,ooc_p2,ewma_p2,miss_p2,ooc_tail,ewma_tail,miss_tail,delta,ewma_delta
s283,False,0.00840336,0.0580596,0,0.00390625,0.00387597,0.00775194,0,0,0.0740741,-0.00449711,-0.0541836
s284,False,0.00305577,0.0595875,0,0,0.131783,0.00775194,0,0,0.0740741,-0.00305577,0.0721955
s285,True,,,,,,,,,,,
s286,False,0.0381971,0.110008,0,0.0627451,0.139535,0.0116279,0,0.037037,0.111111,0.024548,0.0295272
s287,False,0.0122231,0.103132,0,0.0235294,0.155039,0.0116279,0,0,0.111111,0.0113063,0.0519066
s288,False,0.149733,0.394958,0,0.0392157,0.0697674,0.0116279,0.208333,0.518519,0.111111,-0.110517,-0.325191
s289,False,0.0091673,0.0702827,0,0.00392157,0.0155039,0.0116279,0,0,0.111111,-0.00524573,-0.0547788
s290,False,0.00305577,0.0534759,0,0,0.143411,0.0116279,0,0,0.111111,-0.00305577,0.0899349
s291,False,0.0223249,0.317036,0.00763942,0.0542636,0.372093,0,0,0,0,0.0319387,0.0550571
s292,False,0.0381971,0.092437,0,0.0155039,0.0155039,0,0,0,0,-0.0226932,-0.0769331
s293,False,0.122951,0.301757,0.906799,0.0625,0.0581395,0.937984,0,0,0.962963,-0.0604508,-0.243618
s294,False,0.0245902,0,0.906799,0,0,0.937984,0,0,0.962963,-0.0245902,0
s295,False,0.0986993,0.23835,0.00152788,0.0503876,0.162791,0,0,0.037037,0,-0.0483117,-0.0755592
s296,False,0.0543229,0.223835,0.00152788,0.00387597,0.0387597,0,0,0,0,-0.0504469,-0.185075
s297,False,0.0994644,0.23453,0.00152788,0.0968992,0.170543,0,0.111111,0.0740741,0,-0.0025652,-0.0639875
s298,False,0.210406,0.559206,0.00152788,0.263566,0.724806,0,0.0740741,0.37037,0,0.0531604,0.165601
s299,False,0.0351951,0.145913,0.00152788,0.0310078,0.0852713,0,0,0,0,-0.00418735,-0.0606416
s300,False,0.0328998,0.166539,0.00152788,0.0581395,0.143411,0,0.037037,0.037037,0,0.0252398,-0.0231285
s301,False,0.0336649,0.135218,0.00152788,0.0348837,0.372093,0,0.037037,0.555556,0,0.00121884,0.236875
s302,False,0.0336649,0.0748663,0.00152788,0.0852713,0.360465,0,0.148148,0.62963,0,0.0516064,0.285599
s303,False,0.00994644,0.0450726,0.00152788,0.0155039,0.0697674,0,0,0,0,0.00555743,0.0246949
s304,False,0.00841622,0.0160428,0.00152788,0.00387597,0.00775194,0,0.037037,0,0,-0.00454025,-0.00829084
s305,False,0,0.0305577,0.00152788,0,0.0193798,0,0,0,0,0,-0.0111778
s306,False,0,0.00993125,0.000763942,0.00775194,0.166667,0,0,0,0,0.00775194,0.156735
s307,False,0.0420489,0.0825057,0.000763942,0.112403,0.348837,0,0.111111,0.259259,0,0.0703542,0.266331
s308,False,0,0.00534759,0.000763942,0,0.0426357,0,0,0,0,0,0.0372881
s309,False,0.0221713,0.0366692,0.000763942,0,0.0271318,0,0,0.111111,0,-0.0221713,-0.00953743
s310,False,0,0.00534759,0.000763942,0,0.0426357,0,0,0,0,0,0.0372881
s311,False,0.00764526,0.0809778,0.000763942,0,0.00387597,0,0,0,0,-0.00764526,-0.0771019
s312,False,0,0.0122231,0.000763942,0,0.0271318,0,0,0,0,0,0.0149087
s313,False,0.173547,0.390374,0.000763942,0.0271318,0.0465116,0,0.185185,0.296296,0,-0.146416,-0.343863
s314,True,,,,,,,,,,,
s315,True,,,,,,,,,,,
s316,True,,,,,,,,,,,
s317,False,0.0183486,0.10848,0.000763942,0.0968992,0.639535,0,0.111111,0.481481,0,0.0785506,0.531055
s318,False,0.00458716,0.0328495,0.000763942,0.00387597,0.143411,0,0,0.037037,0,-0.000711187,0.110561
s319,False,0.0405199,0.139801,0.000763942,0.00387597,0.546512,0,0,0.407407,0,-0.0366439,0.40671
s320,False,0.00458716,0.0718105,0.000763942,0,0.383721,0,0,0.296296,0,-0.00458716,0.31191
s321,False,0.0259939,0.0802139,0.000763942,0.00387597,0.0348837,0,0,0,0,-0.0221179,-0.0453302
s322,False,0.0221713,0.0962567,0.000763942,0.00387597,0.0542636,0,0,0,0,-0.0182953,-0.0419931
s323,True,,,,,,,,,,,
s324,False,0.00229358,0.0832697,0.000763942,0,0.0232558,0,0,0.037037,0,-0.00229358,-0.0600139
s325,False,0.00382263,0.00381971,0.000763942,0,0,0,0,0,0,-0.00382263,-0.00381971
s326,True,,,,,,,,,,,
s327,True,,,,,,,,,,,
s328,True,,,,,,,,,,,
s329,True,,,,,,,,,,,
s330,True,,,,,,,,,,,
s331,True,,,,,,,,,,,
s332,False,0.132567,0.210848,0.00305577,0.44186,0.585271,0,0.296296,0.222222,0,0.309293,0.374423
s333,False,0.046851,0.157372,0.00534759,0.0736434,0.585271,0,0.185185,0.777778,0,0.0267924,0.427899
s334,False,0.0207214,0.0970206,0.00458365,0.0852713,0.306202,0,0.037037,0,0,0.0645499,0.209181
s335,False,0.0897928,0.233766,0.00458365,0.127907,0.600775,0,0.037037,0.518519,0,0.0381142,0.367009
s336,False,0.106677,0.310924,0.00458365,0.20155,0.46124,0,0.296296,0.703704,0,0.0948735,0.150316
s337,False,0.0322581,0.152024,0.00534759,0.0193798,0.135659,0,0,0,0,-0.0128782,-0.0163655
s338,False,0.0414747,0.116119,0.00534759,0.0697674,0.550388,0,0.185185,0.777778,0,0.0282928,0.434268
s339,False,0.0353303,0.136746,0.00534759,0.0503876,0.631783,0,0.0740741,0.740741,0,0.0150573,0.495037
s340,False,0.0237913,0.190985,0.00458365,0.0542636,0.492248,0,0.037037,0.37037,0,0.0304723,0.301263
s341,False,0.0913277,0.324675,0.00458365,0.0116279,0.20155,0,0,0,0,-0.0796998,-0.123125
s342,False,0.0330008,0.136746,0.00458365,0.0193798,0.116279,0,0,0,0,-0.0136209,-0.0204665
s343,True,,,,,,,,,,,
s344,False,0.0115119,0.12605,0.00458365,0.0155039,0.112403,0,0,0,0,0.00399198,-0.0136473
s345,False,0.0076746,0.0275019,0.00458365,0.0116279,0.0271318,0,0.037037,0,0,0.00395331,-0.000370127
s346,False,0.0381356,0.170359,0.459129,0.0153846,0.306202,0.748062,0,0,0.925926,-0.022751,0.135842
s347,False,0.100282,0.316272,0.459129,0.0153846,0.422481,0.748062,0,1,0.925926,-0.0848979,0.106209
s348,True,,,,,,,,,,,
s349,False,0.0511841,0.1589,0,0.017094,0.0348837,0.0930233,0,0,0.888889,-0.0340901,-0.124016
s350,False,0.0404889,0.120703,0,0.0128205,0.0271318,0.0930233,0,0,0.888889,-0.0276684,-0.093571
s351,False,0.0763942,0.2055,0,0.0042735,0.0155039,0.0930233,0,0,0.888889,-0.0721207,-0.189997
s352,False,0.0175707,0.0840336,0,0.0042735,0,0.0930233,0,0,0.888889,-0.0132972,-0.0840336
s353,False,0.0343774,0.101604,0,0.025641,0.224806,0.0930233,0,1,0.888889,-0.00873636,0.123202
s354,False,0.00458365,0.114591,0,0,0.0503876,0.0930233,0,0,0.888889,-0.00458365,-0.0642037
s355,False,0.025974,0.0580596,0,0.0641026,0.193798,0.0930233,0,0,0.888889,0.0381285,0.135739
s356,False,0.0450726,0.156608,0,0.123932,0.267442,0.0930233,0,0.037037,0.888889,0.078859,0.110834
s357,False,0.0106952,0.0091673,0,0.00389105,0,0.00387597,0,0,0.037037,-0.00680414,-0.0091673
s358,False,0.0292984,0.0901451,0.0091673,0.0968992,0.302326,0,0.185185,0.481481,0,0.0676008,0.21218
s359,False,0.00653595,0.00611154,0.883117,0,0,0.717054,0,0,0.777778,-0.00653595,-0.00611154
s360,False,0.00763942,0.00687548,0,0.00387597,0,0,0,0,0,-0.00376345,-0.00687548
s361,False,0.191749,0.663102,0,0.100775,0.387597,0,0.037037,0.481481,0,-0.0909742,-0.275505
s362,False,0.00611154,0.00993125,0,0.00387597,0,0,0,0,0,-0.00223557,-0.00993125
s363,False,0.127578,0.362108,0,0.193237,0.581395,0.197674,0.263158,0.703704,0.296296,0.0656584,0.219287
s364,False,0.0183346,0.0336134,0,0.00966184,0.0155039,0.197674,0,0,0.296296,-0.00867277,-0.0181096
s365,True,,,,,,,,,,,
s366,False,0.0589135,0.192513,0.00152788,0.0310078,0.0193798,0,0.037037,0,0,-0.0279058,-0.173134
s367,False,0.0527927,0.177998,0.00152788,0.0310078,0.0310078,0,0,0,0,-0.0217849,-0.146991
s368,False,0.0683039,0.201681,0.00458365,0.0581395,0.0736434,0,0.037037,0,0,-0.0101644,-0.128037
s369,False,0.0491174,0.204736,0.00458365,0.0310078,0.0348837,0,0,0,0,-0.0181097,-0.169853
s370,True,,,,,,,,,,,
s371,True,,,,,,,,,,,
s372,True,,,,,,,,,,,
s373,True,,,,,,,,,,,
s374,True,,,,,,,,,,,
s375,True,,,,,,,,,,,
s376,True,,,,,,,,,,,
s377,False,0.0107116,0.0160428,0.00152788,0.00387597,0.0116279,0,0,0,0,-0.00683558,-0.00441487
s378,False,0.00306044,0.0718105,0.00152788,0.00387597,0.00387597,0,0,0,0,0.000815525,-0.0679346
s379,True,,,,,,,,,,,
s380,True,,,,,,,,,,,
s381,True,,,,,,,,,,,
s382,True,,,,,,,,,,,
s383,False,0.0276074,0.0756303,0.750955,0.0179372,0.124031,0.135659,0.037037,0,0,-0.00967014,0.0484008
s384,False,0.0429448,0.0572956,0.750955,0.475336,0.94186,0.135659,0.481481,1,0,0.432392,0.884565
s385,False,0.00613497,0.00305577,0.750955,0.0313901,0.182171,0.135659,0,0.111111,0,0.0252552,0.179115
s386,False,0.16866,0.482047,0.361345,0.0625,0.0232558,0.937984,,0,1,-0.10616,-0.458792
s387,False,0.025974,0.0847976,0,0.0116279,0.116279,0,0,0,0,-0.0143461,0.0314815
s388,True,,,,,,,,,,,
s389,False,0.0145149,0.0252101,0,0.0193798,0.0891473,0,0,0.296296,0,0.00486495,0.0639372
s390,False,0.124523,0.5233,0,0.100775,0.678295,0,0.0740741,0.518519,0,-0.0237473,0.154994
s391,False,0.00534759,0.038961,0,0,0.00387597,0,0,0,0,-0.00534759,-0.0350851
s392,False,0.025974,0.0840336,0,0.0512821,0.20155,0.0930233,0,0,0.888889,0.025308,0.117517
s393,False,0.000763942,0,0,0.00387597,0,0,0.037037,0,0,0.00311203,0
s394,False,0.000763942,0.0702827,0,0,0,0,0,0,0,-0.000763942,-0.0702827
s395,True,,,,,,,,,,,
s396,True,,,,,,,,,,,
s397,True,,,,,,,,,,,
s398,True,,,,,,,,,,,
s399,True,,,,,,,,,,,
s400,True,,,,,,,,,,,
s401,True,,,,,,,,,,,
s402,True,,,,,,,,,,,
s403,True,,,,,,,,,,,
s404,True,,,,,,,,,,,
s405,True,,,,,,,,,,,
s406,False,0,0.0359053,0.00381971,0,0.0736434,0.0116279,0,0.0740741,0.111111,0,0.0377381
s407,False,0.0115031,0.283422,0.00381971,0.00784314,0.0852713,0.0116279,0,0,0.111111,-0.00365993,-0.198151
s408,False,0.00613497,0.0496562,0.00381971,0.027451,0.0852713,0.0116279,0,0,0.111111,0.021316,0.0356151
s409,False,0.0322086,0.102368,0.00381971,0.0503876,0.0775194,0,0.111111,0.259259,0,0.018179,-0.0248488
s410,False,0,0,0.00458365,0,0,0,0,0,0,0,0
s411,False,0.000768049,0.00152788,0.00534759,0,0,0,0,0,0,-0.000768049,-0.00152788
s412,False,0.0422427,0.13369,0.00534759,0.111554,0.166667,0.0271318,0.259259,0.296296,0,0.0693111,0.0329768
s413,False,0.0499232,0.175707,0.00534759,0.0398406,0.248062,0.0271318,0,0,0,-0.0100826,0.0723554
s414,False,0.0238095,0.112299,0.00534759,0.0836653,0.313953,0.0271318,0.037037,0.333333,0,0.0598558,0.201654
s415,True,,,,,,,,,,,
s416,False,0.0399386,0.0932009,0.00534759,0.0557769,0.197674,0.0271318,0.111111,0.037037,0,0.0158383,0.104474
s417,False,0.0076864,0.065699,0.00611154,0.0311284,0.108527,0.00387597,0,0.333333,0,0.023442,0.0428281
s418,False,0.0511841,0.112299,0,0.226562,0.934109,0.00775194,0.2,0.814815,0.0740741,0.175378,0.821809
s419,False,0,0,0,0,0,0.00775194,0,0,0.0740741,0,0
s420,False,0,0,0,0,0,0.00775194,0,0,0.0740741,0,0
s421,False,0.0091673,0.0702827,0,0.00390625,0.00387597,0.00775194,0,0,0.0740741,-0.00526105,-0.0664067
s422,False,0.00534759,0.0748663,0,0.00390625,0.143411,0.00775194,0,0,0.0740741,-0.00144134,0.0685445
s423,True,,,,,,,,,,,
s424,False,0.0374332,0.155844,0,0,0,0.0116279,0,0,0.111111,-0.0374332,-0.155844
s425,False,0.013751,0.10466,0,0.027451,0.166667,0.0116279,0.0416667,0,0.111111,0.0137,0.0620066
s426,False,0.139801,0.365164,0,0.0352941,0.0658915,0.0116279,0.166667,0.518519,0.111111,-0.104507,-0.299273
s427,False,0.0091673,0.0679908,0,0.00392157,0.0155039,0.0116279,0,0,0.111111,-0.00524573,-0.052487
s428,False,0.00458365,0.0649351,0,0.00392157,0.151163,0.0116279,0,0,0.111111,-0.000662083,0.0862277
s429,False,0.0400308,0.289534,0.00763942,0.0968992,0.445736,0,0,0,0,0.0568684,0.156202
s430,False,0.0450726,0.100076,0,0.0116279,0.0193798,0,0,0,0,-0.0334447,-0.0806965
s431,False,0.0856924,0.233002,0.00152788,0.0542636,0.174419,0,0.037037,0.0740741,0,-0.0314289,-0.0585837
s432,False,0.055088,0.231474,0.00152788,0.00775194,0.0503876,0,0,0,0,-0.047336,-0.181087
s433,False,0.0994644,0.323147,0.00152788,0.0736434,0.27907,0,0.111111,0.518519,0,-0.025821,-0.0440777
s434,False,0.0466718,0.0771581,0.00152788,0.0658915,0.217054,0,0,0,0,0.0192197,0.139896
s435,False,0.0283091,0.148205,0.00152788,0.0310078,0.0697674,0,0,0,0,0.00269865,-0.0784373
s436,False,0.0382555,0.177235,0.00152788,0.0503876,0.248062,0,0.0740741,0.037037,0,0.012132,0.0708275
s437,False,0.0290742,0.164248,0.00152788,0.0852713,0.356589,0,0.0740741,0.518519,0,0.0561971,0.192342
s438,False,0.0198929,0.0550038,0.00152788,0.0310078,0.112403,0,0.037037,0.111111,0,0.0111149,0.0573993
s439,False,0.0283091,0.091673,0.00152788,0.0310078,0.135659,0,0.037037,0.111111,0,0.00269865,0.0439859
s440,False,0.0168324,0.0763942,0.00152788,0.0155039,0.0348837,0,0.037037,0,0,-0.00132856,-0.0415105
s441,False,0.000765111,0.0443086,0.00152788,0,0.0503876,0,0,0,0,-0.000765111,0.00607896
s442,False,0,0.0190985,0.000763942,0,0.205426,0,0,0,0,0,0.186328
s443,False,0.0313456,0.0580596,0.000763942,0.0930233,0.302326,0,0.0740741,0.222222,0,0.0616777,0.244266
s444,False,0.00611621,0.00534759,0.000763942,0,0.0426357,0,0,0,0,-0.00611621,0.0372881
s445,False,0.0229358,0.0488923,0.000763942,0,0.0116279,0,0,0.0740741,0,-0.0229358,-0.0372644
s446,False,0.000764526,0.00381971,0.000763942,0,0.0465116,0,0,0,0,-0.000764526,0.0426919
s447,False,0.00458716,0.0580596,0.000763942,0,0.00775194,0,0,0,0,-0.00458716,-0.0503076
s448,False,0,0.0152788,0.000763942,0,0.0232558,0,0,0,0,0,0.00797698
s449,False,0.170489,0.374332,0.000763942,0.0271318,0.0542636,0,0.185185,0.296296,0,-0.143358,-0.320068
s450,True,,,,,,,,,,,
s451,True,,,,,,,,,,,
s452,True,,,,,,,,,,,
s453,False,0.0107034,0.0840336,0.000763942,0.00387597,0.313953,0,0,0.222222,0,-0.00682739,0.22992
s454,False,0.00688073,0.0229183,0.000763942,0,0.0813953,0,0,0,0,-0.00688073,0.0584771
s455,False,0.0382263,0.0985485,0.000763942,0.00387597,0.22093,0,0,0.111111,0,-0.0343503,0.122382
s456,False,0.0030581,0.038961,0.000763942,0,0.20155,0,0,0.148148,0,-0.0030581,0.162589
s457,False,0.0344037,0.0977846,0.000763942,0.0116279,0.0697674,0,0,0,0,-0.0227758,-0.0280171
s458,False,0.0313456,0.103896,0.000763942,0.00775194,0.0620155,0,0,0,0,-0.0235936,-0.0418806
s459,True,,,,,,,,,,,
s460,False,0.0030581,0.0901451,0.000763942,0,0.00775194,0,0,0.037037,0,-0.0030581,-0.0823932
s461,False,0.0405199,0.142093,0.000763942,0.00775194,0.0310078,0,0,0,0,-0.0327679,-0.111085
s462,True,,,,,,,,,,,
s463,True,,,,,,,,,,,
s464,True,,,,,,,,,,,
s465,True,,,,,,,,,,,
s466,True,,,,,,,,,,,
s467,True,,,,,,,,,,,
s468,False,0.14636,0.248281,0.00305577,0.434109,0.593023,0,0.222222,0.185185,0,0.287748,0.344742
s469,False,0.077573,0.231474,0.00534759,0.0930233,0.364341,0,0.111111,0.444444,0,0.0154503,0.132867
s470,False,0.0161167,0.0832697,0.00458365,0.0930233,0.275194,0,0,0,0,0.0769066,0.191924
s471,False,0.0920952,0.260504,0.00458365,0.131783,0.627907,0,0.0740741,0.518519,0,0.0396878,0.367403
s472,False,0.10284,0.305577,0.00458365,0.197674,0.391473,0,0.296296,0.62963,0,0.0948348,0.0858961
s473,False,0.00537634,0.0519481,0.00534759,0.0116279,0.0348837,0,0,0,0,0.00625156,-0.0170643
s474,False,0.0506912,0.145913,0.00534759,0.0736434,0.44186,0,0.185185,0.962963,0,0.0229522,0.295948
s475,False,0.0506912,0.16272,0.00534759,0.0736434,0.488372,0,0.222222,0.962963,0,0.0229522,0.325652
s476,False,0.0168841,0.171123,0.00458365,0.0193798,0.46124,0,0,0.407407,0,0.00249573,0.290117
s477,False,0.0798158,0.218487,0.00458365,0.00775194,0.0193798,0,0,0,0,-0.0720639,-0.199108
s478,False,0.0376055,0.157372,0.00458365,0.0193798,0.120155,0,0,0,0,-0.0182257,-0.037217
s479,True,,,,,,,,,,,
s480,False,0.0107444,0.111536,0.00458365,0.0155039,0.0930233,0,0,0,0,0.00475944,-0.0185123
s481,False,0.0222563,0.118411,0.00458365,0.00387597,0.00387597,0,0,0,0,-0.0183804,-0.114535
s482,True,,,,,,,,,,,
s483,False,0,0,0,0,0,0.0930233,0,0,0.888889,0,0
s484,False,0.092437,0.23071,0,0.162393,0.542636,0.0930233,0.333333,1,0.888889,0.0699562,0.311925
s485,False,0.091673,0.200917,0,0.0128205,0.0155039,0.0930233,0,0,0.888889,-0.0788525,-0.185413
s486,False,0.110772,0.283422,0,0.205128,0.46124,0.0930233,0,0,0.888889,0.0943566,0.177818
s487,False,0,0.00534759,0,0,0,0.0930233,0,0,0.888889,0,-0.00534759
s488,False,0.125286,0.297937,0,0.239316,0.74031,0.0930233,0.333333,1,0.888889,0.11403,0.442373
s489,False,0,0.00458365,0,0,0,0.0930233,0,0,0.888889,0,-0.00458365
s490,False,0.0473644,0.0771581,0,0.034188,0.0310078,0.0930233,0,0,0.888889,-0.0131764,-0.0461504
s491,False,0.0160428,0.0183346,0,0.0077821,0,0.00387597,0,0,0.037037,-0.00826068,-0.0183346
s492,False,0.0292984,0.0611154,0.0091673,0.0813953,0.244186,0,0.148148,0.333333,0,0.052097,0.183071
s493,False,0.0130719,0.0206264,0.883117,0,0,0.717054,0,0,0.777778,-0.0130719,-0.0206264
s494,False,0.00381971,0,0,0.00387597,0,0,0,0,0,5.62593e-05,0
s495,False,0.165011,0.583652,0,0.0968992,0.325581,0,0.037037,0.444444,0,-0.0681122,-0.25807
s496,False,0.0152788,0.0152788,0,0.0116279,0,0,0.037037,0,0,-0.00365093,-0.0152788
s497,False,0.103132,0.279603,0,0.183575,0.565891,0.197674,0.263158,0.703704,0.296296,0.0804427,0.286289
s498,False,0.0229183,0.0351413,0,0.0144928,0.0348837,0.197674,0,0,0.296296,-0.0084255,-0.000257608
s499,True,,,,,,,,,,,
s500,True,,,,,,,,,,,
s501,True,,,,,,,,,,,
s502,True,,,,,,,,,,,
s503,True,,,,,,,,,,,
s504,True,,,,,,,,,,,
s505,True,,,,,,,,,,,
s506,True,,,,,,,,,,,
s507,True,,,,,,,,,,,
s508,True,,,,,,,,,,,
s509,True,,,,,,,,,,,
s510,True,,,,,,,,,,,
s511,False,0.0573833,0.197097,0.00152788,0.00775194,0.00775194,0,0,0,0,-0.0496314,-0.189345
s512,True,,,,,,,,,,,
s513,True,,,,,,,,,,,
s514,True,,,,,,,,,,,
s515,True,,,,,,,,,,,
s516,True,,,,,,,,,,,
s517,False,0.0429448,0.0886173,0.750955,0.0179372,0.131783,0.135659,0.037037,0,0,-0.0250076,0.0431657
s518,False,0.0306748,0.0534759,0.750955,0.452915,0.934109,0.135659,0.481481,1,0,0.42224,0.880633
s519,False,0.00613497,0.00458365,0.750955,0.0224215,0.147287,0.135659,0,0,0,0.0162866,0.142703
s520,False,0.167464,0.424752,0.361345,0.0625,0.0232558,0.937984,,0,1,-0.104964,-0.401496
s521,False,0.0313216,0.0970206,0,0.0155039,0.120155,0,0,0,0,-0.0158177,0.0231344
s522,True,,,,,,,,,,,
s523,False,0.0175707,0.0183346,0,0.0155039,0.0930233,0,0,0.222222,0,-0.00206679,0.0746886
s524,False,0.129106,0.538579,0,0.116279,0.686047,0,0.0740741,0.518519,0,-0.0128271,0.147467
s525,False,0.00534759,0.039725,0,0,0,0,0,0,0,-0.00534759,-0.039725
s526,False,0.0275019,0.0939649,0,0.034188,0.143411,0.0930233,0,0,0.888889,0.00668612,0.049446
s527,False,0.00229183,0,0,0.00387597,0,0,0.037037,0,0,0.00158414,0
s528,False,0,0.0611154,0,0.00387597,0,0,0.037037,0,0,0.00387597,-0.0611154
s529,True,,,,,,,,,,,
s530,True,,,,,,,,,,,
s531,True,,,,,,,,,,,
s532,True,,,,,,,,,,,
s533,True,,,,,,,,,,,
s534,True,,,,,,,,,,,
s535,True,,,,,,,,,,,
s536,True,,,,,,,,,,,
s537,True,,,,,,,,,,,
s538,True,,,,,,,,,,,
s539,True,,,,,,,,,,,
s540,False,0,0.105424,0.00381971,0,0.151163,0.0116279,0,0.111111,0.111111,0,0.0457388
s541,False,0,0.217723,0.00381971,0,0.0271318,0.0116279,0,0,0.111111,0,-0.190592
s542,False,0.0130368,0.0466005,0.00381971,0.027451,0.0736434,0.0116279,0,0,0.111111,0.0144142,0.027043
s543,True,,,,,,,,,,,
s544,True,,,,,,,,,,,
s545,True,,,,,,,,,,,
s546,True,,,,,,,,,,,
s547,False,0.0189753,0.0855615,0.194805,0.00395257,0,0.0193798,0,0,0,-0.0150228,-0.0855615
s548,False,0.00664137,0.00611154,0.194805,0.00790514,0.0116279,0.0193798,0,0,0,0.00126377,0.00551637
s549,False,0.0521822,0.394958,0.194805,0.00395257,0,0.0193798,0,0,0,-0.0482296,-0.394958
s550,False,0.0550285,0.23071,0.194805,0.0118577,0.0116279,0.0193798,0.037037,0.0740741,0,-0.0431708,-0.219083
s551,False,0.0132827,0.0550038,0.194805,0.00790514,0,0.0193798,0,0,0,-0.00537759,-0.0550038
s552,False,0.0208729,0.065699,0.194805,0.00395257,0.0116279,0.0193798,0,0,0,-0.0169203,-0.0540711
s553,False,0.0521822,0.239878,0.194805,0.0118577,0.00775194,0.0193798,0.037037,0.0740741,0,-0.0403245,-0.232126
s554,False,0.0142315,0.0603514,0.194805,0.00790514,0,0.0193798,0,0,0,-0.00632636,-0.0603514
s555,False,0.0132827,0.0488923,0.194805,0.00395257,0,0.0193798,0,0,0,-0.00933016,-0.0488923
s556,False,0.0275142,0.0756303,0.194805,0.00790514,0,0.0193798,0.037037,0,0,-0.0196091,-0.0756303
s557,False,0.012334,0.0504202,0.194805,0.00395257,0,0.0193798,0,0,0,-0.0083814,-0.0504202
s558,False,0.0142315,0.0603514,0.194805,0.00395257,0,0.0193798,0,0,0,-0.0102789,-0.0603514
s559,False,0.074159,0.299465,0.000763942,0.20155,0.410853,0,0.518519,1,0,0.127391,0.111387
s560,False,0.00764526,0.0145149,0.000763942,0.00387597,0.0697674,0,0,0.0740741,0,-0.00376929,0.0552525
s561,False,0.0573394,0.155844,0.000763942,0.0736434,0.356589,0,0.222222,0.740741,0,0.016304,0.200745
s562,False,0.00535168,0.0168067,0.000763942,0.00387597,0.0736434,0,0,0,0,-0.00147571,0.0568367
s563,False,0.194793,0.320856,0.207792,0.178988,0.228682,0.00387597,0.115385,0.259259,0.037037,-0.0158043,-0.0921734
s564,False,0.00385728,0.0336134,0.207792,0.0077821,0.0310078,0.00387597,0,0,0.037037,0.00392482,-0.00260569
s565,False,0.103182,0.278839,0.207792,0.143969,0.375969,0.00387597,0.0384615,0.111111,0.037037,0.0407866,0.0971302
s566,False,0.0703954,0.139037,0.207792,0.0505837,0.0930233,0.00387597,0.0384615,0,0.037037,-0.0198117,-0.0460142
s567,False,0.0945034,0.242934,0.207792,0.120623,0.302326,0.00387597,0.0384615,0.0740741,0.037037,0.0261192,0.059392
s568,False,0.112825,0.275019,0.207792,0.108949,0.24031,0.00387597,0.0769231,0,0.037037,-0.00387604,-0.034709
s569,False,0.108004,0.276547,0.207792,0.128405,0.325581,0.00387597,0.0384615,0.111111,0.037037,0.0204008,0.0490344
s570,False,0.102218,0.264324,0.207792,0.077821,0.217054,0.00387597,0.0769231,0,0.037037,-0.0243969,-0.0472696
s571,False,0.0504202,0.274255,0,0.0620155,0.294574,0,0,0.037037,0,0.0115953,0.0203185
s572,False,0.0190985,0.0626432,0,0.100775,0.267442,0,0,0,0,0.0816766,0.204799
s573,False,0.0488923,0.537815,0,0.0813953,0.748062,0,0,0.555556,0,0.0325031,0.210247
s574,False,0.0534759,0.18793,0,0.0813953,0.321705,0,0,0.777778,0,0.0279194,0.133776
s575,False,0.0488923,0.524828,0,0.0813953,0.74031,0,0,0.518519,0,0.0325031,0.215482
s576,False,0.0542399,0.199389,0,0.0852713,0.29845,0,0,0.814815,0,0.0310314,0.0990608
s577,False,0.0496562,0.545455,0,0.0813953,0.748062,0,0,0.518519,0,0.0317391,0.202607
s578,False,0.0511841,0.191749,0,0.0852713,0.496124,0,0,0.814815,0,0.0340872,0.304375
s579,False,0.0166667,0.026738,0.633308,0.00724638,0.00387597,0.465116,0,0,0.0740741,-0.00942029,-0.022862
s580,False,0.0354167,0.0519481,0.633308,0.0869565,0.24031,0.465116,0,0,0.0740741,0.0515399,0.188362
s581,False,0.0458333,0.0542399,0.633308,0.0942029,0.275194,0.465116,0,0,0.0740741,0.0483696,0.220954
s582,False,0.075,0.196333,0.633308,0.123188,0.468992,0.465116,0.12,0.444444,0.0740741,0.0481884,0.272659
s583,False,0.00152905,0.0190985,0.000763942,0,0,0,0,0,0,-0.00152905,-0.0190985
s584,False,0.0474006,0.101604,0.000763942,0.0348837,0.0813953,0,0.037037,0,0,-0.0125169,-0.0202089
s585,False,0.0351682,0.0687548,0.000763942,0.0193798,0.0155039,0,0,0,0,-0.0157884,-0.0532509
s586,False,0.0474006,0.101604,0.000763942,0.0348837,0.0736434,0,0.037037,0,0,-0.0125169,-0.0279609
s587,False,0.0198777,0.132162,0.000763942,0.00387597,0.124031,0,0,0,0,-0.0160017,-0.00813095
s588,False,0.0313456,0.168831,0.000763942,0.0852713,0.282946,0,0,0,0,0.0539258,0.114115
s589,False,0.0313456,0.181818,0.000763942,0.0930233,0.294574,0,0,0,0,0.0616777,0.112755
s590,False,0.0940367,0.23835,0.000763942,0.108527,0.395349,0,0.0740741,0.296296,0,0.0144904,0.156999
