column_name,role,status,col_index,missing_pct,derived_from,notes
s323,feature_raw,excluded,323.0,0.0006381620931716656,,constant: n_unique == 1
s324,feature_raw,excluded,324.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s325,feature_raw,active,325.0,0.0006381620931716656,,
s326,feature_raw,excluded,326.0,0.0006381620931716656,,constant: n_unique == 1
s327,feature_raw,excluded,327.0,0.0025526483726866626,,constant: n_unique == 1
s328,feature_raw,excluded,328.0,0.0025526483726866626,,constant: n_unique == 1
s329,feature_raw,excluded,329.0,0.0025526483726866626,,constant: n_unique == 1
s330,feature_raw,excluded,330.0,0.0025526483726866626,,constant: n_unique == 1
s331,feature_raw,excluded,331.0,0.0025526483726866626,,constant: n_unique == 1
s332,feature_raw,excluded,332.0,0.0025526483726866626,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s333,feature_raw,excluded,333.0,0.004467134652201659,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s334,feature_raw,excluded,334.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s335,feature_raw,excluded,335.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s336,feature_raw,active,336.0,0.0038289725590299937,,
s337,feature_raw,active,337.0,0.004467134652201659,,
s338,feature_raw,active,338.0,0.004467134652201659,,
s339,feature_raw,active,339.0,0.004467134652201659,,
s340,feature_raw,excluded,340.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s341,feature_raw,active,341.0,0.0038289725590299937,,
s342,feature_raw,excluded,342.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s343,feature_raw,excluded,343.0,0.0038289725590299937,,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s344,feature_raw,excluded,344.0,0.0038289725590299937,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s345,feature_raw,active,345.0,0.0038289725590299937,,
s346,feature_raw,excluded,346.0,0.5067007019783025,,missing: NaN fraction > 0.5
s347,feature_raw,excluded,347.0,0.5067007019783025,,missing: NaN fraction > 0.5
s348,feature_raw,excluded,348.0,0.0038289725590299937,,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s349,feature_raw,active,349.0,0.015315890236119975,,
s350,feature_raw,active,350.0,0.015315890236119975,,
s351,feature_raw,active,351.0,0.015315890236119975,,
s352,feature_raw,active,352.0,0.015315890236119975,,
s353,feature_raw,active,353.0,0.015315890236119975,,
s354,feature_raw,active,354.0,0.015315890236119975,,
s355,feature_raw,active,355.0,0.015315890236119975,,
s356,feature_raw,active,356.0,0.015315890236119975,,
s357,feature_raw,active,357.0,0.0006381620931716656,,
s358,feature_raw,excluded,358.0,0.007657945118059987,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s359,feature_raw,excluded,359.0,0.8557753669432036,,missing: NaN fraction > 0.5
s360,feature_raw,excluded,360.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s361,feature_raw,excluded,361.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s362,feature_raw,excluded,362.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s363,feature_raw,active,363.0,0.03254626675175495,,
s364,feature_raw,excluded,364.0,0.03254626675175495,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s365,feature_raw,excluded,365.0,0.0038289725590299937,,constant: n_unique == 1
s366,feature_raw,active,366.0,0.0012763241863433313,,
s367,feature_raw,active,367.0,0.0012763241863433313,,
s368,feature_raw,active,368.0,0.0038289725590299937,,
s369,feature_raw,active,369.0,0.0038289725590299937,,
s370,feature_raw,excluded,370.0,0.0038289725590299937,,constant: n_unique == 1
s371,feature_raw,excluded,371.0,0.0038289725590299937,,constant: n_unique == 1
s372,feature_raw,excluded,372.0,0.0038289725590299937,,constant: n_unique == 1
s373,feature_raw,excluded,373.0,0.0038289725590299937,,constant: n_unique == 1
s374,feature_raw,excluded,374.0,0.0038289725590299937,,constant: n_unique == 1
s375,feature_raw,excluded,375.0,0.0038289725590299937,,constant: n_unique == 1
s376,feature_raw,excluded,376.0,0.0038289725590299937,,constant: n_unique == 1
s377,feature_raw,active,377.0,0.0012763241863433313,,
s378,feature_raw,active,378.0,0.0012763241863433313,,
s379,feature_raw,excluded,379.0,0.0038289725590299937,,constant: n_unique == 1
s380,feature_raw,excluded,380.0,0.0038289725590299937,,constant: n_unique == 1
s381,feature_raw,excluded,381.0,0.0038289725590299937,,constant: n_unique == 1
s382,feature_raw,excluded,382.0,0.0038289725590299937,,constant: n_unique == 1
s383,feature_raw,excluded,383.0,0.6496490108487556,,missing: NaN fraction > 0.5
s384,feature_raw,excluded,384.0,0.6496490108487556,,missing: NaN fraction > 0.5
s385,feature_raw,excluded,385.0,0.6496490108487556,,missing: NaN fraction > 0.5
s386,feature_raw,active,386.0,0.4562858966177409,,
s387,feature_raw,excluded,387.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s388,feature_raw,active,388.0,0.0,,
s389,feature_raw,excluded,389.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s390,feature_raw,excluded,390.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s391,feature_raw,excluded,391.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s392,feature_raw,excluded,392.0,0.015315890236119975,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s393,feature_raw,excluded,393.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s394,feature_raw,excluded,394.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s395,feature_raw,excluded,395.0,0.00574345883854499,,constant: n_unique == 1
s396,feature_raw,excluded,396.0,0.00574345883854499,,constant: n_unique == 1
s397,feature_raw,excluded,397.0,0.00574345883854499,,constant: n_unique == 1
s398,feature_raw,excluded,398.0,0.00574345883854499,,constant: n_unique == 1
s399,feature_raw,excluded,399.0,0.00574345883854499,,constant: n_unique == 1
s400,feature_raw,excluded,400.0,0.00574345883854499,,constant: n_unique == 1
s401,feature_raw,excluded,401.0,0.00574345883854499,,constant: n_unique == 1
s402,feature_raw,excluded,402.0,0.00574345883854499,,constant: n_unique == 1
s403,feature_raw,excluded,403.0,0.00574345883854499,,constant: n_unique == 1
s404,feature_raw,excluded,404.0,0.00574345883854499,,constant: n_unique == 1
s405,feature_raw,excluded,405.0,0.00574345883854499,,constant: n_unique == 1
s406,feature_raw,excluded,406.0,0.005105296745373325,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s407,feature_raw,excluded,407.0,0.005105296745373325,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s408,feature_raw,active,408.0,0.005105296745373325,,
s409,feature_raw,active,409.0,0.003190810465858328,,
s410,feature_raw,active,410.0,0.0038289725590299937,,
s411,feature_raw,active,411.0,0.004467134652201659,,
s412,feature_raw,active,412.0,0.008934269304403318,,
s413,feature_raw,active,413.0,0.008934269304403318,,
s414,feature_raw,active,414.0,0.008934269304403318,,
s415,feature_raw,excluded,415.0,0.008934269304403318,,constant: n_unique == 1
s416,feature_raw,active,416.0,0.008934269304403318,,
s417,feature_raw,active,417.0,0.00574345883854499,,
s418,feature_raw,active,418.0,0.0012763241863433313,,
s419,feature_raw,active,419.0,0.0012763241863433313,,
s420,feature_raw,active,420.0,0.0012763241863433313,,
s421,feature_raw,active,421.0,0.0012763241863433313,,
s422,feature_raw,active,422.0,0.0012763241863433313,,
s423,feature_raw,excluded,423.0,0.0019144862795149968,,constant: n_unique == 1
s424,feature_raw,active,424.0,0.0019144862795149968,,
s425,feature_raw,active,425.0,0.0019144862795149968,,
s426,feature_raw,excluded,426.0,0.0019144862795149968,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s427,feature_raw,active,427.0,0.0019144862795149968,,
s428,feature_raw,excluded,428.0,0.0019144862795149968,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s429,feature_raw,active,429.0,0.006381620931716656,,
s430,feature_raw,active,430.0,0.0,,
s431,feature_raw,excluded,431.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s432,feature_raw,active,432.0,0.0012763241863433313,,
s433,feature_raw,active,433.0,0.0012763241863433313,,
s434,feature_raw,active,434.0,0.0012763241863433313,,
s435,feature_raw,excluded,435.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s436,feature_raw,excluded,436.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s437,feature_raw,active,437.0,0.0012763241863433313,,
s438,feature_raw,active,438.0,0.0012763241863433313,,
s439,feature_raw,active,439.0,0.0012763241863433313,,
s440,feature_raw,active,440.0,0.0012763241863433313,,
s441,feature_raw,active,441.0,0.0012763241863433313,,
s442,feature_raw,active,442.0,0.0006381620931716656,,
s443,feature_raw,active,443.0,0.0006381620931716656,,
s444,feature_raw,excluded,444.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s445,feature_raw,active,445.0,0.0006381620931716656,,
s446,feature_raw,active,446.0,0.0006381620931716656,,
s447,feature_raw,active,447.0,0.0006381620931716656,,
s448,feature_raw,active,448.0,0.0006381620931716656,,
s449,feature_raw,active,449.0,0.0006381620931716656,,
s450,feature_raw,excluded,450.0,0.015315890236119975,,constant: n_unique == 1
s451,feature_raw,excluded,451.0,0.015315890236119975,,constant: n_unique == 1
s452,feature_raw,excluded,452.0,0.0006381620931716656,,constant: n_unique == 1
s453,feature_raw,active,453.0,0.0006381620931716656,,
s454,feature_raw,active,454.0,0.0006381620931716656,,
s455,feature_raw,active,455.0,0.0006381620931716656,,
s456,feature_raw,active,456.0,0.0006381620931716656,,
s457,feature_raw,active,457.0,0.0006381620931716656,,
s458,feature_raw,active,458.0,0.0006381620931716656,,
s459,feature_raw,excluded,459.0,0.0006381620931716656,,constant: n_unique == 1
s460,feature_raw,active,460.0,0.0006381620931716656,,
s461,feature_raw,active,461.0,0.0006381620931716656,,
s462,feature_raw,excluded,462.0,0.0006381620931716656,,constant: n_unique == 1
s463,feature_raw,excluded,463.0,0.0025526483726866626,,constant: n_unique == 1
s464,feature_raw,excluded,464.0,0.0025526483726866626,,constant: n_unique == 1
s465,feature_raw,excluded,465.0,0.0025526483726866626,,constant: n_unique == 1
s466,feature_raw,excluded,466.0,0.0025526483726866626,,constant: n_unique == 1
s467,feature_raw,excluded,467.0,0.0025526483726866626,,constant: n_unique == 1
s468,feature_raw,active,468.0,0.0025526483726866626,,
s469,feature_raw,active,469.0,0.004467134652201659,,
s470,feature_raw,active,470.0,0.0038289725590299937,,
s471,feature_raw,active,471.0,0.0038289725590299937,,
s472,feature_raw,active,472.0,0.0038289725590299937,,
s473,feature_raw,active,473.0,0.004467134652201659,,
s474,feature_raw,active,474.0,0.004467134652201659,,
s475,feature_raw,active,475.0,0.004467134652201659,,
s476,feature_raw,active,476.0,0.0038289725590299937,,
s477,feature_raw,active,477.0,0.0038289725590299937,,
s478,feature_raw,active,478.0,0.0038289725590299937,,
s479,feature_raw,excluded,479.0,0.0038289725590299937,,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s480,feature_raw,active,480.0,0.0038289725590299937,,
s481,feature_raw,active,481.0,0.0038289725590299937,,
s482,feature_raw,excluded,482.0,0.0038289725590299937,,constant: n_unique == 1
s483,feature_raw,active,483.0,0.015315890236119975,,
s484,feature_raw,active,484.0,0.015315890236119975,,
s485,feature_raw,active,485.0,0.015315890236119975,,
s486,feature_raw,active,486.0,0.015315890236119975,,
s487,feature_raw,active,487.0,0.015315890236119975,,
s488,feature_raw,active,488.0,0.015315890236119975,,
s489,feature_raw,active,489.0,0.015315890236119975,,
s490,feature_raw,active,490.0,0.015315890236119975,,
s491,feature_raw,active,491.0,0.0006381620931716656,,
s492,feature_raw,active,492.0,0.007657945118059987,,
s493,feature_raw,excluded,493.0,0.8557753669432036,,missing: NaN fraction > 0.5
s494,feature_raw,active,494.0,0.0,,
s495,feature_raw,active,495.0,0.0,,
s496,feature_raw,active,496.0,0.0,,
s497,feature_raw,active,497.0,0.03254626675175495,,
s498,feature_raw,active,498.0,0.03254626675175495,,
s499,feature_raw,excluded,499.0,0.0038289725590299937,,constant: n_unique == 1
s500,feature_raw,active,500.0,0.0012763241863433313,,
s501,feature_raw,active,501.0,0.0012763241863433313,,
s502,feature_raw,excluded,502.0,0.0038289725590299937,,constant: n_unique == 1
s503,feature_raw,excluded,503.0,0.0038289725590299937,,constant: n_unique == 1
s504,feature_raw,excluded,504.0,0.0038289725590299937,,constant: n_unique == 1
s505,feature_raw,excluded,505.0,0.0038289725590299937,,constant: n_unique == 1
s506,feature_raw,excluded,506.0,0.0038289725590299937,,constant: n_unique == 1
s507,feature_raw,excluded,507.0,0.0038289725590299937,,constant: n_unique == 1
s508,feature_raw,excluded,508.0,0.0038289725590299937,,constant: n_unique == 1
s509,feature_raw,excluded,509.0,0.0038289725590299937,,constant: n_unique == 1
s510,feature_raw,excluded,510.0,0.0038289725590299937,,constant: n_unique == 1
s511,feature_raw,active,511.0,0.0012763241863433313,,
s512,feature_raw,active,512.0,0.0012763241863433313,,
s513,feature_raw,excluded,513.0,0.0038289725590299937,,constant: n_unique == 1
s514,feature_raw,excluded,514.0,0.0038289725590299937,,constant: n_unique == 1
s515,feature_raw,excluded,515.0,0.0038289725590299937,,constant: n_unique == 1
s516,feature_raw,excluded,516.0,0.0038289725590299937,,constant: n_unique == 1
s517,feature_raw,excluded,517.0,0.6496490108487556,,missing: NaN fraction > 0.5
s518,feature_raw,excluded,518.0,0.6496490108487556,,missing: NaN fraction > 0.5
s519,feature_raw,excluded,519.0,0.6496490108487556,,missing: NaN fraction > 0.5
s520,feature_raw,active,520.0,0.4562858966177409,,
s521,feature_raw,active,521.0,0.0,,
s522,feature_raw,active,522.0,0.0,,
s523,feature_raw,active,523.0,0.0,,
s524,feature_raw,active,524.0,0.0,,
s525,feature_raw,active,525.0,0.0,,
s526,feature_raw,active,526.0,0.015315890236119975,,
s527,feature_raw,active,527.0,0.0,,
s528,feature_raw,active,528.0,0.0,,
s529,feature_raw,excluded,529.0,0.00574345883854499,,constant: n_unique == 1
s530,feature_raw,excluded,530.0,0.00574345883854499,,constant: n_unique == 1
s531,feature_raw,excluded,531.0,0.00574345883854499,,constant: n_unique == 1
s532,feature_raw,excluded,532.0,0.00574345883854499,,constant: n_unique == 1
s533,feature_raw,excluded,533.0,0.00574345883854499,,constant: n_unique == 1
s534,feature_raw,excluded,534.0,0.00574345883854499,,constant: n_unique == 1
s535,feature_raw,excluded,535.0,0.00574345883854499,,constant: n_unique == 1
s536,feature_raw,excluded,536.0,0.00574345883854499,,constant: n_unique == 1
s537,feature_raw,excluded,537.0,0.00574345883854499,,constant: n_unique == 1
s538,feature_raw,excluded,538.0,0.00574345883854499,,constant: n_unique == 1
s539,feature_raw,excluded,539.0,0.00574345883854499,,constant: n_unique == 1
s540,feature_raw,active,540.0,0.005105296745373325,,
s541,feature_raw,active,541.0,0.005105296745373325,,
s542,feature_raw,active,542.0,0.005105296745373325,,
s543,feature_raw,active,543.0,0.0012763241863433313,,
s544,feature_raw,excluded,544.0,0.0012763241863433313,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s545,feature_raw,active,545.0,0.0012763241863433313,,
s546,feature_raw,active,546.0,0.0012763241863433313,,
s547,feature_raw,active,547.0,0.16592214422463306,,
s548,feature_raw,active,548.0,0.16592214422463306,,
s549,feature_raw,active,549.0,0.16592214422463306,,
s550,feature_raw,excluded,550.0,0.16592214422463306,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s551,feature_raw,excluded,551.0,0.16592214422463306,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s552,feature_raw,excluded,552.0,0.16592214422463306,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s553,feature_raw,active,553.0,0.16592214422463306,,
s554,feature_raw,excluded,554.0,0.16592214422463306,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s555,feature_raw,excluded,555.0,0.16592214422463306,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s556,feature_raw,active,556.0,0.16592214422463306,,
s557,feature_raw,active,557.0,0.16592214422463306,,
s558,feature_raw,active,558.0,0.16592214422463306,,
s559,feature_raw,active,559.0,0.0006381620931716656,,
s560,feature_raw,excluded,560.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s561,feature_raw,active,561.0,0.0006381620931716656,,
s562,feature_raw,active,562.0,0.0006381620931716656,,
s563,feature_raw,active,563.0,0.1742182514358647,,
s564,feature_raw,active,564.0,0.1742182514358647,,
s565,feature_raw,excluded,565.0,0.1742182514358647,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s566,feature_raw,excluded,566.0,0.1742182514358647,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s567,feature_raw,excluded,567.0,0.1742182514358647,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s568,feature_raw,active,568.0,0.1742182514358647,,
s569,feature_raw,active,569.0,0.1742182514358647,,
s570,feature_raw,active,570.0,0.1742182514358647,,
s571,feature_raw,active,571.0,0.0,,
s572,feature_raw,active,572.0,0.0,,
s573,feature_raw,excluded,573.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s574,feature_raw,excluded,574.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s575,feature_raw,excluded,575.0,0.0,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s576,feature_raw,active,576.0,0.0,,
s577,feature_raw,active,577.0,0.0,,
s578,feature_raw,active,578.0,0.0,,
s579,feature_raw,excluded,579.0,0.6056158264199106,,missing: NaN fraction > 0.5
s580,feature_raw,excluded,580.0,0.6056158264199106,,missing: NaN fraction > 0.5
s581,feature_raw,excluded,581.0,0.6056158264199106,,missing: NaN fraction > 0.5
s582,feature_raw,excluded,582.0,0.6056158264199106,,missing: NaN fraction > 0.5
s583,feature_raw,excluded,583.0,0.0006381620931716656,,near-zero variance: dom_frac > 0.99 or cv < 0.01 or n_unique < 5; deviants not enriched (rescue needs n_deviant >= 5 and enrichment >= 2.0)
s584,feature_raw,excluded,584.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s585,feature_raw,excluded,585.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s586,feature_raw,active,586.0,0.0006381620931716656,,
s587,feature_raw,active,587.0,0.0006381620931716656,,
s588,feature_raw,excluded,588.0,0.0006381620931716656,,correlated: |r| > 0.95; dropped the more-missing member of the pair
s589,feature_raw,active,589.0,0.0006381620931716656,,
s590,feature_raw,active,590.0,0.0006381620931716656,,
f_miss_clq14,feature_eng,active,,0.0,"s073,s074,s346,s347","any-NaN over clique 14; legacy name miss_clq14 (legacy idx 72,73,345,346; OR 0.49, p=0.0008)"
f_miss_clq23,feature_eng,active,,0.0,"s113,s248,s386,s520","any-NaN over clique 23; legacy name miss_clq23 (legacy idx 112,247,385,519; OR 0.53, p=0.0031)"
f_miss_block5,feature_eng,active,,0.0,s543-s590,"block-5 dropout flag, label-free probe for the time-blocked holdout; legacy name miss_block5"
f_row_missing_rate,feature_eng,active,,0.0,all 590 sensors,per-wafer missing share; legacy name row_missing_rate
is_fail,target,active,,,target,recode -1/1 -> 0/1; single home: validate.py
split,metadata,active,,0.0,timestamp,cv/holdout label from config.CUTOFF
