feature,t,value,center,ucl
f_row_missing_rate,503,0.0542373,0.040678,0.100987
f_row_missing_rate,504,0.040678,0.040678,0.100987
f_row_missing_rate,505,0.0813559,0.040678,0.100987
f_row_missing_rate,506,0.0542373,0.040678,0.100987
f_row_missing_rate,507,0.0474576,0.040678,0.100987
f_row_missing_rate,508,0.040678,0.040678,0.100987
f_row_missing_rate,509,0.040678,0.040678,0.100987
f_row_missing_rate,510,0.0474576,0.040678,0.100987
f_row_missing_rate,511,0.169492,0.040678,0.100987
f_row_missing_rate,512,0.142373,0.040678,0.100987
f_row_missing_rate,513,0.0610169,0.040678,0.100987
f_row_missing_rate,514,0.040678,0.040678,0.100987
f_row_missing_rate,515,0.0745763,0.040678,0.100987
f_row_missing_rate,516,0.040678,0.040678,0.100987
f_row_missing_rate,517,0.0338983,0.040678,0.100987
f_row_missing_rate,518,0.0542373,0.040678,0.100987
f_row_missing_rate,519,0.0474576,0.040678,0.100987
f_row_missing_rate,520,0.0474576,0.040678,0.100987
f_row_missing_rate,521,0.0610169,0.040678,0.100987
f_row_missing_rate,522,0.0745763,0.040678,0.100987
f_row_missing_rate,523,0.0338983,0.040678,0.100987
f_row_missing_rate,524,0.0610169,0.040678,0.100987
f_row_missing_rate,525,0.0338983,0.040678,0.100987
f_row_missing_rate,526,0.0745763,0.040678,0.100987
f_row_missing_rate,527,0.040678,0.040678,0.100987
f_row_missing_rate,528,0.0813559,0.040678,0.100987
f_row_missing_rate,529,0.0474576,0.040678,0.100987
f_row_missing_rate,530,0.0610169,0.040678,0.100987
f_row_missing_rate,531,0.0542373,0.040678,0.100987
f_row_missing_rate,532,0.0610169,0.040678,0.100987
f_row_missing_rate,533,0.0813559,0.040678,0.100987
f_row_missing_rate,534,0.0813559,0.040678,0.100987
f_row_missing_rate,535,0.040678,0.040678,0.100987
f_row_missing_rate,536,0.0474576,0.040678,0.100987
f_row_missing_rate,537,0.0610169,0.040678,0.100987
f_row_missing_rate,538,0.0677966,0.040678,0.100987
f_row_missing_rate,539,0.0610169,0.040678,0.100987
f_row_missing_rate,540,0.0745763,0.040678,0.100987
f_row_missing_rate,541,0.0745763,0.040678,0.100987
f_row_missing_rate,542,0.0745763,0.040678,0.100987
f_row_missing_rate,543,0.040678,0.040678,0.100987
f_row_missing_rate,544,0.0542373,0.040678,0.100987
f_row_missing_rate,545,0.0677966,0.040678,0.100987
f_row_missing_rate,546,0.040678,0.040678,0.100987
f_row_missing_rate,547,0.0474576,0.040678,0.100987
f_row_missing_rate,548,0.040678,0.040678,0.100987
f_row_missing_rate,549,0.0677966,0.040678,0.100987
f_row_missing_rate,550,0.040678,0.040678,0.100987
f_row_missing_rate,551,0.0610169,0.040678,0.100987
f_row_missing_rate,552,0.0677966,0.040678,0.100987
f_row_missing_rate,553,0.0610169,0.040678,0.100987
f_row_missing_rate,554,0.0610169,0.040678,0.100987
f_row_missing_rate,555,0.0610169,0.040678,0.100987
f_row_missing_rate,556,0.0813559,0.040678,0.100987
f_row_missing_rate,557,0.0610169,0.040678,0.100987
f_row_missing_rate,558,0.0610169,0.040678,0.100987
f_row_missing_rate,559,0.0474576,0.040678,0.100987
f_row_missing_rate,560,0.0542373,0.040678,0.100987
f_row_missing_rate,561,0.0474576,0.040678,0.100987
f_row_missing_rate,562,0.040678,0.040678,0.100987
f_row_missing_rate,563,0.0745763,0.040678,0.100987
f_row_missing_rate,564,0.0813559,0.040678,0.100987
f_row_missing_rate,565,0.059322,0.040678,0.100987
f_row_missing_rate,566,0.0745763,0.040678,0.100987
f_row_missing_rate,567,0.0542373,0.040678,0.100987
f_row_missing_rate,568,0.0338983,0.040678,0.100987
f_row_missing_rate,569,0.059322,0.040678,0.100987
f_row_missing_rate,570,0.0813559,0.040678,0.100987
f_row_missing_rate,571,0.040678,0.040678,0.100987
f_row_missing_rate,572,0.0474576,0.040678,0.100987
f_row_missing_rate,573,0.0474576,0.040678,0.100987
f_row_missing_rate,574,0.0610169,0.040678,0.100987
f_row_missing_rate,575,0.0542373,0.040678,0.100987
f_row_missing_rate,576,0.040678,0.040678,0.100987
f_row_missing_rate,577,0.040678,0.040678,0.100987
f_row_missing_rate,578,0.0813559,0.040678,0.100987
f_row_missing_rate,579,0.0474576,0.040678,0.100987
f_row_missing_rate,580,0.0542373,0.040678,0.100987
f_row_missing_rate,581,0.0677966,0.040678,0.100987
f_row_missing_rate,582,0.0610169,0.040678,0.100987
f_row_missing_rate,583,0.040678,0.040678,0.100987
f_row_missing_rate,584,0.0610169,0.040678,0.100987
f_row_missing_rate,585,0.0745763,0.040678,0.100987
f_row_missing_rate,586,0.0610169,0.040678,0.100987
f_row_missing_rate,587,0.0338983,0.040678,0.100987
f_row_missing_rate,588,0.0338983,0.040678,0.100987
f_row_missing_rate,589,0.0864407,0.040678,0.100987
f_row_missing_rate,590,0.0677966,0.040678,0.100987
f_row_missing_rate,591,0.040678,0.040678,0.100987
f_row_missing_rate,592,0.0677966,0.040678,0.100987
f_row_missing_rate,593,0.0542373,0.040678,0.100987
f_row_missing_rate,594,0.0745763,0.040678,0.100987
f_row_missing_rate,595,0.0474576,0.040678,0.100987
f_row_missing_rate,596,0.0474576,0.040678,0.100987
f_row_missing_rate,597,0.0813559,0.040678,0.100987
f_row_missing_rate,598,0.040678,0.040678,0.100987
f_row_missing_rate,599,0.0610169,0.040678,0.100987
f_row_missing_rate,600,0.0677966,0.040678,0.100987
f_row_missing_rate,601,0.0813559,0.040678,0.100987
f_row_missing_rate,602,0.0542373,0.040678,0.100987
f_row_missing_rate,603,0.0542373,0.040678,0.100987
f_row_missing_rate,604,0.0610169,0.040678,0.100987
f_row_missing_rate,605,0.0610169,0.040678,0.100987
f_row_missing_rate,606,0.0474576,0.040678,0.100987
f_row_missing_rate,607,0.0677966,0.040678,0.100987
f_row_missing_rate,608,0.040678,0.040678,0.100987
f_row_missing_rate,609,0.0610169,0.040678,0.100987
f_row_missing_rate,610,0.0745763,0.040678,0.100987
f_row_missing_rate,611,0.0610169,0.040678,0.100987
f_row_missing_rate,612,0.0474576,0.040678,0.100987
f_row_missing_rate,613,0.0677966,0.040678,0.100987
f_row_missing_rate,614,0.0610169,0.040678,0.100987
f_row_missing_rate,615,0.0542373,0.040678,0.100987
f_row_missing_rate,616,0.0677966,0.040678,0.100987
f_row_missing_rate,617,0.0542373,0.040678,0.100987
f_row_missing_rate,618,0.040678,0.040678,0.100987
f_row_missing_rate,619,0.0677966,0.040678,0.100987
f_row_missing_rate,620,0.0610169,0.040678,0.100987
f_row_missing_rate,621,0.0542373,0.040678,0.100987
f_row_missing_rate,622,0.0542373,0.040678,0.100987
f_row_missing_rate,623,0.0661017,0.040678,0.100987
f_row_missing_rate,624,0.0474576,0.040678,0.100987
f_row_missing_rate,625,0.0474576,0.040678,0.100987
f_row_missing_rate,626,0.0610169,0.040678,0.100987
f_row_missing_rate,627,0.0610169,0.040678,0.100987
f_row_missing_rate,628,0.0474576,0.040678,0.100987
f_row_missing_rate,629,0.0542373,0.040678,0.100987
f_row_missing_rate,630,0.0542373,0.040678,0.100987
f_row_missing_rate,631,0.0474576,0.040678,0.100987
f_row_missing_rate,632,0.0474576,0.040678,0.100987
f_row_missing_rate,633,0.0542373,0.040678,0.100987
f_row_missing_rate,634,0.0677966,0.040678,0.100987
f_row_missing_rate,635,0.0677966,0.040678,0.100987
f_row_missing_rate,636,0.0677966,0.040678,0.100987
f_row_missing_rate,637,0.0677966,0.040678,0.100987
f_row_missing_rate,638,0.0542373,0.040678,0.100987
f_row_missing_rate,639,0.0474576,0.040678,0.100987
f_row_missing_rate,640,0.0677966,0.040678,0.100987
f_row_missing_rate,641,0.0542373,0.040678,0.100987
f_row_missing_rate,642,0.0677966,0.040678,0.100987
f_row_missing_rate,643,0.0474576,0.040678,0.100987
f_row_missing_rate,644,0.040678,0.040678,0.100987
f_row_missing_rate,645,0.0474576,0.040678,0.100987
f_row_missing_rate,646,0.0745763,0.040678,0.100987
f_row_missing_rate,647,0.0745763,0.040678,0.100987
f_row_missing_rate,648,0.0474576,0.040678,0.100987
f_row_missing_rate,649,0.0677966,0.040678,0.100987
f_row_missing_rate,650,0.0338983,0.040678,0.100987
f_row_missing_rate,651,0.0677966,0.040678,0.100987
f_row_missing_rate,652,0.040678,0.040678,0.100987
f_row_missing_rate,653,0.0474576,0.040678,0.100987
f_row_missing_rate,654,0.040678,0.040678,0.100987
f_row_missing_rate,655,0.0661017,0.040678,0.100987
f_row_missing_rate,656,0.0610169,0.040678,0.100987
f_row_missing_rate,657,0.0474576,0.040678,0.100987
f_row_missing_rate,658,0.0813559,0.040678,0.100987
f_row_missing_rate,659,0.0813559,0.040678,0.100987
f_row_missing_rate,660,0.0474576,0.040678,0.100987
f_row_missing_rate,661,0.0813559,0.040678,0.100987
f_row_missing_rate,662,0.0677966,0.040678,0.100987
f_row_missing_rate,663,0.0745763,0.040678,0.100987
f_row_missing_rate,664,0.040678,0.040678,0.100987
f_row_missing_rate,665,0.0728814,0.040678,0.100987
f_row_missing_rate,666,0.0610169,0.040678,0.100987
f_row_missing_rate,667,0.0542373,0.040678,0.100987
f_row_missing_rate,668,0.0474576,0.040678,0.100987
f_row_missing_rate,669,0.0474576,0.040678,0.100987
f_row_missing_rate,670,0.0745763,0.040678,0.100987
f_row_missing_rate,671,0.0542373,0.040678,0.100987
f_row_missing_rate,672,0.040678,0.040678,0.100987
f_row_missing_rate,673,0.0474576,0.040678,0.100987
f_row_missing_rate,674,0.0474576,0.040678,0.100987
f_row_missing_rate,675,0.0677966,0.040678,0.100987
f_row_missing_rate,676,0.0881356,0.040678,0.100987
f_row_missing_rate,677,0.0542373,0.040678,0.100987
f_row_missing_rate,678,0.0677966,0.040678,0.100987
f_row_missing_rate,679,0.0813559,0.040678,0.100987
f_row_missing_rate,680,0.0881356,0.040678,0.100987
f_row_missing_rate,681,0.0474576,0.040678,0.100987
f_row_missing_rate,682,0.0610169,0.040678,0.100987
f_row_missing_rate,683,0.0881356,0.040678,0.100987
f_row_missing_rate,684,0.0610169,0.040678,0.100987
f_row_missing_rate,685,0.0610169,0.040678,0.100987
f_row_missing_rate,686,0.0745763,0.040678,0.100987
f_row_missing_rate,687,0.0677966,0.040678,0.100987
f_row_missing_rate,688,0.0474576,0.040678,0.100987
f_row_missing_rate,689,0.0745763,0.040678,0.100987
f_row_missing_rate,690,0.040678,0.040678,0.100987
f_row_missing_rate,691,0.0474576,0.040678,0.100987
f_row_missing_rate,692,0.040678,0.040678,0.100987
f_row_missing_rate,693,0.0542373,0.040678,0.100987
f_row_missing_rate,694,0.0474576,0.040678,0.100987
f_row_missing_rate,695,0.040678,0.040678,0.100987
f_row_missing_rate,696,0.0745763,0.040678,0.100987
f_row_missing_rate,697,0.0813559,0.040678,0.100987
f_row_missing_rate,698,0.040678,0.040678,0.100987
f_row_missing_rate,699,0.040678,0.040678,0.100987
f_row_missing_rate,700,0.142373,0.040678,0.100987
f_row_missing_rate,701,0.0745763,0.040678,0.100987
f_row_missing_rate,702,0.0610169,0.040678,0.100987
f_row_missing_rate,703,0.0338983,0.040678,0.100987
f_row_missing_rate,704,0.040678,0.040678,0.100987
f_row_missing_rate,705,0.0542373,0.040678,0.100987
f_row_missing_rate,706,0.0677966,0.040678,0.100987
f_row_missing_rate,707,0.0661017,0.040678,0.100987
f_row_missing_rate,708,0.059322,0.040678,0.100987
f_row_missing_rate,709,0.0813559,0.040678,0.100987
f_row_missing_rate,710,0.0474576,0.040678,0.100987
f_row_missing_rate,711,0.0338983,0.040678,0.100987
f_row_missing_rate,712,0.0474576,0.040678,0.100987
f_row_missing_rate,713,0.040678,0.040678,0.100987
f_row_missing_rate,714,0.0474576,0.040678,0.100987
f_row_missing_rate,715,0.0474576,0.040678,0.100987
f_row_missing_rate,716,0.0338983,0.040678,0.100987
f_row_missing_rate,717,0.0542373,0.040678,0.100987
f_row_missing_rate,718,0.0610169,0.040678,0.100987
f_row_missing_rate,719,0.040678,0.040678,0.100987
f_row_missing_rate,720,0.0677966,0.040678,0.100987
f_row_missing_rate,721,0.0677966,0.040678,0.100987
f_row_missing_rate,722,0.0474576,0.040678,0.100987
f_row_missing_rate,723,0.0474576,0.040678,0.100987
f_row_missing_rate,724,0.040678,0.040678,0.100987
f_row_missing_rate,725,0.0474576,0.040678,0.100987
f_row_missing_rate,726,0.0474576,0.040678,0.100987
f_row_missing_rate,727,0.0474576,0.040678,0.100987
f_row_missing_rate,728,0.0610169,0.040678,0.100987
f_row_missing_rate,729,0.0474576,0.040678,0.100987
f_row_missing_rate,730,0.0610169,0.040678,0.100987
f_row_missing_rate,731,0.0474576,0.040678,0.100987
f_row_missing_rate,732,0.0813559,0.040678,0.100987
f_row_missing_rate,733,0.0677966,0.040678,0.100987
f_row_missing_rate,734,0.0474576,0.040678,0.100987
f_row_missing_rate,735,0.149153,0.040678,0.100987
f_row_missing_rate,736,0.040678,0.040678,0.100987
f_row_missing_rate,737,0.0677966,0.040678,0.100987
f_row_missing_rate,738,0.0474576,0.040678,0.100987
f_row_missing_rate,739,0.0474576,0.040678,0.100987
f_row_missing_rate,740,0.0474576,0.040678,0.100987
f_row_missing_rate,741,0.0542373,0.040678,0.100987
f_row_missing_rate,742,0.0474576,0.040678,0.100987
f_row_missing_rate,743,0.0610169,0.040678,0.100987
f_row_missing_rate,744,0.040678,0.040678,0.100987
f_row_missing_rate,745,0.040678,0.040678,0.100987
f_row_missing_rate,746,0.0474576,0.040678,0.100987
f_row_missing_rate,747,0.0474576,0.040678,0.100987
f_row_missing_rate,748,0.0474576,0.040678,0.100987
f_row_missing_rate,749,0.0474576,0.040678,0.100987
f_row_missing_rate,750,0.0677966,0.040678,0.100987
f_row_missing_rate,751,0.0677966,0.040678,0.100987
f_row_missing_rate,752,0.122034,0.040678,0.100987
f_row_missing_rate,753,0.040678,0.040678,0.100987
f_row_missing_rate,754,0.040678,0.040678,0.100987
f_row_missing_rate,755,0.040678,0.040678,0.100987
f_row_missing_rate,756,0.0474576,0.040678,0.100987
f_row_missing_rate,757,0.0474576,0.040678,0.100987
f_row_missing_rate,758,0.040678,0.040678,0.100987
f_row_missing_rate,759,0.0542373,0.040678,0.100987
f_row_missing_rate,760,0.0542373,0.040678,0.100987
f_row_missing_rate,761,0.0474576,0.040678,0.100987
f_row_missing_rate,762,0.0542373,0.040678,0.100987
f_row_missing_rate,763,0.0474576,0.040678,0.100987
f_row_missing_rate,764,0.0677966,0.040678,0.100987
f_row_missing_rate,765,0.040678,0.040678,0.100987
f_row_missing_rate,766,0.0677966,0.040678,0.100987
f_row_missing_rate,767,0.0474576,0.040678,0.100987
f_row_missing_rate,768,0.0677966,0.040678,0.100987
f_row_missing_rate,769,0.040678,0.040678,0.100987
f_row_missing_rate,770,0.0474576,0.040678,0.100987
f_row_missing_rate,771,0.0474576,0.040678,0.100987
f_row_missing_rate,772,0.040678,0.040678,0.100987
f_row_missing_rate,773,0.00677966,0.040678,0.100987
f_row_missing_rate,774,0.0542373,0.040678,0.100987
f_row_missing_rate,775,0.0474576,0.040678,0.100987
f_row_missing_rate,776,0.020339,0.040678,0.100987
f_row_missing_rate,777,0.0542373,0.040678,0.100987
f_row_missing_rate,778,0.0542373,0.040678,0.100987
f_row_missing_rate,779,0.0745763,0.040678,0.100987
f_row_missing_rate,780,0.0542373,0.040678,0.100987
f_row_missing_rate,781,0.040678,0.040678,0.100987
f_row_missing_rate,782,0.0542373,0.040678,0.100987
f_row_missing_rate,783,0.0271186,0.040678,0.100987
f_row_missing_rate,784,0.0542373,0.040678,0.100987
f_row_missing_rate,785,0.0677966,0.040678,0.100987
f_row_missing_rate,786,0.0677966,0.040678,0.100987
f_row_missing_rate,787,0.0474576,0.040678,0.100987
f_row_missing_rate,788,0.040678,0.040678,0.100987
f_row_missing_rate,789,0.0474576,0.040678,0.100987
f_row_missing_rate,790,0.0474576,0.040678,0.100987
f_row_missing_rate,791,0.0610169,0.040678,0.100987
f_row_missing_rate,792,0.0542373,0.040678,0.100987
f_row_missing_rate,793,0.0610169,0.040678,0.100987
f_row_missing_rate,794,0.0610169,0.040678,0.100987
f_row_missing_rate,795,0.0474576,0.040678,0.100987
f_row_missing_rate,796,0.040678,0.040678,0.100987
f_row_missing_rate,797,0.0542373,0.040678,0.100987
f_row_missing_rate,798,0.040678,0.040678,0.100987
f_row_missing_rate,799,0.020339,0.040678,0.100987
f_row_missing_rate,800,0.0542373,0.040678,0.100987
f_row_missing_rate,801,0.0813559,0.040678,0.100987
f_row_missing_rate,802,0.040678,0.040678,0.100987
f_row_missing_rate,803,0.0542373,0.040678,0.100987
f_row_missing_rate,804,0.0338983,0.040678,0.100987
f_row_missing_rate,805,0.020339,0.040678,0.100987
f_row_missing_rate,806,0.020339,0.040678,0.100987
f_row_missing_rate,807,0.108475,0.040678,0.100987
f_row_missing_rate,808,0.0338983,0.040678,0.100987
f_row_missing_rate,809,0.0610169,0.040678,0.100987
f_row_missing_rate,810,0.167797,0.040678,0.100987
f_row_missing_rate,811,0.0338983,0.040678,0.100987
f_row_missing_rate,812,0.040678,0.040678,0.100987
f_row_missing_rate,813,0.040678,0.040678,0.100987
f_row_missing_rate,814,0.162712,0.040678,0.100987
f_row_missing_rate,815,0.040678,0.040678,0.100987
f_row_missing_rate,816,0.040678,0.040678,0.100987
f_row_missing_rate,817,0.00677966,0.040678,0.100987
f_row_missing_rate,818,0.0338983,0.040678,0.100987
f_row_missing_rate,819,0.0474576,0.040678,0.100987
f_row_missing_rate,820,0.040678,0.040678,0.100987
f_row_missing_rate,821,0.040678,0.040678,0.100987
f_row_missing_rate,822,0.0135593,0.040678,0.100987
f_row_missing_rate,823,0.0135593,0.040678,0.100987
f_row_missing_rate,824,0.020339,0.040678,0.100987
f_row_missing_rate,825,0.0474576,0.040678,0.100987
f_row_missing_rate,826,0.0338983,0.040678,0.100987
f_row_missing_rate,827,0.0610169,0.040678,0.100987
f_row_missing_rate,828,0.040678,0.040678,0.100987
f_row_missing_rate,829,0.0338983,0.040678,0.100987
f_row_missing_rate,830,0.0677966,0.040678,0.100987
f_row_missing_rate,831,0.0813559,0.040678,0.100987
f_row_missing_rate,832,0.020339,0.040678,0.100987
f_row_missing_rate,833,0.0135593,0.040678,0.100987
f_row_missing_rate,834,0.0474576,0.040678,0.100987
f_row_missing_rate,835,0.0135593,0.040678,0.100987
f_row_missing_rate,836,0.0474576,0.040678,0.100987
f_row_missing_rate,837,0.0542373,0.040678,0.100987
f_row_missing_rate,838,0.040678,0.040678,0.100987
f_row_missing_rate,839,0.040678,0.040678,0.100987
f_row_missing_rate,840,0.0610169,0.040678,0.100987
f_row_missing_rate,841,0.0610169,0.040678,0.100987
f_row_missing_rate,842,0.020339,0.040678,0.100987
f_row_missing_rate,843,0.00677966,0.040678,0.100987
f_row_missing_rate,844,0.0338983,0.040678,0.100987
f_row_missing_rate,845,0.0271186,0.040678,0.100987
f_row_missing_rate,846,0.142373,0.040678,0.100987
f_row_missing_rate,847,0.0135593,0.040678,0.100987
f_row_missing_rate,848,0.0610169,0.040678,0.100987
f_row_missing_rate,849,0.0338983,0.040678,0.100987
f_row_missing_rate,850,0.020339,0.040678,0.100987
f_row_missing_rate,851,0.0474576,0.040678,0.100987
f_row_missing_rate,852,0.00677966,0.040678,0.100987
f_row_missing_rate,853,0.0135593,0.040678,0.100987
f_row_missing_rate,854,0.0677966,0.040678,0.100987
f_row_missing_rate,855,0.0338983,0.040678,0.100987
f_row_missing_rate,856,0.0610169,0.040678,0.100987
f_row_missing_rate,857,0.0474576,0.040678,0.100987
f_row_missing_rate,858,0.0271186,0.040678,0.100987
f_row_missing_rate,859,0.040678,0.040678,0.100987
f_row_missing_rate,860,0.040678,0.040678,0.100987
f_row_missing_rate,861,0.0745763,0.040678,0.100987
f_row_missing_rate,862,0.0474576,0.040678,0.100987
f_row_missing_rate,863,0.0542373,0.040678,0.100987
f_row_missing_rate,864,0.0135593,0.040678,0.100987
f_row_missing_rate,865,0.0677966,0.040678,0.100987
f_row_missing_rate,866,0.0745763,0.040678,0.100987
f_row_missing_rate,867,0.0474576,0.040678,0.100987
f_row_missing_rate,868,0.020339,0.040678,0.100987
f_row_missing_rate,869,0.040678,0.040678,0.100987
f_row_missing_rate,870,0.020339,0.040678,0.100987
f_row_missing_rate,871,0.0135593,0.040678,0.100987
f_row_missing_rate,872,0.040678,0.040678,0.100987
f_row_missing_rate,873,0.0610169,0.040678,0.100987
f_row_missing_rate,874,0.040678,0.040678,0.100987
f_row_missing_rate,875,0.040678,0.040678,0.100987
f_row_missing_rate,876,0.0474576,0.040678,0.100987
f_row_missing_rate,877,0.0610169,0.040678,0.100987
f_row_missing_rate,878,0.0474576,0.040678,0.100987
f_row_missing_rate,879,0.040678,0.040678,0.100987
f_row_missing_rate,880,0.020339,0.040678,0.100987
f_row_missing_rate,881,0.0338983,0.040678,0.100987
f_row_missing_rate,882,0.020339,0.040678,0.100987
f_row_missing_rate,883,0.0271186,0.040678,0.100987
f_row_missing_rate,884,0.0610169,0.040678,0.100987
f_row_missing_rate,885,0.0271186,0.040678,0.100987
f_row_missing_rate,886,0.0474576,0.040678,0.100987
f_row_missing_rate,887,0.0474576,0.040678,0.100987
f_row_missing_rate,888,0.0135593,0.040678,0.100987
f_row_missing_rate,889,0.0457627,0.040678,0.100987
f_row_missing_rate,890,0.040678,0.040678,0.100987
f_row_missing_rate,891,0.059322,0.040678,0.100987
f_row_missing_rate,892,0.020339,0.040678,0.100987
f_row_missing_rate,893,0.0135593,0.040678,0.100987
f_row_missing_rate,894,0.020339,0.040678,0.100987
f_row_missing_rate,895,0.0610169,0.040678,0.100987
f_row_missing_rate,896,0.020339,0.040678,0.100987
f_row_missing_rate,897,0.040678,0.040678,0.100987
f_row_missing_rate,898,0.040678,0.040678,0.100987
f_row_missing_rate,899,0.0338983,0.040678,0.100987
f_row_missing_rate,900,0.040678,0.040678,0.100987
f_row_missing_rate,901,0.0474576,0.040678,0.100987
f_row_missing_rate,902,0.020339,0.040678,0.100987
f_row_missing_rate,903,0.020339,0.040678,0.100987
f_row_missing_rate,904,0.020339,0.040678,0.100987
f_row_missing_rate,905,0.040678,0.040678,0.100987
f_row_missing_rate,906,0.040678,0.040678,0.100987
f_row_missing_rate,907,0.0135593,0.040678,0.100987
f_row_missing_rate,908,0.040678,0.040678,0.100987
f_row_missing_rate,909,0.0135593,0.040678,0.100987
f_row_missing_rate,910,0.040678,0.040678,0.100987
f_row_missing_rate,911,0.0474576,0.040678,0.100987
f_row_missing_rate,912,0.0474576,0.040678,0.100987
f_row_missing_rate,913,0.040678,0.040678,0.100987
f_row_missing_rate,914,0.020339,0.040678,0.100987
f_row_missing_rate,915,0.0271186,0.040678,0.100987
f_row_missing_rate,916,0.0338983,0.040678,0.100987
f_row_missing_rate,917,0.0338983,0.040678,0.100987
f_row_missing_rate,918,0.0338983,0.040678,0.100987
f_row_missing_rate,919,0.020339,0.040678,0.100987
f_row_missing_rate,920,0.0745763,0.040678,0.100987
f_row_missing_rate,921,0.0271186,0.040678,0.100987
f_row_missing_rate,922,0.020339,0.040678,0.100987
f_row_missing_rate,923,0.0610169,0.040678,0.100987
f_row_missing_rate,924,0.0271186,0.040678,0.100987
f_row_missing_rate,925,0.020339,0.040678,0.100987
f_row_missing_rate,926,0.040678,0.040678,0.100987
f_row_missing_rate,927,0.0474576,0.040678,0.100987
f_row_missing_rate,928,0.115254,0.040678,0.100987
f_row_missing_rate,929,0.020339,0.040678,0.100987
f_row_missing_rate,930,0.020339,0.040678,0.100987
f_row_missing_rate,931,0.040678,0.040678,0.100987
f_row_missing_rate,932,0.0135593,0.040678,0.100987
f_row_missing_rate,933,0.020339,0.040678,0.100987
f_row_missing_rate,934,0.0338983,0.040678,0.100987
f_row_missing_rate,935,0.0135593,0.040678,0.100987
f_row_missing_rate,936,0.0474576,0.040678,0.100987
f_row_missing_rate,937,0.0474576,0.040678,0.100987
f_row_missing_rate,938,0.0135593,0.040678,0.100987
f_row_missing_rate,939,0.0474576,0.040678,0.100987
f_row_missing_rate,940,0.0338983,0.040678,0.100987
f_row_missing_rate,941,0.040678,0.040678,0.100987
f_row_missing_rate,942,0.0474576,0.040678,0.100987
f_row_missing_rate,943,0.0474576,0.040678,0.100987
f_row_missing_rate,944,0.020339,0.040678,0.100987
f_row_missing_rate,945,0.0474576,0.040678,0.100987
f_row_missing_rate,946,0.020339,0.040678,0.100987
f_row_missing_rate,947,0.020339,0.040678,0.100987
f_row_missing_rate,948,0.0745763,0.040678,0.100987
f_row_missing_rate,949,0.040678,0.040678,0.100987
f_row_missing_rate,950,0.0610169,0.040678,0.100987
f_row_missing_rate,951,0.020339,0.040678,0.100987
f_row_missing_rate,952,0.00677966,0.040678,0.100987
f_row_missing_rate,953,0.0271186,0.040678,0.100987
f_row_missing_rate,954,0.040678,0.040678,0.100987
f_row_missing_rate,955,0.0135593,0.040678,0.100987
f_row_missing_rate,956,0.0271186,0.040678,0.100987
f_row_missing_rate,957,0.0135593,0.040678,0.100987
f_row_missing_rate,958,0.040678,0.040678,0.100987
f_row_missing_rate,959,0.0338983,0.040678,0.100987
f_row_missing_rate,960,0.040678,0.040678,0.100987
f_row_missing_rate,961,0.0542373,0.040678,0.100987
f_row_missing_rate,962,0.0135593,0.040678,0.100987
f_row_missing_rate,963,0.040678,0.040678,0.100987
f_row_missing_rate,964,0.0338983,0.040678,0.100987
f_row_missing_rate,965,0.020339,0.040678,0.100987
f_row_missing_rate,966,0.0474576,0.040678,0.100987
f_row_missing_rate,967,0.0271186,0.040678,0.100987
f_row_missing_rate,968,0.0525424,0.040678,0.100987
f_row_missing_rate,969,0.020339,0.040678,0.100987
f_row_missing_rate,970,0.0338983,0.040678,0.100987
f_row_missing_rate,971,0.0542373,0.040678,0.100987
f_row_missing_rate,972,0.040678,0.040678,0.100987
f_row_missing_rate,973,0.0135593,0.040678,0.100987
f_row_missing_rate,974,0.0338983,0.040678,0.100987
f_row_missing_rate,975,0.040678,0.040678,0.100987
f_row_missing_rate,976,0.0271186,0.040678,0.100987
f_row_missing_rate,977,0.0338983,0.040678,0.100987
f_row_missing_rate,978,0.0271186,0.040678,0.100987
f_row_missing_rate,979,0.0271186,0.040678,0.100987
f_row_missing_rate,980,0.0271186,0.040678,0.100987
f_row_missing_rate,981,0.059322,0.040678,0.100987
f_row_missing_rate,982,0.0271186,0.040678,0.100987
f_row_missing_rate,983,0.020339,0.040678,0.100987
f_row_missing_rate,984,0.020339,0.040678,0.100987
f_row_missing_rate,985,0.0338983,0.040678,0.100987
f_row_missing_rate,986,0.0271186,0.040678,0.100987
f_row_missing_rate,987,0.040678,0.040678,0.100987
f_row_missing_rate,988,0.020339,0.040678,0.100987
f_row_missing_rate,989,0.0271186,0.040678,0.100987
f_row_missing_rate,990,0.0474576,0.040678,0.100987
f_row_missing_rate,991,0.020339,0.040678,0.100987
f_row_missing_rate,992,0.0542373,0.040678,0.100987
f_row_missing_rate,993,0.0542373,0.040678,0.100987
f_row_missing_rate,994,0.0271186,0.040678,0.100987
f_row_missing_rate,995,0.155932,0.040678,0.100987
f_row_missing_rate,996,0.0542373,0.040678,0.100987
f_row_missing_rate,997,0.020339,0.040678,0.100987
f_row_missing_rate,998,0.020339,0.040678,0.100987
f_row_missing_rate,999,0.040678,0.040678,0.100987
f_row_missing_rate,1000,0.0271186,0.040678,0.100987
f_row_missing_rate,1001,0.0474576,0.040678,0.100987
f_row_missing_rate,1002,0.0474576,0.040678,0.100987
f_row_missing_rate,1003,0.0338983,0.040678,0.100987
f_row_missing_rate,1004,0.0474576,0.040678,0.100987
f_row_missing_rate,1005,0.020339,0.040678,0.100987
f_row_missing_rate,1006,0.0338983,0.040678,0.100987
