feature,t,value,mr,ewma,ewma_lcl,ewma_ucl,r1,r2,r3,r4
s060,1613,-2.4676,6.64111,2.2264,-3.5136,5.3645,False,False,False,False
s060,1614,11.7319,14.1995,4.12749,-3.5136,5.3645,False,False,False,False
s060,1615,-1.94735,13.6792,2.91252,-3.5136,5.3645,False,False,False,False
s060,1616,21.8492,23.7965,6.69985,-3.5136,5.3645,True,True,False,False
s060,1617,2.64195,19.2072,5.88827,-3.5136,5.3645,False,False,False,False
s060,1618,6.20528,3.56334,5.95167,-3.5136,5.3645,False,False,False,False
s060,1619,-3.94311,10.1484,3.97272,-3.5136,5.3645,False,False,False,False
s060,1620,-1.66567,2.27744,2.84504,-3.5136,5.3645,False,False,False,False
s060,1621,0.747308,2.41297,2.42549,-3.5136,5.3645,False,False,False,False
s060,1622,-3.05238,3.79969,1.32992,-3.5136,5.3645,False,False,False,False
s060,1623,-1.44847,1.60391,0.774241,-3.5136,5.3645,False,False,False,False
s060,1624,3.09925,4.54772,1.23924,-3.5136,5.3645,False,False,False,False
s060,1625,-0.497408,3.59666,0.891913,-3.5136,5.3645,False,False,False,False
s060,1626,-3.1945,2.6971,0.0746296,-3.5136,5.3645,False,False,False,False
s060,1627,4.70055,7.89505,0.999814,-3.5136,5.3645,False,False,False,False
s060,1628,0.392554,4.308,0.878362,-3.5136,5.3645,False,False,False,False
s060,1629,0.6669,0.274346,0.836069,-3.5136,5.3645,False,False,False,False
s060,1630,7.26159,6.59469,2.12117,-3.5136,5.3645,False,False,False,False
s060,1631,-2.44788,9.70947,1.20736,-3.5136,5.3645,False,False,False,False
s060,1632,0.55171,2.99959,1.07623,-3.5136,5.3645,False,False,False,False
s060,1633,29.1526,28.6009,6.6915,-3.5136,5.3645,True,False,False,False
s060,1634,22.3844,6.76815,9.83008,-3.5136,5.3645,True,True,False,False
s060,1635,-0.47685,22.8613,7.7687,-3.5136,5.3645,False,False,False,False
s060,1636,-0.689172,0.212322,6.07712,-3.5136,5.3645,False,False,False,False
s060,1637,3.41172,4.1009,5.54404,-3.5136,5.3645,False,False,False,False
s060,1638,13.3123,9.90059,7.0977,-3.5136,5.3645,False,False,False,False
s060,1639,-0.502148,13.8145,5.57773,-3.5136,5.3645,False,False,False,False
s060,1640,2.42312,2.92527,4.94681,-3.5136,5.3645,False,False,False,False
s060,1641,-1.80871,4.23183,3.5957,-3.5136,5.3645,False,False,False,False
s060,1642,28.204,30.0127,8.51736,-3.5136,5.3645,True,False,False,False
s060,1643,-1.72817,29.9321,6.46825,-3.5136,5.3645,False,False,False,False
s060,1644,4.36304,6.09121,6.04721,-3.5136,5.3645,False,False,False,False
s060,1645,-3.65736,8.02041,4.1063,-3.5136,5.3645,False,False,False,False
s060,1646,12.187,15.8444,5.72245,-3.5136,5.3645,False,False,False,False
s060,1647,2.03079,10.1563,4.98412,-3.5136,5.3645,False,False,False,False
s060,1648,8.93763,6.90683,5.77482,-3.5136,5.3645,False,False,False,False
s060,1649,-4.8192,13.7568,3.65601,-3.5136,5.3645,False,False,False,False
s060,1650,-6.65809,1.83889,1.59319,-3.5136,5.3645,False,False,False,False
s060,1651,1.36798,8.02607,1.54815,-3.5136,5.3645,False,False,False,False
s060,1652,2.26114,0.893161,1.69075,-3.5136,5.3645,False,False,False,False
s060,1653,1.5702,0.690946,1.66664,-3.5136,5.3645,False,False,False,False
s060,1654,-4.10197,5.67216,0.512918,-3.5136,5.3645,False,False,False,False
s060,1655,-3.24768,0.854284,-0.239202,-3.5136,5.3645,False,False,False,False
s060,1656,2.60898,5.85666,0.330435,-3.5136,5.3645,False,False,False,False
s060,1657,18.8404,16.2314,4.03243,-3.5136,5.3645,True,False,False,False
s060,1658,-0.0592719,18.8997,3.21409,-3.5136,5.3645,False,False,False,False
s060,1659,-0.312327,0.253055,2.50881,-3.5136,5.3645,False,False,False,False
s060,1660,-8.29026,7.97793,0.348993,-3.5136,5.3645,False,False,False,False
s060,1661,0.169247,8.45951,0.313044,-3.5136,5.3645,False,False,False,False
s060,1662,0.915574,0.746327,0.43355,-3.5136,5.3645,False,False,False,False
s060,1663,-0.899409,1.81498,0.166958,-3.5136,5.3645,False,False,False,False
s060,1664,1.40463,2.30404,0.414492,-3.5136,5.3645,False,False,False,False
s060,1665,-1.72535,3.12998,-0.0134772,-3.5136,5.3645,False,False,False,False
s060,1666,-1.24146,0.483898,-0.259073,-3.5136,5.3645,False,False,False,False
s060,1667,18.985,20.2265,3.58974,-3.5136,5.3645,True,False,False,False
s060,1668,20.8925,1.90751,7.05029,-3.5136,5.3645,True,True,False,False
s060,1669,16.0165,4.87598,8.84354,-3.5136,5.3645,True,True,False,False
s060,1670,19.3392,3.32273,10.9427,-3.5136,5.3645,True,True,True,False
s060,1671,17.738,1.60127,12.3017,-3.5136,5.3645,True,True,True,False
s060,1672,21.9732,4.23524,14.236,-3.5136,5.3645,True,True,True,False
s060,1673,25.0399,3.06672,16.3968,-3.5136,5.3645,True,True,True,False
s060,1674,21.0597,3.9802,17.3294,-3.5136,5.3645,True,True,True,True
s060,1675,18.4645,2.59522,17.5564,-3.5136,5.3645,True,True,True,True
s060,1676,19.2132,0.748709,17.8878,-3.5136,5.3645,True,True,True,True
s060,1677,11.8499,7.3633,16.6802,-3.5136,5.3645,False,True,True,True
s060,1678,21.0749,9.22501,17.5592,-3.5136,5.3645,True,True,True,True
s060,1679,15.5271,5.5478,17.1528,-3.5136,5.3645,True,True,True,True
s060,1680,7.57686,7.95027,15.2376,-3.5136,5.3645,False,False,True,True
s060,1681,22.9261,15.3493,16.7753,-3.5136,5.3645,True,True,True,True
s060,1682,39.0631,16.137,21.2329,-3.5136,5.3645,True,True,True,True
s060,1683,16.9261,22.137,20.3715,-3.5136,5.3645,True,True,True,True
s060,1684,18.5674,1.64131,20.0107,-3.5136,5.3645,True,True,True,True
s060,1685,30.5212,11.9537,22.1128,-3.5136,5.3645,True,True,True,True
s060,1686,15.1432,15.378,20.7189,-3.5136,5.3645,True,True,True,True
s060,1687,20.2322,5.08902,20.6215,-3.5136,5.3645,True,True,True,True
s060,1688,22.2627,2.03044,20.9498,-3.5136,5.3645,True,True,True,True
s060,1689,46.7196,24.457,26.1037,-3.5136,5.3645,True,True,True,True
s060,1690,12.1667,34.5529,23.3163,-3.5136,5.3645,False,True,True,True
s060,1691,27.0319,14.8652,24.0594,-3.5136,5.3645,True,True,True,True
s060,1692,17.1321,9.89978,22.674,-3.5136,5.3645,True,True,True,True
s060,1693,20.4236,3.29151,22.2239,-3.5136,5.3645,True,True,True,True
s060,1694,18.0661,2.35752,21.3924,-3.5136,5.3645,True,True,True,True
s060,1695,23.7648,5.69872,21.8668,-3.5136,5.3645,True,True,True,True
s060,1696,27.3366,3.57175,22.9608,-3.5136,5.3645,True,True,True,True
s060,1697,24.2254,3.11118,23.2137,-3.5136,5.3645,True,True,True,True
s060,1698,28.8325,4.60715,24.3375,-3.5136,5.3645,True,True,True,True
s060,1699,21.5008,7.33176,23.7701,-3.5136,5.3645,True,True,True,True
s060,1700,15.7535,5.74725,22.1668,-3.5136,5.3645,True,True,True,True
s060,1701,17.7131,1.95958,21.2761,-3.5136,5.3645,True,True,True,True
s060,1702,35.2996,17.5865,24.0808,-3.5136,5.3645,True,True,True,True
s060,1703,20.9431,14.3565,23.4532,-3.5136,5.3645,True,True,True,True
s060,1704,17.2306,3.7125,22.2087,-3.5136,5.3645,True,True,True,True
s060,1705,21.2429,4.01231,22.0156,-3.5136,5.3645,True,True,True,True
s060,1706,35.8762,14.6333,24.7877,-3.5136,5.3645,True,True,True,True
s060,1707,18.2391,17.6371,23.478,-3.5136,5.3645,True,True,True,True
s060,1708,17.3084,0.930695,22.2441,-3.5136,5.3645,True,True,True,True
s060,1709,45.9943,28.6859,26.9941,-3.5136,5.3645,True,True,True,True
s060,1710,18.0902,27.9041,25.2133,-3.5136,5.3645,True,True,True,True
s060,1711,11.2159,6.87434,22.4138,-3.5136,5.3645,False,True,True,True
s060,1712,23.8828,12.6669,22.7076,-3.5136,5.3645,True,True,True,True
s060,1713,16.134,7.74872,21.3929,-3.5136,5.3645,True,True,True,True
s060,1714,24.2037,8.06968,21.9551,-3.5136,5.3645,True,True,True,True
s060,1715,40.9141,16.7104,25.7469,-3.5136,5.3645,True,True,True,True
s060,1716,21.0475,19.8666,24.807,-3.5136,5.3645,True,True,True,True
s060,1717,40.883,19.8355,28.0222,-3.5136,5.3645,True,True,True,True
s060,1718,18.1954,22.6877,26.0568,-3.5136,5.3645,True,True,True,True
s060,1719,20.7512,2.55588,24.9957,-3.5136,5.3645,True,True,True,True
s060,1720,5.94345,14.8078,21.1853,-3.5136,5.3645,False,False,True,True
s060,1721,15.0866,9.14312,19.9655,-3.5136,5.3645,True,True,True,True
s060,1722,15.9684,0.881797,19.1661,-3.5136,5.3645,True,True,True,True
s060,1723,17.6912,1.72285,18.8711,-3.5136,5.3645,True,True,True,True
s060,1724,37.0358,19.3446,22.5041,-3.5136,5.3645,True,True,True,True
s060,1725,12.4639,24.5719,20.496,-3.5136,5.3645,False,True,True,True
s060,1726,16.3888,3.92495,19.6746,-3.5136,5.3645,True,True,True,True
s060,1727,45.5609,29.1721,24.8518,-3.5136,5.3645,True,True,True,True
s060,1728,19.3881,26.1727,23.7591,-3.5136,5.3645,True,True,True,True
s060,1729,23.6411,4.25291,23.7355,-3.5136,5.3645,True,True,True,True
s060,1730,13.0939,10.5471,21.6072,-3.5136,5.3645,False,True,True,True
s060,1731,43.4605,30.3666,25.9779,-3.5136,5.3645,True,True,True,True
s060,1732,20.6812,22.7793,24.9185,-3.5136,5.3645,True,True,True,True
s060,1733,20.3651,0.316103,24.0078,-3.5136,5.3645,True,True,True,True
s060,1734,15.8367,4.52845,22.3736,-3.5136,5.3645,True,True,True,True
s060,1735,20.6719,4.83525,22.0333,-3.5136,5.3645,True,True,True,True
s060,1736,47.0505,26.3785,27.0367,-3.5136,5.3645,True,True,True,True
s060,1737,21.4014,25.649,25.9097,-3.5136,5.3645,True,True,True,True
s060,1738,23.4478,2.04639,25.4173,-3.5136,5.3645,True,True,True,True
s060,1739,20.9333,2.51456,24.5205,-3.5136,5.3645,True,True,True,True
s060,1740,18.3115,2.6218,23.2787,-3.5136,5.3645,True,True,True,True
s060,1741,20.6946,2.38317,22.7619,-3.5136,5.3645,True,True,True,True
s060,1742,21.5617,0.867096,22.5219,-3.5136,5.3645,True,True,True,True
s060,1743,16.6742,4.88751,21.3523,-3.5136,5.3645,True,True,True,True
s060,1744,11.5505,5.12377,19.392,-3.5136,5.3645,False,True,True,True
s060,1745,14.1407,2.59025,18.3417,-3.5136,5.3645,False,True,True,True
s060,1746,19.1171,4.97642,18.4968,-3.5136,5.3645,True,True,True,True
s060,1747,17.7341,1.38308,18.3442,-3.5136,5.3645,True,True,True,True
s060,1748,38.5051,20.771,22.3764,-3.5136,5.3645,True,True,True,True
s060,1749,21.2956,17.2095,22.1602,-3.5136,5.3645,True,True,True,True
s060,1750,17.1364,4.15921,21.1555,-3.5136,5.3645,True,True,True,True
s060,1751,43.4802,26.3438,25.6204,-3.5136,5.3645,True,True,True,True
s060,1752,12.8833,30.5969,23.073,-3.5136,5.3645,False,True,True,True
s060,1753,12.2069,0.676341,20.8998,-3.5136,5.3645,False,True,True,True
s060,1754,15.9074,3.70044,19.9013,-3.5136,5.3645,True,True,True,True
s060,1755,14.7282,1.17912,18.8667,-3.5136,5.3645,True,True,True,True
s060,1756,20.2951,5.56691,19.1524,-3.5136,5.3645,True,True,True,True
s060,1757,42.7964,22.5013,23.8812,-3.5136,5.3645,True,True,True,True
s060,1758,17.6255,25.1709,22.63,-3.5136,5.3645,True,True,True,True
s060,1759,11.4345,6.19098,20.3909,-3.5136,5.3645,False,True,True,True
s060,1760,21.4825,10.048,20.6093,-3.5136,5.3645,True,True,True,True
s060,1761,16.157,5.32553,19.7188,-3.5136,5.3645,True,True,True,True
s060,1762,17.0736,0.916644,19.1898,-3.5136,5.3645,True,True,True,True
s060,1763,16.4378,0.635858,18.6394,-3.5136,5.3645,True,True,True,True
s060,1764,19.7611,3.32329,18.8637,-3.5136,5.3645,True,True,True,True
s060,1765,17.2422,2.51889,18.5394,-3.5136,5.3645,True,True,True,True
s060,1766,11.7992,5.44298,17.1914,-3.5136,5.3645,False,True,True,True
s060,1767,2.97934,8.81986,14.349,-3.5136,5.3645,False,False,False,True
s060,1768,9.47148,6.49214,13.3735,-3.5136,5.3645,False,False,True,True
s060,1769,-8.20264,17.6741,9.05824,-3.5136,5.3645,False,False,False,False
s060,1770,-5.50211,2.70053,6.14617,-3.5136,5.3645,False,False,False,False
s060,1771,-2.37054,3.13156,4.44283,-3.5136,5.3645,False,False,False,False
s060,1772,0.165006,2.53555,3.58726,-3.5136,5.3645,False,False,False,False
s060,1773,-1.19426,1.35926,2.63096,-3.5136,5.3645,False,False,False,False
s060,1774,19.5871,20.7813,6.02218,-3.5136,5.3645,True,False,False,False
s060,1775,-0.0925603,19.6796,4.79924,-3.5136,5.3645,False,False,False,False
s060,1776,3.27444,3.367,4.49428,-3.5136,5.3645,False,False,False,False
s060,1777,0.533839,2.7406,3.70219,-3.5136,5.3645,False,False,False,False
s060,1778,-2.33345,2.86729,2.49506,-3.5136,5.3645,False,False,False,False
s060,1779,4.85982,7.19328,2.96801,-3.5136,5.3645,False,False,False,False
s060,1780,11.4548,6.59502,4.66538,-3.5136,5.3645,False,False,False,False
s060,1781,4.58678,6.86806,4.64966,-3.5136,5.3645,False,False,False,False
s060,1782,-10.6357,15.2225,1.59259,-3.5136,5.3645,False,False,False,False
s060,1783,0.582282,11.218,1.39053,-3.5136,5.3645,False,False,False,False
s060,1784,-1.93438,2.51666,0.725546,-3.5136,5.3645,False,False,False,False
s060,1785,18.7502,20.6846,4.33047,-3.5136,5.3645,True,False,False,False
s060,1786,-3.12288,21.8731,2.8398,-3.5136,5.3645,False,False,False,False
s060,1787,0.592591,3.71547,2.39036,-3.5136,5.3645,False,False,False,False
s060,1788,-1.68068,2.27327,1.57615,-3.5136,5.3645,False,False,False,False
s060,1789,16.0553,17.736,4.47198,-3.5136,5.3645,True,False,False,False
s060,1790,5.64145,10.4138,4.70587,-3.5136,5.3645,False,False,False,False
s060,1791,-3.90374,9.5452,2.98395,-3.5136,5.3645,False,False,False,False
s060,1792,2.62537,6.52911,2.91223,-3.5136,5.3645,False,False,False,False
s060,1793,-0.720086,3.34546,2.18577,-3.5136,5.3645,False,False,False,False
s060,1794,0.478149,1.19823,1.84425,-3.5136,5.3645,False,False,False,False
s060,1795,-2.75122,3.22937,0.925154,-3.5136,5.3645,False,False,False,False
s060,1796,1.09313,3.84435,0.958749,-3.5136,5.3645,False,False,False,False
s060,1797,0.345632,0.747498,0.836126,-3.5136,5.3645,False,False,False,False
s060,1798,-0.173971,0.519604,0.634106,-3.5136,5.3645,False,False,False,False
s060,1799,21.0734,21.2474,4.72197,-3.5136,5.3645,True,False,False,False
s060,1800,8.10222,12.9712,5.39802,-3.5136,5.3645,False,False,False,False
s060,1801,1.86456,6.23766,4.69132,-3.5136,5.3645,False,False,False,False
s060,1802,2.43956,0.574995,4.24097,-3.5136,5.3645,False,False,False,False
s060,1803,-0.145911,2.58547,3.36359,-3.5136,5.3645,False,False,False,False
s060,1804,-5.9514,5.80549,1.5006,-3.5136,5.3645,False,False,False,False
s060,1805,-4.18616,1.76524,0.363245,-3.5136,5.3645,False,False,False,False
s060,1806,1.66235,5.84851,0.623065,-3.5136,5.3645,False,False,False,False
s060,1807,29.8545,28.1921,6.46935,-3.5136,5.3645,True,False,False,False
s060,1808,8.48904,21.3655,6.87329,-3.5136,5.3645,False,False,False,False
s060,1809,6.09776,2.39128,6.71818,-3.5136,5.3645,False,False,False,False
s060,1810,-1.37267,7.47043,5.10001,-3.5136,5.3645,False,False,False,False
s060,1811,1.20714,2.57981,4.32144,-3.5136,5.3645,False,False,False,False
s060,1812,9.30401,8.09687,5.31795,-3.5136,5.3645,False,False,False,False
s060,1813,4.28508,5.01893,5.11138,-3.5136,5.3645,False,False,False,False
s060,1814,-2.69226,6.97734,3.55065,-3.5136,5.3645,False,False,False,False
s060,1815,0.341291,3.03355,2.90878,-3.5136,5.3645,False,False,False,False
s060,1816,-1.4442,1.78549,2.03818,-3.5136,5.3645,False,False,False,False
s060,1817,-15.1906,13.7464,-1.40757,-3.5136,5.3645,True,False,False,False
s060,1818,-4.72193,10.4687,-2.07044,-3.5136,5.3645,False,False,False,False
s060,1819,-4.79656,0.0746278,-2.61567,-3.5136,5.3645,False,False,False,False
s060,1820,2.91035,7.7069,-1.51046,-3.5136,5.3645,False,False,False,False
s060,1821,-4.21621,7.12656,-2.05161,-3.5136,5.3645,False,False,True,False
s060,1822,-1.08609,3.13012,-1.85851,-3.5136,5.3645,False,False,False,False
s060,1823,0.99411,2.0802,-1.28798,-3.5136,5.3645,False,False,False,False
s060,1824,-0.233118,1.22723,-1.07701,-3.5136,5.3645,False,False,False,False
s060,1825,0.550979,0.784097,-0.751412,-3.5136,5.3645,False,False,False,False
s060,1826,-8.66435,9.21533,-2.334,-3.5136,5.3645,False,False,False,False
s060,1827,1.7924,10.4567,-1.50872,-3.5136,5.3645,False,False,False,False
s060,1828,-2.09455,3.88694,-1.62588,-3.5136,5.3645,False,False,False,False
s060,1829,-2.15054,0.0559968,-1.73082,-3.5136,5.3645,False,False,False,False
s060,1830,1.97582,4.12636,-0.989489,-3.5136,5.3645,False,False,False,False
s060,1831,7.83624,5.86042,0.775657,-3.5136,5.3645,False,False,False,False
s060,1832,-5.03737,12.8736,-0.386949,-3.5136,5.3645,False,False,False,False
s060,1833,1.15513,6.1925,-0.0785337,-3.5136,5.3645,False,False,False,False
s060,1834,-0.663641,1.81877,-0.195555,-3.5136,5.3645,False,False,False,False
s060,1835,-0.454275,0.209366,-0.247299,-3.5136,5.3645,False,False,False,False
s060,1836,0.133075,0.58735,-0.171224,-3.5136,5.3645,False,False,False,False
s060,1837,2.3756,2.24253,0.338141,-3.5136,5.3645,False,False,False,False
s060,1838,-2.65986,5.03547,-0.261459,-3.5136,5.3645,False,False,False,False
s060,1839,15.9729,18.6328,2.98542,-3.5136,5.3645,True,False,False,False
s060,1840,-0.40708,16.38,2.30692,-3.5136,5.3645,False,False,False,False
s060,1841,-2.20767,1.80058,1.404,-3.5136,5.3645,False,False,False,False
s060,1842,5.43078,7.63845,2.20936,-3.5136,5.3645,False,False,False,False
s060,1843,-1.90806,7.33884,1.38587,-3.5136,5.3645,False,False,False,False
s060,1844,20.8216,22.7296,5.27302,-3.5136,5.3645,True,False,False,False
s060,1845,25.4295,4.6079,9.30431,-3.5136,5.3645,True,True,False,False
s060,1846,2.95504,22.4744,8.03445,-3.5136,5.3645,False,False,False,False
s060,1847,-0.988576,3.94361,6.22985,-3.5136,5.3645,False,False,False,False
s060,1848,8.05299,9.04157,6.59448,-3.5136,5.3645,False,False,False,False
s060,1849,5.47288,2.58012,6.37016,-3.5136,5.3645,False,False,False,False
s060,1850,13.7419,8.26899,7.8445,-3.5136,5.3645,False,False,False,False
s060,1851,1.43679,12.3051,6.56296,-3.5136,5.3645,False,False,False,False
s060,1852,-4.86947,6.30626,4.27647,-3.5136,5.3645,False,False,False,False
s060,1853,-0.603126,4.26635,3.30055,-3.5136,5.3645,False,False,False,False
s060,1854,15.2779,15.881,5.69601,-3.5136,5.3645,True,False,False,False
s060,1855,-2.88439,18.1622,3.97993,-3.5136,5.3645,False,False,False,False
s060,1856,1.33541,4.2198,3.45103,-3.5136,5.3645,False,False,False,False
s060,1857,6.14023,4.80482,3.98887,-3.5136,5.3645,False,False,False,False
s060,1858,24.3973,18.257,8.07055,-3.5136,5.3645,True,False,False,False
s060,1859,1.94278,22.4545,6.84499,-3.5136,5.3645,False,False,False,False
s060,1860,1.13848,0.8043,5.70369,-3.5136,5.3645,False,False,False,False
s060,1861,2.52802,1.38953,5.06856,-3.5136,5.3645,False,False,False,False
s060,1862,-0.67961,3.20763,3.91892,-3.5136,5.3645,False,False,False,False
s060,1863,0.477435,1.15705,3.23063,-3.5136,5.3645,False,False,False,False
s060,1864,0.627626,0.150191,2.71003,-3.5136,5.3645,False,False,False,False
s060,1865,-1.04369,1.67132,1.95928,-3.5136,5.3645,False,False,False,False
s060,1866,1.27946,2.32315,1.82332,-3.5136,5.3645,False,False,False,False
s511,0,64.6707,,50.4777,26.5598,67.299,False,False,False,False
s511,1,141.436,76.7658,68.6694,26.5598,67.299,True,False,False,False
s511,2,240.777,99.3402,103.091,26.5598,67.299,True,True,False,False
s511,3,113.559,127.217,105.185,26.5598,67.299,True,True,False,False
s511,4,148.066,34.507,113.761,26.5598,67.299,True,True,True,False
s511,5,68.7351,79.3312,104.756,26.5598,67.299,False,False,True,False
s511,6,159.524,90.7887,115.709,26.5598,67.299,True,True,True,False
s511,7,79.1209,80.4029,108.392,26.5598,67.299,False,False,True,True
s511,8,138.583,59.4618,114.43,26.5598,67.299,True,True,True,True
s511,9,86.0068,52.5759,108.745,26.5598,67.299,False,False,True,True
s511,10,87.1111,1.1043,104.418,26.5598,67.299,False,False,True,True
s511,11,67.9406,19.1705,97.1229,26.5598,67.299,False,False,True,True
s511,12,94.8247,26.8841,96.6632,26.5598,67.299,False,False,True,True
s511,13,55.0265,39.7982,88.3359,26.5598,67.299,False,False,False,True
s511,14,125.538,70.512,95.7764,26.5598,67.299,True,True,True,True
s511,15,263.454,137.915,129.312,26.5598,67.299,True,True,True,True
s511,16,68.5315,194.922,117.156,26.5598,67.299,False,False,True,True
s511,17,89.7338,21.2023,111.671,26.5598,67.299,False,True,True,True
s511,18,102.913,13.1788,109.92,26.5598,67.299,False,True,True,True
s511,19,349.206,246.294,157.777,26.5598,67.299,True,True,True,True
s511,20,87.8049,261.401,143.783,26.5598,67.299,False,True,True,True
s511,21,64.3929,23.412,127.905,26.5598,67.299,False,False,False,True
s511,22,42.9066,21.4863,110.905,26.5598,67.299,False,False,False,False
s511,23,60.1156,17.209,100.747,26.5598,67.299,False,False,False,False
s511,24,60.3279,0.2123,92.6633,26.5598,67.299,False,False,False,False
s511,25,65.8494,5.5215,87.3005,26.5598,67.299,False,False,False,False
s511,26,48.0962,17.7532,79.4597,26.5598,67.299,False,False,False,False
s511,27,69.6774,21.5812,77.5032,26.5598,67.299,False,False,False,False
s511,28,60.6581,9.0193,74.1342,26.5598,67.299,False,False,False,False
s511,29,51.8436,8.8145,69.6761,26.5598,67.299,False,False,False,False
s511,30,49.1677,2.6759,65.5744,26.5598,67.299,False,False,False,True
s511,31,59.4595,10.2918,64.3514,26.5598,67.299,False,False,False,True
s511,32,67.6218,8.1623,65.0055,26.5598,67.299,False,False,False,True
s511,33,37.9822,29.6396,59.6008,26.5598,67.299,False,False,False,False
s511,34,78.7062,40.724,63.4219,26.5598,67.299,False,False,False,False
s511,35,95,16.2938,69.7375,26.5598,67.299,False,False,False,False
s511,36,75.513,19.487,70.8926,26.5598,67.299,False,False,True,False
s511,37,57.2246,18.2884,68.159,26.5598,67.299,False,False,False,False
s511,38,172.076,114.851,88.9423,26.5598,67.299,True,False,True,False
s511,39,40.7507,131.325,79.304,26.5598,67.299,False,False,False,False
s511,40,75.2941,34.5434,78.502,26.5598,67.299,False,False,False,False
s511,41,21.9709,53.3232,67.1958,26.5598,67.299,False,False,False,False
s511,42,70.5167,48.5458,67.86,26.5598,67.299,False,False,False,False
s511,43,42.1053,28.4114,62.709,26.5598,67.299,False,False,False,False
s511,44,76.8946,34.7893,65.5461,26.5598,67.299,False,False,False,False
s511,45,113.004,36.1099,75.0378,26.5598,67.299,True,False,False,False
s511,46,41.0619,71.9426,68.2426,26.5598,67.299,False,False,False,False
s511,47,42.7002,1.6383,63.1341,26.5598,67.299,False,False,False,False
s511,48,96.9697,54.2695,69.9013,26.5598,67.299,False,False,False,False
s511,49,18.0064,78.9633,59.5223,26.5598,67.299,False,False,False,False
s511,50,49.0667,31.0603,57.4312,26.5598,67.299,False,False,False,False
s511,51,90.4847,41.418,64.0419,26.5598,67.299,False,False,False,False
s511,52,67.8869,22.5978,64.8109,26.5598,67.299,False,False,False,False
s511,53,50.0803,17.8066,61.8648,26.5598,67.299,False,False,False,False
s511,54,200.712,150.631,89.6342,26.5598,67.299,True,False,False,False
s511,55,33.1903,167.521,78.3454,26.5598,67.299,False,False,False,False
s511,56,111.945,78.7551,85.0654,26.5598,67.299,True,True,False,False
s511,57,101.129,10.8167,88.278,26.5598,67.299,False,True,False,False
s511,58,31.6049,69.5238,76.9434,26.5598,67.299,False,False,False,False
s511,59,80,48.3951,77.5547,26.5598,67.299,False,False,False,False
s511,60,102.632,22.6316,82.5701,26.5598,67.299,False,False,True,False
s511,61,218.182,115.55,109.692,26.5598,67.299,True,True,True,False
s511,62,66.5208,151.661,101.058,26.5598,67.299,False,False,False,False
s511,63,87.7193,21.1985,98.3904,26.5598,67.299,False,True,True,False
s511,64,74.7826,12.9367,93.6688,26.5598,67.299,False,False,True,False
s511,65,54.5809,20.2017,85.8512,26.5598,67.299,False,False,False,False
s511,66,89.9297,35.3488,86.6669,26.5598,67.299,False,False,False,True
s511,67,53.6913,36.2384,80.0718,26.5598,67.299,False,False,False,True
s511,68,68.8172,15.1259,77.8209,26.5598,67.299,False,False,False,True
s511,69,102.326,33.5084,82.7218,26.5598,67.299,False,False,False,True
s511,70,54.5781,47.7475,77.0931,26.5598,67.299,False,False,False,True
s511,71,111.475,56.8973,83.9695,26.5598,67.299,True,True,False,True
s511,72,174.899,63.4234,102.155,26.5598,67.299,True,True,True,True
s511,73,51.4469,123.452,92.0137,26.5598,67.299,False,False,False,True
s511,74,76.0181,24.5712,88.8146,26.5598,67.299,False,False,False,True
s511,75,65.3386,10.6795,84.1194,26.5598,67.299,False,False,False,True
s511,76,90,24.6614,85.2955,26.5598,67.299,False,False,False,True
s511,77,79.292,10.708,84.0948,26.5598,67.299,False,False,False,True
s511,78,54.8463,24.4457,78.2451,26.5598,67.299,False,False,False,True
s511,79,98.3607,43.5144,82.2682,26.5598,67.299,False,False,False,True
s511,80,39.2906,59.0701,73.6727,26.5598,67.299,False,False,False,False
s511,81,56.6372,17.3466,70.2656,26.5598,67.299,False,False,False,False
s511,82,68.6627,12.0255,69.945,26.5598,67.299,False,False,False,False
s511,83,68.2464,0.4163,69.6053,26.5598,67.299,False,False,False,False
s511,84,85.5346,17.2882,72.7912,26.5598,67.299,False,False,False,False
s511,85,46.62,38.9146,67.5569,26.5598,67.299,False,False,False,False
s511,86,30.4762,16.1438,60.1408,26.5598,67.299,False,False,False,False
s511,87,62.6959,32.2197,60.6518,26.5598,67.299,False,False,False,False
s511,88,77.2118,14.5159,63.9638,26.5598,67.299,False,False,False,False
s511,89,76.815,0.3968,66.534,26.5598,67.299,False,False,False,False
s511,90,122.762,45.9471,77.7797,26.5598,67.299,True,False,False,False
s511,91,76.5957,46.1664,77.5429,26.5598,67.299,False,False,True,False
s511,92,99.389,22.7933,81.9121,26.5598,67.299,False,True,True,False
s511,93,87.3016,12.0874,82.99,26.5598,67.299,False,False,True,False
s511,94,115.349,28.0472,89.4618,26.5598,67.299,True,True,True,True
s511,95,65.2361,50.1127,84.6166,26.5598,67.299,False,False,False,True
s511,96,117.874,52.6383,91.2682,26.5598,67.299,True,True,True,True
s511,97,116.583,1.2915,96.3311,26.5598,67.299,True,True,True,True
s511,98,100.756,15.8272,97.216,26.5598,67.299,False,True,True,True
s511,99,103.333,2.5776,98.4395,26.5598,67.299,False,True,True,True
s511,100,45.0704,58.2629,87.7657,26.5598,67.299,False,False,False,False
s511,101,92.2034,47.133,88.6532,26.5598,67.299,False,True,True,False
s511,102,70.6306,21.5728,85.0487,26.5598,67.299,False,False,True,False
