feature,center,sigma,lcl,ucl,mr_bar,mr_ucl,degenerate
s429,2.5461,1.04924,-0.601608,5.69381,3.74986,12.2508,False
s430,3.4654,1.56444,-1.22792,8.15872,2.49598,8.15435,False
s431,11.15,7.08727,-10.1118,32.4118,17.9695,58.7064,False
s432,16.4494,7.99181,-7.52602,40.4248,18.5778,60.6935,False
s433,58.2951,51.8855,-97.3614,213.952,104.639,341.855,False
s434,150.979,209.838,-478.537,780.494,221.053,722.18,False
s435,10.1886,3.8681,-1.41571,21.7929,12.0819,39.4716,False
s436,4.5511,1.69802,-0.542965,9.64517,10.078,32.9248,False
s437,2.7626,1.33078,-1.22975,6.75495,9.4728,30.9476,False
s438,3.7838,1.16577,0.286495,7.28111,1.42572,4.65784,False
s439,49.0909,21.4614,-15.2932,113.475,26.5469,86.7287,False
s440,65.4185,27.1513,-16.0354,146.872,31.6394,103.366,False
s441,12.1129,6.66725,-7.88886,32.1147,6.1298,20.0261,False
s442,0.805954,0.186876,0.245325,1.36658,0.194867,0.636629,False
s443,1.2662,0.503565,-0.244495,2.7769,0.638578,2.08623,False
s444,0.6435,0.140402,0.222293,1.06471,0.158354,0.517344,False
s445,0.9033,0.14233,0.476311,1.33029,0.161402,0.527299,False
s446,0.6511,0.141737,0.22589,1.07631,0.15654,0.511417,False
s447,1.1629,0.169016,0.655851,1.66995,0.173692,0.56745,False
s448,0.2797,0.0842117,0.027065,0.532335,0.0917812,0.299849,False
s449,0.2512,0.11416,-0.0912806,0.593681,0.20665,0.675127,False
s450,0,0,0,0,0,0,True
s451,0,0,0,0,0,0,True
s452,0,0,0,0,0,0,True
s453,5.2723,0.848195,2.72771,7.81689,0.885131,2.89172,False
s454,5.23625,2.3191,-1.72104,12.1935,2.20391,7.20018,False
s455,7.41695,2.7331,-0.782347,15.6162,2.79572,9.13361,False
s456,3.7215,1.04279,0.59314,6.84986,0.835232,2.7287,False
s457,11.3672,4.10628,-0.951649,23.686,5.08072,16.5987,False
s458,4.8107,1.6255,-0.0658048,9.6872,2.1767,7.11129,False
s459,0,0,0,0,0,0,True
s460,2.8322,0.747156,0.590731,5.07367,0.76784,2.50853,False
s461,26.1627,10.6818,-5.88259,58.208,12.7152,41.5406,False
s462,0,0,0,0,0,0,True
s463,0,0,0,0,0,0,True
s464,0,0,0,0,0,0,True
s465,0,0,0,0,0,0,True
s466,0,0,0,0,0,0,True
s467,0,0,0,0,0,0,True
s468,5.645,1.19788,2.05137,9.23863,3.24584,10.6042,False
s469,150.34,191.351,-423.714,724.394,219.429,716.874,False
s470,5.4775,0.840782,2.95515,7.99985,1.33895,4.37436,False
s471,4.0566,2.33613,-2.9518,11.065,3.56745,11.6549,False
s472,7.4025,2.6672,-0.599092,15.4041,5.93554,19.3914,False
s473,138.453,45.8809,0.810119,276.096,48.1336,157.252,False
s474,34.1732,15.9448,-13.6613,82.0077,20.3256,66.4039,False
s475,32.82,15.7537,-14.4409,80.081,20.1951,65.9773,False
s476,4.2796,0.833666,1.7786,6.7806,1.07042,3.49707,False
s477,15.9791,7.81775,-7.47415,39.4323,11.7871,38.5086,False
s478,5.2435,1.8448,-0.290915,10.7779,3.23686,10.5748,False
s479,0,0,0,0,0.249688,0.81573,True
s480,3.1834,0.720395,1.02221,5.34459,1.04034,3.39879,False
s481,70.7634,28.3909,-14.4093,155.936,34.3193,112.121,False
s482,0,0,0,0,0,0,True
s483,291.457,432.114,-1004.88,1587.8,320.426,1046.83,False
s484,148.739,120.293,-212.139,509.616,177.653,580.394,False
s485,140.159,127.405,-242.056,522.374,205.145,670.208,False
s486,112.939,129.407,-275.281,501.159,207.558,678.093,False
s487,252.983,375.072,-872.234,1378.2,311.391,1017.31,False
s488,111.158,164.803,-383.251,605.567,247.275,807.848,False
s489,348.262,265.402,-447.944,1144.47,275.056,898.608,False
s490,219.711,183.098,-329.582,769.004,241.709,789.665,False
s491,48.5284,16.4342,-0.774129,97.8309,19.9378,65.1367,False
s492,2.2508,0.811575,-0.183926,4.68553,1.09841,3.58849,False
s493,7.9972,1.61944,3.13887,12.8555,1.82282,5.95514,False
s494,2.5372,1.12915,-0.850244,5.92464,1.0655,3.48098,False
s495,0.2323,0.185325,-0.323675,0.788275,1.45966,4.7687,False
s496,6.6286,1.96667,0.728593,12.5286,2.40044,7.84225,False
s497,22.0497,10.2909,-8.82292,52.9223,20.6437,67.4428,False
s498,10.8846,4.56374,-2.80662,24.5758,5.26405,17.1976,False
s499,0,0,0,0,0,0,True
s500,0,0,0,0,340.977,1113.97,True
s501,0,0,0,0,332.155,1085.15,True
s502,0,0,0,0,0,0,True
s503,0,0,0,0,0,0,True
s504,0,0,0,0,0,0,True
s505,0,0,0,0,0,0,True
s506,0,0,0,0,0,0,True
s507,0,0,0,0,0,0,True
s508,0,0,0,0,0,0,True
s509,0,0,0,0,0,0,True
s510,0,0,0,0,0,0,True
s511,46.9294,20.3696,-14.1794,108.038,26.9799,88.1432,False
s512,0,0,0,0,341.622,1116.08,True
s513,0,0,0,0,0,0,True
s514,0,0,0,0,0,0,True
s515,0,0,0,0,0,0,True
s516,0,0,0,0,0,0,True
s517,0.17573,0.0973259,-0.116248,0.467708,1.023,3.34215,False
s518,1.1582,0.521282,-0.405646,2.72205,1.15915,3.78695,False
s519,1.5788,0.569615,-0.130045,3.28764,0.96924,3.16651,False
s520,5.7852,3.3125,-4.1523,15.7227,10.6907,34.9266,False
s521,2.221,1.01484,-0.823519,5.26552,1.89078,6.17717,False
s522,0,0,0,0,22.6281,73.926,True
s523,13.7426,5.56954,-2.96601,30.4512,6.66456,21.7731,False
s524,0.0997,0.0422541,-0.0270623,0.226462,0.698559,2.28219,False
s525,4.8771,1.94176,-0.948184,10.7024,2.98122,9.73965,False
s526,5.1314,1.64539,0.195232,10.0676,2.21801,7.24624,False
s527,1.5633,1.38,-2.57671,5.70331,1.04595,3.41712,False
s528,6.4045,1.98503,0.449404,12.3596,1.63074,5.32762,False
s529,0,0,0,0,0,0,True
s530,0,0,0,0,0,0,True
s531,0,0,0,0,0,0,True
s532,0,0,0,0,0,0,True
s533,0,0,0,0,0,0,True
s534,0,0,0,0,0,0,True
s535,0,0,0,0,0,0,True
s536,0,0,0,0,0,0,True
s537,0,0,0,0,0,0,True
s538,0,0,0,0,0,0,True
s539,0,0,0,0,0,0,True
s540,3.042,1.49921,-1.45562,7.53962,0.631409,2.06281,False
s541,1.7855,0.756442,-0.483826,4.05483,0.37845,1.23639,False
s542,9.4593,2.7391,1.24199,17.6766,2.48288,8.11156,False
s543,0.1096,0.00044478,0.108266,0.110934,0.00171334,0.0055975,False
s544,0.0078,0.00014826,0.00735522,0.00824478,0.00103143,0.00336969,False
s545,0.0026,0,0.0026,0.0026,0.000218318,0.000713245,True
s546,7.116,0.142774,6.68768,7.54432,0.906735,2.9623,False
s547,0.91145,0.344556,-0.122219,1.94512,0.392312,1.28168,False
s548,403.135,4.90592,388.417,417.853,5.17597,16.9099,False
s549,74.071,1.77912,68.7336,79.4084,3.05943,9.99517,False
s550,0.47055,0.366276,-0.628279,1.56938,0.550748,1.79929,False
s551,16.32,2.65385,8.35844,24.2816,3.71121,12.1245,False
s552,1.16,0.385476,0.003572,2.31643,0.571943,1.86854,False
s553,0.19745,0.152041,-0.258672,0.653572,0.228375,0.746102,False
s554,7.42415,1.21803,3.77006,11.0782,1.70508,5.57048,False
s555,0.47995,0.163531,-0.0106423,0.970542,0.241233,0.788109,False
s556,54.3556,34.2386,-48.3601,157.071,33.8226,110.498,False
s557,4.0671,0.657088,2.09584,6.03836,0.917424,2.99722,False
s558,1.5342,0.481845,0.088665,2.97973,0.736836,2.40724,False
s559,0.9727,0.0309122,0.879963,1.06544,0.0617389,0.201701,False
s560,0.2909,0.215199,-0.354698,0.936498,0.20638,0.674242,False
s561,0.0592,0.0366202,-0.0506607,0.169061,0.047164,0.154085,False
s562,29.5087,21.0576,-33.664,92.6815,19.4468,63.5328,False
s563,264.272,3.65609,253.304,275.24,7.58813,24.7904,False
s564,0.65115,0.124613,0.277312,1.02499,0.124538,0.406864,False
s565,5.16,1.57156,0.445332,9.87467,2.67934,8.75341,False
s566,0.11915,0.0466278,-0.0207333,0.259033,0.0800281,0.261452,False
s567,2.1596,0.601571,0.354886,3.96431,1.03746,3.38937,False
s568,0.0485,0.0152708,0.00268766,0.0943123,0.0318938,0.104197,False
s569,2.0043,0.59052,0.232741,3.77586,1.01815,3.32629,False
s570,16.9642,5.2831,1.11491,32.8135,9.91072,32.3783,False
s571,532.398,2.71316,524.259,540.538,6.91037,22.5762,False
s572,2.1201,0.21898,1.46316,2.77704,0.239282,0.781734,False
s573,8.65,1.94221,2.82338,14.4766,37.6411,122.974,False
s574,0.2936,0.0939968,0.0116095,0.575591,0.182845,0.597355,False
s575,2.9771,0.682886,0.928443,5.02576,11.8917,38.8503,False
s576,0.0895,0.0278729,0.00588136,0.173119,0.052136,0.170328,False
s577,1.6245,0.370353,0.51344,2.73556,7.43201,24.2804,False
s578,13.8172,4.25981,1.03778,26.5966,8.71481,28.4713,False
s579,0.0203,0.0103041,-0.0106122,0.0512122,0.0125276,0.0409277,False
s580,0.0148,0.00681996,-0.00565988,0.0352599,0.00893714,0.0291976,False
s581,0.0047,0.0022239,-0.0019717,0.0113717,0.00292571,0.00955829,False
s582,73.0589,47.2003,-68.5419,214.66,77.9895,254.792,False
s583,0.5002,0.00326172,0.490415,0.509985,0.00363419,0.0118729,False
s584,0.0138,0.00355824,0.00312528,0.0244747,0.00607381,0.0198432,False
s585,0.0036,0.0007413,0.0013761,0.0058239,0.0012334,0.00402953,False
s586,2.76035,0.70468,0.646311,4.87439,1.22347,3.99709,False
s587,0.0205,0.0105265,-0.0110794,0.0520794,0.00526181,0.0171903,False
s588,0.0148,0.00681996,-0.00565988,0.0352599,0.00372759,0.012178,False
s589,0.0046,0.00207564,-0.00162692,0.0108269,0.00122234,0.00399339,False
s590,72.023,47.8589,-71.5538,215.6,32.1221,104.943,False
