feature,center,sigma,lcl,ucl,mr_bar,mr_ucl,degenerate
s430,3.514,1.55288,-1.14463,8.17263,2.64647,8.64601,False
s431,10.7352,6.88742,-9.92705,31.3975,18.9489,61.9061,False
s432,16.8996,7.53368,-5.70145,39.5007,19.6192,64.0958,False
s433,59.5302,52.6802,-98.5104,217.571,105.608,345.021,False
s434,138.306,193.225,-441.369,717.981,219.027,715.561,False
s435,10.2719,3.79783,-1.12158,21.6654,12.7999,41.8172,False
s436,4.5263,1.59765,-0.266649,9.31925,10.7496,35.1189,False
s437,2.6956,1.28008,-1.14463,6.53583,10.4017,33.9823,False
s438,3.7196,1.16547,0.223184,7.21602,1.42635,4.65989,False
s439,47.5771,20.7076,-14.5458,109.7,26.4326,86.3554,False
s440,63.2258,26.6961,-16.8626,143.314,31.8249,103.972,False
s441,11.4404,6.55028,-8.21043,31.0912,5.90506,19.2918,False
s442,0.8198,0.182434,0.272498,1.3671,0.196435,0.641752,False
s443,1.2323,0.494744,-0.251931,2.71653,0.595537,1.94562,False
s444,0.6451,0.140476,0.223671,1.06653,0.157631,0.51498,False
s445,0.9043,0.137734,0.491099,1.3175,0.162951,0.532362,False
s446,0.657,0.139661,0.238017,1.07598,0.155085,0.506664,False
s447,1.1741,0.172575,0.656376,1.69182,0.175006,0.571746,False
s448,0.2801,0.0836186,0.0292441,0.530956,0.0900134,0.294074,False
s449,0.24425,0.109193,-0.0833305,0.57183,0.221496,0.723628,False
s450,0,0,0,0,0,0,True
s451,0,0,0,0,0,0,True
s452,0,0,0,0,0,0,True
s453,5.17715,0.798084,2.7829,7.5714,0.873188,2.85271,False
s454,5.01345,2.27208,-1.8028,11.8297,2.20976,7.21929,False
s455,7.07095,2.44177,-0.254354,14.3963,2.72274,8.89518,False
s456,3.8742,1.05391,0.712481,7.03592,0.806522,2.63491,False
s457,11.0938,4.02793,-0.989983,23.1776,5.2271,17.0769,False
s458,4.74055,1.64257,-0.187168,9.66827,2.24423,7.33191,False
s459,0,0,0,0,0,0,True
s460,2.89675,0.713205,0.757136,5.03636,0.773234,2.52616,False
s461,26.1769,10.6891,-5.8904,58.2442,12.9555,42.3257,False
s462,0,0,0,0,0,0,True
s463,0,0,0,0,0,0,True
s464,0,0,0,0,0,0,True
s465,0,0,0,0,0,0,True
s466,0,0,0,0,0,0,True
s467,0,0,0,0,0,0,True
s468,5.7142,1.01128,2.68036,8.74804,3.11882,10.1892,False
s469,130.689,168.264,-374.102,635.481,213.398,697.171,False
s470,5.4209,0.808165,2.9964,7.8454,1.26525,4.13359,False
s471,3.7782,2.09358,-2.50254,10.0589,3.39202,11.0817,False
s472,7.5067,2.59485,-0.27784,15.2912,5.57727,18.2209,False
s473,138.255,46.8061,-2.16323,278.674,47.5584,155.373,False
s474,32.674,14.5946,-11.1096,76.4577,19.341,63.1871,False
s475,30.7152,14.3966,-12.4747,73.9052,19.5004,63.7077,False
s476,4.3864,0.738038,2.17229,6.60051,0.935456,3.05613,False
s477,16.4223,8.55223,-9.23439,42.079,12.6453,41.3121,False
s478,5.2964,1.8998,-0.403011,10.9958,3.26726,10.6741,False
s479,0,0,0,0,0,0,True
s480,3.251,0.724695,1.07692,5.42508,0.998196,3.26111,False
s481,72.3709,31.1057,-20.9462,165.688,36.1973,118.256,False
s482,0,0,0,0,0,0,True
s483,295.305,437.82,-1018.15,1608.76,326.233,1065.8,False
s484,139.542,106.163,-178.948,458.031,166.158,542.837,False
s485,149.169,146.397,-290.022,588.361,219.955,718.593,False
s486,111.625,122.492,-255.851,479.101,196.69,642.586,False
s487,256.861,380.822,-885.605,1399.33,299.831,979.547,False
s488,108.616,161.034,-374.485,591.717,234.087,764.762,False
s489,354.393,252.782,-403.951,1112.74,270.782,884.646,False
s490,222.364,182.046,-323.775,768.503,242.545,792.394,False
s491,49.758,17.1964,-1.83114,101.347,20.4027,66.6558,False
s492,2.2358,0.825512,-0.240735,4.71234,1.03817,3.39169,False
s493,7.9768,1.63501,3.07177,12.8818,2.00571,6.55267,False
s494,2.578,1.15361,-0.882833,6.03883,1.07559,3.51394,False
s495,0.2413,0.204599,-0.372496,0.855096,1.43267,4.68052,False
s496,6.6079,1.97631,0.678983,12.5368,2.42509,7.92277,False
s497,21.7883,9.94024,-8.03242,51.609,20.0074,65.3641,False
s498,10.8641,4.47612,-2.56425,24.2925,5.27699,17.2399,False
s499,0,0,0,0,0,0,True
s500,0,0,0,0,348.309,1137.92,True
s501,0,0,0,0,334.854,1093.97,True
s502,0,0,0,0,0,0,True
s503,0,0,0,0,0,0,True
s504,0,0,0,0,0,0,True
s505,0,0,0,0,0,0,True
s506,0,0,0,0,0,0,True
s507,0,0,0,0,0,0,True
s508,0,0,0,0,0,0,True
s509,0,0,0,0,0,0,True
s510,0,0,0,0,0,0,True
s511,49.0251,21.5757,-15.702,113.752,28.8267,94.1768,False
s512,0,0,0,0,343.215,1121.28,True
s513,0,0,0,0,0,0,True
s514,0,0,0,0,0,0,True
s515,0,0,0,0,0,0,True
s516,0,0,0,0,0,0,True
s517,0.19795,0.123945,-0.173886,0.569786,0.15625,0.51047,False
s518,0.98535,0.310086,0.0550926,1.91561,0.461483,1.50766,False
s519,1.5603,0.498005,0.066284,3.05432,0.520323,1.6999,False
s520,5.8624,3.41102,-4.37065,16.0955,10.953,35.7834,False
s521,2.2709,1.02359,-0.799861,5.34166,1.72071,5.62157,False
s522,0,0,0,0,21.7018,70.8999,True
s523,13.5705,5.50549,-2.94596,30.087,6.34626,20.7332,False
s524,0.0974,0.0415128,-0.0271384,0.221938,0.776636,2.53727,False
s525,4.9617,1.97808,-0.972555,10.896,3.23303,10.5623,False
s526,5.089,1.54665,0.449055,9.72894,2.17575,7.10818,False
s527,1.6078,1.38356,-2.54289,5.75849,1.04407,3.41097,False
s528,6.6019,2.14784,0.158372,13.0454,1.63622,5.34553,False
s529,0,0,0,0,0,0,True
s530,0,0,0,0,0,0,True
s531,0,0,0,0,0,0,True
s532,0,0,0,0,0,0,True
s533,0,0,0,0,0,0,True
s534,0,0,0,0,0,0,True
s535,0,0,0,0,0,0,True
s536,0,0,0,0,0,0,True
s537,0,0,0,0,0,0,True
s538,0,0,0,0,0,0,True
s539,0,0,0,0,0,0,True
s540,2.9906,1.45665,-1.37936,7.36056,0.551259,1.80096,False
s541,1.77825,0.78689,-0.58242,4.13892,0.367992,1.20223,False
s542,9.5858,2.70085,1.48324,17.6884,2.52952,8.26393,False
s543,0.1096,0,0.1096,0.1096,0.00136743,0.0044674,True
s544,0.0078,0,0.0078,0.0078,0.000852982,0.00278669,True
s545,0.0026,0,0.0026,0.0026,0.000182339,0.000595703,True
s546,7.116,0,7.116,7.116,0.751028,2.45361,True
s547,0.9406,0.383993,-0.21138,2.09258,0.414565,1.35438,False
s548,404.216,5.4278,387.933,420.499,5.38317,17.5868,False
s549,74.525,2.52339,66.9548,82.0952,3.39688,11.0976,False
s550,0.5007,0.410977,-0.73223,1.73363,0.584654,1.91006,False
s551,16.49,2.9059,7.77231,25.2077,3.77884,12.3455,False
s552,1.13,0.385476,-0.026428,2.28643,0.629563,2.05678,False
s553,0.20985,0.170425,-0.301425,0.721125,0.242954,0.79373,False
s554,7.4923,1.32619,3.51374,11.4709,1.75757,5.74197,False
s555,0.4681,0.185103,-0.0872078,1.02341,0.269623,0.880858,False
s556,56.7032,31.5529,-37.9555,151.362,35.0476,114.5,False
s557,4.08395,0.716022,1.93588,6.23202,0.933937,3.05117,False
s558,1.47625,0.50312,-0.0331109,2.98561,0.806165,2.63374,False
s559,0.9721,0.0268351,0.891595,1.05261,0.0598535,0.195541,False
s560,0.2909,0.212753,-0.347359,0.929159,0.213914,0.698856,False
s561,0.0562,0.0329137,-0.0425412,0.154941,0.0480688,0.157041,False
s562,29.3353,20.181,-31.2077,89.8783,20.4083,66.6738,False
s563,264.272,3.73912,253.055,275.489,7.31836,23.9091,False
s564,0.6558,0.131507,0.26128,1.05032,0.12152,0.397005,False
s565,5.26,1.58638,0.500854,10.0191,2.64241,8.63276,False
s566,0.1226,0.0517427,-0.0326282,0.277828,0.0801953,0.261998,False
s567,2.1939,0.625657,0.316928,4.07087,1.03536,3.38254,False
s568,0.0492,0.0163086,0.0002742,0.0981258,0.0320558,0.104726,False
s569,2.0436,0.580586,0.301842,3.78536,1.00996,3.29954,False
s570,17.4256,5.48518,0.970074,33.8811,10.0055,32.6879,False
s571,532.565,2.74696,524.324,540.805,7.27453,23.7659,False
s572,2.1417,0.234844,1.43717,2.84623,0.227946,0.7447,False
s573,8.72,1.83842,3.20473,14.2353,32.5581,106.367,False
s574,0.2936,0.092959,0.0147229,0.572477,0.176607,0.576976,False
s575,3.0029,0.669097,0.995608,5.01019,10.4872,34.2616,False
s576,0.0888,0.0272798,0.00696048,0.17064,0.0507089,0.165666,False
s577,1.6331,0.354193,0.570521,2.69568,6.54978,21.3981,False
s578,13.7332,4.23653,1.02361,26.4428,8.14645,26.6145,False
s579,0.021,0.0103782,-0.0101346,0.0521346,0.012782,0.0417589,False
s580,0.0146,0.0066717,-0.0054151,0.0346151,0.00828246,0.0270588,False
s581,0.0046,0.00207564,-0.00162692,0.0108269,0.00268434,0.00876975,False
s582,69.3607,43.6221,-61.5056,200.227,71.0786,232.214,False
s583,0.5003,0.00340998,0.49007,0.51053,0.00379617,0.0124021,False
s584,0.0137,0.00355824,0.00302528,0.0243747,0.00646955,0.021136,False
s585,0.0036,0.0007413,0.0013761,0.0058239,0.00131645,0.00430084,False
s586,2.73945,0.709869,0.609843,4.86906,1.30486,4.26298,False
s587,0.0207,0.0103782,-0.0104346,0.0518346,0.00469763,0.0153472,False
s588,0.0146,0.00652344,-0.00497032,0.0341703,0.00306343,0.0100082,False
s589,0.0046,0.00207564,-0.00162692,0.0108269,0.000993726,0.0032465,False
s590,70.0618,46.0847,-68.1923,208.316,26.3085,85.9497,False
