feature,degenerate,ooc_p1,ewma_p1,miss_p1,ooc_p2,ewma_p2,miss_p2,ooc_tail,ewma_tail,miss_tail,delta,ewma_delta
s282,False,0.0479154,0.146053,0.00124301,0.0465116,0.143411,0,0.111111,0.259259,0,-0.00140374,-0.0026426
s283,False,0.00808961,0.0596644,0.00124301,0.0155039,0.0736434,0,0.037037,0.148148,0,0.00741427,0.013979
s284,False,0.00186683,0.0683654,0.00124301,0.00387597,0.0813953,0,0,0,0,0.00200914,0.0130299
s285,True,,,,,,,,,,,
s286,False,0.0398506,0.10317,0.00186451,0.0581395,0.155039,0,0.037037,0.0740741,0,0.018289,0.0518691
s287,False,0.0143213,0.116843,0.00186451,0.00387597,0.0503876,0,0,0,0,-0.0104453,-0.0664552
s288,False,0.130137,0.331262,0.00186451,0.302326,0.53876,0,0.185185,0.62963,0,0.172189,0.207498
s289,False,0.00871731,0.071473,0.00186451,0.0155039,0.0310078,0,0.037037,0.148148,0,0.00678657,-0.0404652
s290,False,0.00249066,0.0652579,0.00186451,0.00387597,0.0581395,0,0,0,0,0.00138531,-0.00711839
s291,False,0.0350219,0.348042,0.00621504,0.0431373,0.162791,0.0116279,0.0740741,0.148148,0,0.00811537,-0.185252
s292,False,0.0323182,0.076445,0,0.0387597,0.100775,0,0.0740741,0.185185,0,0.00644148,0.0243302
s293,False,0.118881,0.285892,0.911125,0.1875,0.267442,0.937984,,1,1,0.0686189,-0.01845
s294,False,0.020979,0,0.911125,0,0,0.937984,,0,1,-0.020979,0
s295,False,0.0883634,0.206339,0.00124301,0.108527,0.364341,0,0.111111,0.888889,0,0.0201637,0.158002
s296,False,0.0485376,0.213797,0.00124301,0.0542636,0.22093,0,0.111111,0.666667,0,0.00572592,0.00713284
s297,False,0.101431,0.246116,0.00124301,0.0852713,0.217054,0,0.037037,0,0,-0.0161599,-0.0290613
s298,False,0.216553,0.568055,0.00124301,0.25969,0.697674,0,0.259259,0.851852,0,0.0431373,0.12962
s299,False,0.0298693,0.128651,0.00124301,0.0426357,0.25969,0,0.111111,0.740741,0,0.0127663,0.131039
s300,False,0.0329807,0.152268,0.00124301,0.0542636,0.414729,0,0.0740741,0.851852,0,0.0212829,0.26246
s301,False,0.029247,0.155376,0.00124301,0.0387597,0.321705,0,0.0740741,0.740741,0,0.00951265,0.166329
s302,False,0.0273802,0.0845245,0.00124301,0.0348837,0.0620155,0,0.037037,0.037037,0,0.00750351,-0.022509
s303,False,0.00871189,0.0372902,0.00124301,0.00775194,0.0348837,0,0,0,0,-0.000959948,-0.00240652
s304,False,0.00746733,0.0155376,0.00124301,0.0116279,0.00387597,0,0,0,0,0.00416058,-0.0116616
s305,False,0,0.0223741,0.00124301,0,0,0,0,0,0,0,-0.0223741
s306,False,0.00124378,0.0229956,0.000621504,0,0,0,0,0,0,-0.00124378,-0.0229956
s307,False,0.0522388,0.10317,0.000621504,0.0465116,0.0465116,0,0.037037,0,0,-0.00572718,-0.056658
s308,False,0.000621891,0.00994406,0.000621504,0.00387597,0.00387597,0,0,0,0,0.00325408,-0.0060681
s309,False,0.0143035,0.0304537,0.000621504,0.00775194,0,0,0,0,0,-0.00655154,-0.0304537
s310,False,0.000621891,0.00994406,0.000621504,0.00387597,0.00387597,0,0,0,0,0.00325408,-0.0060681
s311,False,0.00621891,0.0609074,0.000621504,0.0155039,0,0,0.037037,0,0,0.00928497,-0.0609074
s312,False,0,0.0142946,0.000621504,0,0.00387597,0,0,0,0,0,-0.0104186
s313,False,0.150498,0.318832,0.000621504,0.147287,0.383721,0,0.185185,0.666667,0,-0.00321069,0.0648894
s314,True,,,,,,,,,,,
s315,True,,,,,,,,,,,
s316,True,,,,,,,,,,,
s317,False,0.0199005,0.141081,0.000621504,0.0155039,0.0193798,0,0,0,0,-0.00439662,-0.121702
s318,False,0.00248756,0.0217526,0.000621504,0.00387597,0,0,0,0,0,0.00138841,-0.0217526
s319,False,0.0149254,0.0926041,0.000621504,0.0116279,0.0116279,0,0.037037,0,0,-0.00329747,-0.0809762
s320,False,0.00186567,0.0845245,0.000621504,0,0,0,0,0,0,-0.00186567,-0.0845245
s321,False,0.0217662,0.0665009,0.000621504,0.0155039,0.0116279,0,0,0,0,-0.00626229,-0.054873
s322,False,0.0186567,0.0845245,0.000621504,0.0193798,0.0232558,0,0,0,0,0.000723129,-0.0612687
s323,True,,,,,,,,,,,
s324,False,0.00186567,0.0553139,0.000621504,0,0,0,0,0,0,-0.00186567,-0.0553139
s325,False,0.00310945,0.00621504,0.000621504,0.00387597,0.00387597,0,0,0,0,0.000766516,-0.00233907
s326,True,,,,,,,,,,,
s327,True,,,,,,,,,,,
s328,True,,,,,,,,,,,
s329,True,,,,,,,,,,,
s330,True,,,,,,,,,,,
s331,True,,,,,,,,,,,
s332,False,0.0791277,0.20261,0.00248602,0.0426357,0.0697674,0,0.037037,0,0,-0.0364921,-0.132843
s333,False,0.0343321,0.164699,0.00435053,0.0426357,0.0658915,0,0,0.185185,0,0.00830357,-0.0988071
s334,False,0.025577,0.108763,0.00372902,0.0116279,0,0,0,0,0,-0.0139491,-0.108763
s335,False,0.0642545,0.19826,0.00372902,0.0426357,0.0426357,0,0,0,0,-0.0216189,-0.155624
s336,False,0.121647,0.339963,0.00372902,0.131783,0.337209,0,0.111111,0.37037,0,0.010136,-0.00275341
s337,False,0.0274657,0.137352,0.00435053,0.0155039,0.0116279,0,0,0,0,-0.0119618,-0.125724
s338,False,0.0293383,0.124922,0.00435053,0.0426357,0.0697674,0,0,0.185185,0,0.0132973,-0.0551549
s339,False,0.0237203,0.143567,0.00435053,0.0271318,0.0310078,0,0,0.037037,0,0.00341143,-0.11256
s340,False,0.0124766,0.180858,0.00372902,0.00775194,0,0,0,0,0,-0.00472467,-0.180858
s341,False,0.0885839,0.325047,0.00372902,0.0775194,0.116279,0,0,0,0,-0.0110645,-0.208768
s342,False,0.0318153,0.131759,0.00372902,0.0116279,0,0,0,0,0,-0.0201874,-0.131759
s343,True,,,,,,,,,,,
s344,False,0.00998129,0.0926041,0.00372902,0.00775194,0,0,0,0,0,-0.00222935,-0.0926041
s345,False,0.00810979,0.0279677,0.00372902,0,0.00387597,0,0,0,0,-0.00810979,-0.0240917
s346,False,0.0392902,0.19018,0.509633,0.0306122,0.0968992,0.620155,0.1,0.851852,0.62963,-0.008678,-0.093281
s347,False,0.0988593,0.344313,0.509633,0.0816327,0.228682,0.620155,0.1,0.851852,0.62963,-0.0172267,-0.115631
s348,True,,,,,,,,,,,
s349,False,0.0474083,0.141081,0.0167806,0.0625,0.135659,0.00775194,0.111111,0.222222,0,0.0150917,-0.0054225
s350,False,0.0353982,0.101305,0.0167806,0.046875,0.0813953,0.00775194,0,0,0,0.0114768,-0.0199098
s351,False,0.0707965,0.180858,0.0167806,0.0703125,0.151163,0.00775194,0.111111,0.333333,0,-0.00048396,-0.0296949
s352,False,0.017067,0.075202,0.0167806,0.0273438,0.0852713,0.00775194,0,0,0,0.0102767,0.0100693
s353,False,0.034134,0.114357,0.0167806,0.0429688,0.0542636,0.00775194,0.0740741,0,0,0.00883474,-0.0600932
s354,False,0.00379267,0.129273,0.0167806,0,0.00387597,0.00775194,0,0,0,-0.00379267,-0.125397
s355,False,0.0233881,0.0609074,0.0167806,0.0078125,0.0116279,0.00775194,0,0,0,-0.0155756,-0.0492795
s356,False,0.0543616,0.151025,0.0167806,0.0507812,0.108527,0.00775194,0,0,0,-0.00358032,-0.0424983
s357,False,0.0130597,0.0130516,0.000621504,0.0155039,0,0,0,0,0,0.00244417,-0.0130516
s358,False,0.039449,0.123058,0.00745805,0.0273438,0.0581395,0.00775194,0.037037,0.037037,0,-0.0121052,-0.0649183
s359,False,0.00429185,0.00497203,0.85519,0,0,0.829457,0,0,0.814815,-0.00429185,-0.00497203
s360,False,0.00745805,0.00621504,0,0,0,0,0,0,0,-0.00745805,-0.00621504
s361,False,0.175886,0.614046,0,0.174419,0.585271,0,0.185185,0.814815,0,-0.00146704,-0.0287747
s362,False,0.00559354,0.00807955,0,0.0155039,0.0155039,0,0,0.111111,0,0.00991034,0.00742432
s363,False,0.128452,0.371659,0.0323182,0.126016,0.375969,0.0465116,0.0384615,0.037037,0.037037,-0.00243589,0.00430958
s364,False,0.0160565,0.0273462,0.0323182,0.00406504,0,0.0465116,0,0,0.037037,-0.0119915,-0.0273462
s365,True,,,,,,,,,,,
s366,False,0.0547604,0.162213,0.00124301,0.0620155,0.124031,0,0,0,0,0.00725508,-0.0381815
s367,False,0.0454263,0.131137,0.00124301,0.0658915,0.178295,0,0.037037,0.0740741,0,0.0204652,0.0471572
s368,False,0.118528,0.248602,0.00372902,0.127907,0.232558,0,0.037037,0,0,0.00937922,-0.0160435
s369,False,0.0480349,0.17775,0.00372902,0.0542636,0.186047,0,0.037037,0,0,0.00622863,0.00829636
s370,True,,,,,,,,,,,
s371,True,,,,,,,,,,,
s372,True,,,,,,,,,,,
s373,True,,,,,,,,,,,
s374,True,,,,,,,,,,,
s375,True,,,,,,,,,,,
s376,True,,,,,,,,,,,
s377,False,0.00933416,0.0161591,0.00124301,0.0155039,0.0193798,0,0,0,0,0.00616971,0.00322074
s378,False,0.00373367,0.0894966,0.00124301,0.00775194,0.0426357,0,0.037037,0.111111,0,0.00401827,-0.0468609
s379,True,,,,,,,,,,,
s380,True,,,,,,,,,,,
s381,True,,,,,,,,,,,
s382,True,,,,,,,,,,,
s383,False,0.0740741,0.147296,0.647607,0.09375,0.228682,0.627907,0.222222,1,0.666667,0.0196759,0.0813857
s384,False,0.134039,0.159105,0.647607,0.104167,0.193798,0.627907,0,0,0.666667,-0.0298721,0.0346934
s385,False,0.00881834,0.0205096,0.647607,0.0104167,0,0.627907,0,0,0.666667,0.00159832,-0.0205096
s386,False,0.165899,0.42138,0.460534,0.15942,0.534884,0.465116,0.384615,0.962963,0.518519,-0.00647833,0.113504
s387,False,0.0304537,0.102548,0,0.0232558,0.108527,0,0,0,0,-0.00719788,0.00597897
s388,True,,,,,,,,,,,
s389,False,0.0149161,0.0273462,0,0.00387597,0,0,0,0,0,-0.0110401,-0.0273462
s390,False,0.120572,0.550653,0,0.162791,0.74031,0,0.111111,0.703704,0,0.0422189,0.189657
s391,False,0.00435053,0.0372902,0,0.143411,0.313953,0,0,0,0,0.13906,0.276663
s392,False,0.0271808,0.081417,0.0167806,0.0195312,0.0503876,0.00775194,0.037037,0.37037,0,-0.00764953,-0.0310294
s393,False,0.00186451,0,0,0,0,0,0,0,0,-0.00186451,0
s394,False,0.00186451,0.071473,0,0,0,0,0,0,0,-0.00186451,-0.071473
s395,True,,,,,,,,,,,
s396,True,,,,,,,,,,,
s397,True,,,,,,,,,,,
s398,True,,,,,,,,,,,
s399,True,,,,,,,,,,,
s400,True,,,,,,,,,,,
s401,True,,,,,,,,,,,
s402,True,,,,,,,,,,,
s403,True,,,,,,,,,,,
s404,True,,,,,,,,,,,
s405,True,,,,,,,,,,,
s406,False,0,0.0335612,0.00497203,0,0,0.00387597,0,0,0,0,-0.0335612
s407,False,0.0274828,0.270354,0.00497203,0.0272374,0.0930233,0.00387597,0,0.037037,0,-0.000245469,-0.177331
s408,False,0.014366,0.0708515,0.00497203,0.0311284,0.0620155,0.00387597,0,0,0,0.0167624,-0.00883596
s409,False,0.0392768,0.133002,0.00310752,0.0470588,0.135659,0.0116279,0,0,0.037037,0.00778202,0.00265705
s410,False,0,0,0.00372902,0,0,0.00775194,0,0,0,0,0
s411,False,0.00062422,0.00186451,0.00435053,0,0.00387597,0.0155039,0,0.037037,0,-0.00062422,0.00201146
s412,False,0.0539185,0.149782,0.00870106,0.0581395,0.0387597,0,0,0,0,0.00422104,-0.111023
s413,False,0.0476489,0.1734,0.00870106,0.0426357,0.0736434,0,0.037037,0.037037,0,-0.00501324,-0.0997562
s414,False,0.0338558,0.153511,0.00870106,0.0348837,0.0697674,0,0,0,0,0.00102792,-0.0837441
s415,True,,,,,,,,,,,
s416,False,0.0382445,0.0988191,0.00870106,0.0348837,0.0775194,0,0,0,0,-0.00336079,-0.0212998
s417,False,0.01125,0.071473,0.00559354,0.00387597,0.00387597,0,0,0.037037,0,-0.00737403,-0.067597
s418,False,0.0653391,0.203232,0.00124301,0.0620155,0.127907,0,0.037037,0.037037,0,-0.00332364,-0.0753248
s419,False,0,0,0.00124301,0,0,0,0,0,0,0,0
s420,False,0,0,0.00124301,0,0,0,0,0,0,0,0
s421,False,0.00808961,0.07023,0.00124301,0.0155039,0.0736434,0,0.037037,0.148148,0,0.00741427,0.00341345
s422,False,0.00373367,0.07023,0.00124301,0.00387597,0.0697674,0,0,0,0,0.000142304,-0.000462515
s423,True,,,,,,,,,,,
s424,False,0.0336239,0.143567,0.00186451,0.0426357,0.112403,0,0.037037,0.0740741,0,0.00901175,-0.0311643
s425,False,0.0155666,0.119329,0.00186451,0.00775194,0.0348837,0,0,0,0,-0.00781469,-0.0844451
s426,False,0.12391,0.312617,0.00186451,0.143411,0.368217,0,0.185185,0.62963,0,0.0195005,0.0556005
s427,False,0.00809465,0.0665009,0.00186451,0.0155039,0.0310078,0,0.037037,0.148148,0,0.00740923,-0.0354932
s428,False,0.00373599,0.0646364,0.00186451,0.00387597,0.0542636,0,0,0,0,0.000139979,-0.0103729
s429,False,0.0519074,0.38036,0.00621504,0.0509804,0.255814,0.0116279,0.0740741,0.222222,0,-0.00092705,-0.124547
s430,False,0.0391548,0.0907396,0,0.0581395,0.127907,0,0.111111,0.333333,0,0.0189848,0.0371674
s431,False,0.0790292,0.213176,0.00124301,0.100775,0.403101,0,0.111111,0.888889,0,0.0217459,0.189925
s432,False,0.0491599,0.21069,0.00124301,0.0426357,0.294574,0,0.0740741,0.740741,0,-0.00652427,0.0838838
s433,False,0.0995644,0.327533,0.00124301,0.0968992,0.224806,0,0.0740741,0.222222,0,-0.00266518,-0.102726
s434,False,0.0354698,0.0565569,0.00124301,0.0387597,0.0193798,0,0,0,0,0.00328987,-0.037177
s435,False,0.0298693,0.142946,0.00124301,0.0426357,0.356589,0,0.111111,0.888889,0,0.0127663,0.213643
s436,False,0.0373367,0.188316,0.00124301,0.0581395,0.5,0,0.0740741,0.888889,0,0.0208029,0.311684
s437,False,0.0379589,0.188316,0.00124301,0.0426357,0.488372,0,0.0740741,0.962963,0,0.00467673,0.300056
s438,False,0.0205352,0.0546924,0.00124301,0.0193798,0.0348837,0,0,0,0,-0.00115531,-0.0198086
s439,False,0.0267579,0.07023,0.00124301,0.0155039,0.0465116,0,0.0740741,0,0,-0.0112541,-0.0237183
s440,False,0.0124456,0.0615289,0.00124301,0.00775194,0,0,0,0,0,-0.00469361,-0.0615289
s441,False,0.000622278,0.0316967,0.00124301,0,0,0,0,0,0,-0.000622278,-0.0316967
s442,False,0,0.0391548,0.000621504,0,0.00387597,0,0,0,0,0,-0.0352788
s443,False,0.0422886,0.0783095,0.000621504,0.0310078,0.0271318,0,0.037037,0,0,-0.0112808,-0.0511777
s444,False,0.00497512,0.0105656,0.000621504,0.00387597,0.00387597,0,0,0,0,-0.00109916,-0.0066896
s445,False,0.0186567,0.0348042,0.000621504,0.0193798,0,0,0,0,0,0.000723129,-0.0348042
s446,False,0.000621891,0.00807955,0.000621504,0.00387597,0,0,0,0,0,0.00325408,-0.00807955
s447,False,0.00870647,0.0615289,0.000621504,0.0193798,0.00387597,0,0.037037,0,0,0.0106734,-0.0576529
s448,False,0,0.0161591,0.000621504,0,0.00387597,0,0,0,0,0,-0.0122831
s449,False,0.148632,0.298322,0.000621504,0.143411,0.348837,0,0.185185,0.555556,0,-0.00522099,0.0505153
s450,True,,,,,,,,,,,
s451,True,,,,,,,,,,,
s452,True,,,,,,,,,,,
s453,False,0.00559701,0.0857676,0.000621504,0.00775194,0.0116279,0,0,0,0,0.00215492,-0.0741397
s454,False,0.00435323,0.0180236,0.000621504,0,0,0,0,0,0,-0.00435323,-0.0180236
s455,False,0.0174129,0.0546924,0.000621504,0.0116279,0,0,0.037037,0,0,-0.00578503,-0.0546924
s456,False,0.00186567,0.0497203,0.000621504,0,0,0,0,0,0,-0.00186567,-0.0497203
s457,False,0.0292289,0.0783095,0.000621504,0.0193798,0.0232558,0,0,0,0,-0.00984901,-0.0550537
s458,False,0.0267413,0.0907396,0.000621504,0.0271318,0.0542636,0,0.037037,0,0,0.000390489,-0.036476
s459,True,,,,,,,,,,,
s460,False,0.00186567,0.0621504,0.000621504,0,0,0,0,0,0,-0.00186567,-0.0621504
s461,False,0.0348259,0.121193,0.000621504,0.0310078,0.0465116,0,0.037037,0.0740741,0,-0.00381812,-0.0746817
s462,True,,,,,,,,,,,
s463,True,,,,,,,,,,,
s464,True,,,,,,,,,,,
s465,True,,,,,,,,,,,
s466,True,,,,,,,,,,,
s467,True,,,,,,,,,,,
s468,False,0.10405,0.242387,0.00248602,0.0697674,0.0852713,0,0.111111,0,0,-0.0342824,-0.157115
s469,False,0.0474407,0.141703,0.00435053,0.0620155,0.112403,0,0.111111,0.185185,0,0.0145748,-0.0292998
s470,False,0.0249532,0.0969546,0.00372902,0.00387597,0,0,0,0,0,-0.0210772,-0.0969546
s471,False,0.0648784,0.206339,0.00372902,0.0581395,0.0465116,0,0,0,0,-0.00673882,-0.159828
s472,False,0.115409,0.318832,0.00372902,0.124031,0.306202,0,0.111111,0.333333,0,0.0086224,-0.01263
s473,False,0.00686642,0.0534493,0.00435053,0.00775194,0.00775194,0,0,0,0,0.000885521,-0.0456974
s474,False,0.0418227,0.137352,0.00435053,0.0697674,0.162791,0,0.0740741,0.333333,0,0.0279447,0.0254383
s475,False,0.0393258,0.14481,0.00435053,0.0581395,0.120155,0,0.037037,0.185185,0,0.0188137,-0.0246554
s476,False,0.0118528,0.138595,0.00372902,0.00387597,0,0,0,0,0,-0.00797681,-0.138595
s477,False,0.0810979,0.216905,0.00372902,0.0697674,0.131783,0,0.037037,0,0,-0.0113305,-0.085122
s478,False,0.0374298,0.162213,0.00372902,0.0232558,0.00387597,0,0.037037,0,0,-0.014174,-0.158337
s479,True,,,,,,,,,,,
s480,False,0.0124766,0.0969546,0.00372902,0.0116279,0,0,0,0,0,-0.000848699,-0.0969546
s481,False,0.025577,0.137352,0.00372902,0.0348837,0.0348837,0,0,0,0,0.00930668,-0.102469
s482,True,,,,,,,,,,,
s483,False,0,0,0.0167806,0,0,0.00775194,0,0,0,0,0
s484,False,0.0840708,0.22312,0.0167806,0.105469,0.182171,0.00775194,0.0740741,0.111111,0,0.021398,-0.0409494
s485,False,0.10177,0.229335,0.0167806,0.105469,0.25969,0.00775194,0.185185,0.407407,0,0.00369884,0.0303549
s486,False,0.116308,0.279055,0.0167806,0.121094,0.306202,0.00775194,0.111111,0.222222,0,0.00478528,0.0271462
s487,False,0,0.00435053,0.0167806,0,0,0.00775194,0,0,0,0,-0.00435053
s488,False,0.135272,0.344313,0.0167806,0.132812,0.302326,0.00775194,0.222222,0.481481,0,-0.00245931,-0.0419877
s489,False,0,0.00186451,0.0167806,0,0,0.00775194,0,0,0,0,-0.00186451
s490,False,0.045512,0.0745805,0.0167806,0.0273438,0.0310078,0.00775194,0,0,0,-0.0181683,-0.0435727
s491,False,0.0199005,0.0236172,0.000621504,0.0193798,0.00387597,0,0,0,0,-0.000520653,-0.0197412
s492,False,0.0369443,0.0882536,0.00745805,0.0273438,0.0348837,0.00775194,0.037037,0,0,-0.00960052,-0.0533699
s493,False,0.00858369,0.0167806,0.85519,0,0,0.829457,0,0,0.814815,-0.00858369,-0.0167806
s494,False,0.00435053,0,0,0,0,0,0,0,0,-0.00435053,0
s495,False,0.175264,0.590429,0,0.170543,0.585271,0,0.185185,0.851852,0,-0.0047215,-0.00515752
s496,False,0.0142946,0.0118086,0,0.0232558,0.0232558,0,0,0.0740741,0,0.00896122,0.0114472
s497,False,0.107258,0.2977,0.0323182,0.0934959,0.294574,0.0465116,0.0384615,0.037037,0.037037,-0.0137616,-0.00312679
s498,False,0.0211946,0.0304537,0.0323182,0.00406504,0,0.0465116,0,0,0.037037,-0.0171296,-0.0304537
s499,True,,,,,,,,,,,
s500,True,,,,,,,,,,,
s501,True,,,,,,,,,,,
s502,True,,,,,,,,,,,
s503,True,,,,,,,,,,,
s504,True,,,,,,,,,,,
s505,True,,,,,,,,,,,
s506,True,,,,,,,,,,,
s507,True,,,,,,,,,,,
s508,True,,,,,,,,,,,
s509,True,,,,,,,,,,,
s510,True,,,,,,,,,,,
s511,False,0.0572495,0.18583,0.00124301,0.0465116,0.0968992,0,0.111111,0.296296,0,-0.0107379,-0.0889305
s512,True,,,,,,,,,,,
s513,True,,,,,,,,,,,
s514,True,,,,,,,,,,,
s515,True,,,,,,,,,,,
s516,True,,,,,,,,,,,
s517,False,0.0529101,0.123679,0.647607,0.0833333,0.158915,0.627907,0.111111,1,0.666667,0.0304233,0.0352354
s518,False,0.116402,0.15289,0.647607,0.0833333,0.170543,0.627907,0,0,0.666667,-0.0330688,0.0176526
s519,False,0.00881834,0.0211311,0.647607,0,0,0.627907,0,0,0.666667,-0.00881834,-0.0211311
s520,False,0.167051,0.3555,0.460534,0.195652,0.616279,0.465116,0.461538,0.962963,0.518519,0.0286015,0.260779
s521,False,0.0298322,0.109385,0,0.0271318,0.112403,0,0,0,0,-0.00270041,0.00301839
s522,True,,,,,,,,,,,
s523,False,0.0161591,0.0242387,0,0.00387597,0.00387597,0,0,0,0,-0.0122831,-0.0203627
s524,False,0.126787,0.55376,0,0.166667,0.755814,0,0.111111,0.740741,0,0.0398798,0.202054
s525,False,0.00435053,0.0366687,0,0.0193798,0.193798,0,0,0,0,0.0150293,0.15713
s526,False,0.0252845,0.0820385,0.0167806,0.0195312,0.0581395,0.00775194,0.037037,0.37037,0,-0.0057532,-0.023899
s527,False,0.00310752,0.000621504,0,0,0,0,0,0,0,-0.00310752,-0.000621504
s528,False,0.00186451,0.0720945,0,0,0,0,0,0,0,-0.00186451,-0.0720945
s529,True,,,,,,,,,,,
s530,True,,,,,,,,,,,
s531,True,,,,,,,,,,,
s532,True,,,,,,,,,,,
s533,True,,,,,,,,,,,
s534,True,,,,,,,,,,,
s535,True,,,,,,,,,,,
s536,True,,,,,,,,,,,
s537,True,,,,,,,,,,,
s538,True,,,,,,,,,,,
s539,True,,,,,,,,,,,
s540,False,0,0.0988191,0.00497203,0,0,0.00387597,0,0,0,0,-0.0988191
s541,False,0.00062461,0.193288,0.00497203,0,0.0387597,0.00387597,0,0,0,-0.00062461,-0.154528
s542,False,0.0149906,0.0478558,0.00497203,0.0350195,0.0348837,0.00387597,0,0,0,0.0200288,-0.0129721
s543,False,0.435594,0.518334,0.00124301,0.476744,0.937984,0,0.333333,0.888889,0,0.0411499,0.41965
s544,False,0.436839,0.527035,0.00124301,0.472868,0.891473,0,0.444444,0.851852,0,0.0360294,0.364437
s545,True,,,,,,,,,,,
s546,False,0.413192,0.51647,0.00124301,0.44186,0.829457,0,0.407407,0.925926,0,0.0286682,0.312988
s547,False,0.0230999,0.139217,0.165942,0.00947867,0.0542636,0.182171,0,0,0.185185,-0.0136212,-0.0849533
s548,False,0.00819672,0.0186451,0.165942,0.00947867,0.0116279,0.182171,0,0,0.185185,0.00128195,-0.00701721
s549,False,0.225782,0.505904,0.165942,0.199052,0.317829,0.182171,0.272727,0.518519,0.185185,-0.0267303,-0.188075
s550,False,0.0558867,0.246737,0.165942,0.07109,0.197674,0.182171,0.0454545,0.259259,0.185185,0.0152033,-0.0490627
s551,False,0.0216095,0.076445,0.165942,0.014218,0.00775194,0.182171,0,0.037037,0.185185,-0.00739153,-0.0686931
s552,False,0.0149031,0.0540709,0.165942,0.014218,0,0.182171,0,0,0.185185,-0.00068512,-0.0540709
s553,False,0.0566319,0.245494,0.165942,0.07109,0.182171,0.182171,0.0454545,0.222222,0.185185,0.0144582,-0.0633236
s554,False,0.0245902,0.0658794,0.165942,0.028436,0.00387597,0.182171,0.0454545,0.037037,0.185185,0.00384586,-0.0620035
s555,False,0.0171386,0.0472343,0.165942,0.0236967,0.00387597,0.182171,0.0454545,0,0.185185,0.00655808,-0.0433583
s556,False,0.0223547,0.0590429,0.165942,0.014218,0.0232558,0.182171,0,0.037037,0.185185,-0.00813669,-0.0357871
s557,False,0.0186289,0.0571784,0.165942,0.014218,0.00387597,0.182171,0,0,0.185185,-0.0044109,-0.0533024
s558,False,0.0126677,0.0466128,0.165942,0.00947867,0,0.182171,0,0,0.185185,-0.00318899,-0.0466128
s559,False,0.0889303,0.277812,0.000621504,0.0891473,0.244186,0,0.111111,0.111111,0,0.000216939,-0.0336263
s560,False,0.0068408,0.0217526,0.000621504,0.00775194,0.00387597,0,0,0,0,0.000911142,-0.0178767
s561,False,0.0553483,0.133623,0.000621504,0.0426357,0.100775,0,0.037037,0,0,-0.0127126,-0.0328482
s562,False,0.00497512,0.0198881,0.000621504,0.00387597,0.00387597,0,0,0,0,-0.00109916,-0.0160122
s563,False,0.195489,0.314481,0.1734,0.204651,0.244186,0.166667,0.238095,0.037037,0.222222,0.00916244,-0.070295
s564,False,0.00601504,0.0453698,0.1734,0,0,0.166667,0,0,0.222222,-0.00601504,-0.0453698
s565,False,0.118797,0.330019,0.1734,0.116279,0.468992,0.166667,0.0952381,0.259259,0.222222,-0.00251792,0.138974
s566,False,0.0842105,0.203232,0.1734,0.0511628,0.120155,0.166667,0.047619,0,0.222222,-0.0330477,-0.0830768
s567,False,0.111278,0.297079,0.1734,0.106977,0.422481,0.166667,0.0952381,0.0740741,0.222222,-0.00430145,0.125402
s568,False,0.130075,0.327533,0.1734,0.0976744,0.251938,0.166667,0.142857,0.037037,0.222222,-0.0324008,-0.0755946
s569,False,0.115038,0.310752,0.1734,0.116279,0.418605,0.166667,0.0952381,0.148148,0.222222,0.00124148,0.107853
s570,False,0.115789,0.318832,0.1734,0.0883721,0.251938,0.166667,0.047619,0.148148,0.222222,-0.0274174,-0.0668936
s571,False,0.0515848,0.271597,0,0.0271318,0.135659,0,0.0740741,0.481481,0,-0.0244531,-0.135938
s572,False,0.0335612,0.108142,0,0.0426357,0.0387597,0,0,0,0,0.00907444,-0.069382
s573,False,0.0534493,0.564947,0,0.0271318,0.399225,0,0.0740741,0.740741,0,-0.0263176,-0.165722
s574,False,0.0565569,0.204475,0,0.0348837,0.120155,0,0.0740741,0.296296,0,-0.0216731,-0.0843198
s575,False,0.0534493,0.556868,0,0.0271318,0.387597,0,0.0740741,0.703704,0,-0.0263176,-0.169271
s576,False,0.0584214,0.20261,0,0.0348837,0.104651,0,0.0740741,0.259259,0,-0.0235377,-0.0979592
s577,False,0.0540709,0.571162,0,0.0271318,0.418605,0,0.0740741,0.740741,0,-0.0269391,-0.152558
s578,False,0.0540709,0.237415,0,0.0310078,0.151163,0,0.0740741,0.296296,0,-0.0230631,-0.0862518
s579,False,0.0142405,0.0335612,0.607209,0.0272727,0.0542636,0.573643,0,0,0.666667,0.0130322,0.0207023
s580,False,0.0427215,0.0708515,0.607209,0.0363636,0.0310078,0.573643,0,0,0.666667,-0.00635788,-0.0398437
s581,False,0.0522152,0.073959,0.607209,0.0363636,0.0310078,0.573643,0,0,0.666667,-0.0158516,-0.0429512
s582,False,0.0759494,0.199503,0.607209,0.0454545,0.100775,0.573643,0.111111,0.222222,0.666667,-0.0304948,-0.0987276
s583,False,0.00186567,0.0180236,0.000621504,0.00387597,0.0155039,0,0,0.0740741,0,0.0020103,-0.00251974
s584,False,0.0460199,0.0913611,0.000621504,0.0387597,0.104651,0,0.0740741,0.259259,0,-0.00726021,0.0132901
s585,False,0.0329602,0.0590429,0.000621504,0.0232558,0.0736434,0,0.037037,0.0740741,0,-0.00970439,0.0146005
s586,False,0.0460199,0.0901181,0.000621504,0.0348837,0.100775,0,0.0740741,0.185185,0,-0.0111362,0.0106571
